Year,Units,federal state,GeoCode,Value
2010,percentage,berlin,code11,17.02
2011,percentage,berlin,code11,16.36
2012,percentage,berlin,code11,18.61
2013,percentage,berlin,code11,18.28
2014,percentage,berlin,code11,19.31
2015,percentage,berlin,code11,19.77
2016,percentage,berlin,code11,19.35
2017,percentage,berlin,code11,18.49
2018,percentage,berlin,code11,19.09
2019,percentage,berlin,code11,17.96
2000,percentage,brandenburg,code12,37.35
2001,percentage,brandenburg,code12,30.73
2002,percentage,brandenburg,code12,27.14
2003,percentage,brandenburg,code12,24.08
2004,percentage,brandenburg,code12,23.73
2005,percentage,brandenburg,code12,23.13
2006,percentage,brandenburg,code12,23.34
2007,percentage,brandenburg,code12,21.83
2008,percentage,brandenburg,code12,22.34
2009,percentage,brandenburg,code12,19.88
2010,percentage,brandenburg,code12,20.47
2011,percentage,brandenburg,code12,20.63
2012,percentage,brandenburg,code12,22.35
2013,percentage,brandenburg,code12,20.98
2014,percentage,brandenburg,code12,21.56
2015,percentage,brandenburg,code12,22.07
2016,percentage,brandenburg,code12,23.47
2017,percentage,brandenburg,code12,23.49
2018,percentage,brandenburg,code12,24.55
2019,percentage,brandenburg,code12,23.86
2000,percentage,bremen,code04,18.09
2001,percentage,bremen,code04,16.92
2002,percentage,bremen,code04,17.01
2003,percentage,bremen,code04,13.3
2004,percentage,bremen,code04,15.41
2005,percentage,bremen,code04,14.24
2006,percentage,bremen,code04,14.91
2007,percentage,bremen,code04,15.08
2008,percentage,bremen,code04,15.3
2009,percentage,bremen,code04,14.43
2010,percentage,bremen,code04,14.81
2011,percentage,bremen,code04,14.41
2012,percentage,bremen,code04,18.68
2013,percentage,bremen,code04,16.27
2014,percentage,bremen,code04,13.81
2015,percentage,bremen,code04,16.83
2016,percentage,bremen,code04,15.84
2017,percentage,bremen,code04,14.01
2018,percentage,bremen,code04,16.22
2019,percentage,bremen,code04,15.79
2000,percentage,hamburg,code02,16.32
2001,percentage,hamburg,code02,17.95
2002,percentage,hamburg,code02,19.16
2003,percentage,hamburg,code02,18.37
2004,percentage,hamburg,code02,21.45
2005,percentage,hamburg,code02,22.6
2006,percentage,hamburg,code02,23.38
2007,percentage,hamburg,code02,25.63
2008,percentage,hamburg,code02,26.45
2009,percentage,hamburg,code02,20.36
2010,percentage,hamburg,code02,24.49
2011,percentage,hamburg,code02,20.89
2012,percentage,hamburg,code02,20.52
2013,percentage,hamburg,code02,21.11
2014,percentage,hamburg,code02,21.32
2015,percentage,hamburg,code02,21.61
2016,percentage,hamburg,code02,19.74
2017,percentage,hamburg,code02,16.01
2018,percentage,hamburg,code02,18.15
2019,percentage,hamburg,code02,18.2
2000,percentage,hesse,code06,18.4
2001,percentage,hesse,code06,18.74
2002,percentage,hesse,code06,17.02
2003,percentage,hesse,code06,16.22
2004,percentage,hesse,code06,16.33
2005,percentage,hesse,code06,17.93
2006,percentage,hesse,code06,17.41
2007,percentage,hesse,code06,18.29
2008,percentage,hesse,code06,20.03
2009,percentage,hesse,code06,16.73
2010,percentage,hesse,code06,17.58
2011,percentage,hesse,code06,19.18
2012,percentage,hesse,code06,17.67
2013,percentage,hesse,code06,17.87
2014,percentage,hesse,code06,17.33
2015,percentage,hesse,code06,17.14
2016,percentage,hesse,code06,18.05
2017,percentage,hesse,code06,18.51
2018,percentage,hesse,code06,18.7
2019,percentage,hesse,code06,19.27
2000,percentage,mecklenburg western pomerania,code13,35.32
2001,percentage,mecklenburg western pomerania,code13,30.18
2002,percentage,mecklenburg western pomerania,code13,26.25
2003,percentage,mecklenburg western pomerania,code13,25.35
2004,percentage,mecklenburg western pomerania,code13,25.03
2005,percentage,mecklenburg western pomerania,code13,26.88
2006,percentage,mecklenburg western pomerania,code13,27.57
2007,percentage,mecklenburg western pomerania,code13,23.03
2008,percentage,mecklenburg western pomerania,code13,23.74
2009,percentage,mecklenburg western pomerania,code13,21.05
2010,percentage,mecklenburg western pomerania,code13,22.21
2011,percentage,mecklenburg western pomerania,code13,24.2
2012,percentage,mecklenburg western pomerania,code13,23.57
2013,percentage,mecklenburg western pomerania,code13,20.59
2014,percentage,mecklenburg western pomerania,code13,21.48
2015,percentage,mecklenburg western pomerania,code13,21.94
2016,percentage,mecklenburg western pomerania,code13,24.06
2017,percentage,mecklenburg western pomerania,code13,22.85
2018,percentage,mecklenburg western pomerania,code13,25.52
2019,percentage,mecklenburg western pomerania,code13,27.68
2000,percentage,lower saxony,code03,26.6
2001,percentage,lower saxony,code03,25.32
2002,percentage,lower saxony,code03,23.85
2003,percentage,lower saxony,code03,24.78
2004,percentage,lower saxony,code03,21.7
2005,percentage,lower saxony,code03,19.94
2006,percentage,lower saxony,code03,20.76
2007,percentage,lower saxony,code03,21.5
2008,percentage,lower saxony,code03,20.75
2009,percentage,lower saxony,code03,22.81
2010,percentage,lower saxony,code03,22.36
2011,percentage,lower saxony,code03,24.02
2012,percentage,lower saxony,code03,24.35
2013,percentage,lower saxony,code03,24.35
2014,percentage,lower saxony,code03,24.37
2015,percentage,lower saxony,code03,24.87
2016,percentage,lower saxony,code03,24.67
2017,percentage,lower saxony,code03,25.36
2018,percentage,lower saxony,code03,24.98
2019,percentage,lower saxony,code03,27.26
2000,percentage,north rhine-westphalia,code05,19.7
2001,percentage,north rhine-westphalia,code05,19.03
2002,percentage,north rhine-westphalia,code05,17.13
2003,percentage,north rhine-westphalia,code05,16.28
2004,percentage,north rhine-westphalia,code05,15.74
2005,percentage,north rhine-westphalia,code05,16.74
2006,percentage,north rhine-westphalia,code05,16.19
2007,percentage,north rhine-westphalia,code05,16.32
2008,percentage,north rhine-westphalia,code05,16.32
2009,percentage,north rhine-westphalia,code05,15.89
2010,percentage,north rhine-westphalia,code05,15.98
2011,percentage,north rhine-westphalia,code05,16.63
2012,percentage,north rhine-westphalia,code05,15.92
2013,percentage,north rhine-westphalia,code05,15.78
2014,percentage,north rhine-westphalia,code05,16.05
2015,percentage,north rhine-westphalia,code05,15.67
2016,percentage,north rhine-westphalia,code05,16.07
2017,percentage,north rhine-westphalia,code05,16.54
2018,percentage,north rhine-westphalia,code05,16.71
2019,percentage,north rhine-westphalia,code05,16.41
2000,percentage,rhineland palatinate,code07,23.91
2001,percentage,rhineland palatinate,code07,21.93
2002,percentage,rhineland palatinate,code07,21.83
2003,percentage,rhineland palatinate,code07,19.54
2004,percentage,rhineland palatinate,code07,18.86
2005,percentage,rhineland palatinate,code07,18.66
2006,percentage,rhineland palatinate,code07,19.41
2007,percentage,rhineland palatinate,code07,20.35
2008,percentage,rhineland palatinate,code07,20.19
2009,percentage,rhineland palatinate,code07,20.65
2010,percentage,rhineland palatinate,code07,19.98
2011,percentage,rhineland palatinate,code07,21.13
2012,percentage,rhineland palatinate,code07,20.5
2013,percentage,rhineland palatinate,code07,21.17
2014,percentage,rhineland palatinate,code07,21.37
2015,percentage,rhineland palatinate,code07,20.89
2016,percentage,rhineland palatinate,code07,20.54
2017,percentage,rhineland palatinate,code07,21.03
2018,percentage,rhineland palatinate,code07,22.93
2019,percentage,rhineland palatinate,code07,21.66
2000,percentage,saarland,code10,23.37
2001,percentage,saarland,code10,18.61
2002,percentage,saarland,code10,18.9
2003,percentage,saarland,code10,18.75
2004,percentage,saarland,code10,15.75
2005,percentage,saarland,code10,15.14
2006,percentage,saarland,code10,16.21
2007,percentage,saarland,code10,16.69
2008,percentage,saarland,code10,16.49
2009,percentage,saarland,code10,15.02
2010,percentage,saarland,code10,18.16
2011,percentage,saarland,code10,17.35
2012,percentage,saarland,code10,16.89
2013,percentage,saarland,code10,17.54
2014,percentage,saarland,code10,17.63
2015,percentage,saarland,code10,18.07
2016,percentage,saarland,code10,17.36
2017,percentage,saarland,code10,16.55
2018,percentage,saarland,code10,17.56
2019,percentage,saarland,code10,17.9
2000,percentage,saxony,code14,35.38
2001,percentage,saxony,code14,27.21
2002,percentage,saxony,code14,23.03
2003,percentage,saxony,code14,22.76
2004,percentage,saxony,code14,23.16
2005,percentage,saxony,code14,21.32
2006,percentage,saxony,code14,20.87
2007,percentage,saxony,code14,23.75
2008,percentage,saxony,code14,22.18
2009,percentage,saxony,code14,20.93
2010,percentage,saxony,code14,22.61
2011,percentage,saxony,code14,23.7
2012,percentage,saxony,code14,23.05
2013,percentage,saxony,code14,21.22
2014,percentage,saxony,code14,20.93
2015,percentage,saxony,code14,19.35
2016,percentage,saxony,code14,21.2
2017,percentage,saxony,code14,19.95
2018,percentage,saxony,code14,20.51
2019,percentage,saxony,code14,21.67
2000,percentage,saxony-anhalt,code15,33.76
2001,percentage,saxony-anhalt,code15,25.81
2002,percentage,saxony-anhalt,code15,23.07
2003,percentage,saxony-anhalt,code15,22.1
2004,percentage,saxony-anhalt,code15,22.23
2005,percentage,saxony-anhalt,code15,20.54
2006,percentage,saxony-anhalt,code15,18.99
2007,percentage,saxony-anhalt,code15,19.52
2008,percentage,saxony-anhalt,code15,19.59
2009,percentage,saxony-anhalt,code15,21.24
2010,percentage,saxony-anhalt,code15,19.82
2011,percentage,saxony-anhalt,code15,18.92
2012,percentage,saxony-anhalt,code15,19.72
2013,percentage,saxony-anhalt,code15,18.74
2014,percentage,saxony-anhalt,code15,18.31
2015,percentage,saxony-anhalt,code15,18.87
2016,percentage,saxony-anhalt,code15,19.0
2017,percentage,saxony-anhalt,code15,18.82
2018,percentage,saxony-anhalt,code15,18.73
2019,percentage,saxony-anhalt,code15,19.86
2000,percentage,schleswig-holstein,code01,22.84
2001,percentage,schleswig-holstein,code01,20.52
2002,percentage,schleswig-holstein,code01,18.33
2003,percentage,schleswig-holstein,code01,18.15
2004,percentage,schleswig-holstein,code01,17.26
2005,percentage,schleswig-holstein,code01,17.38
2006,percentage,schleswig-holstein,code01,19.84
2007,percentage,schleswig-holstein,code01,19.87
2008,percentage,schleswig-holstein,code01,19.91
2009,percentage,schleswig-holstein,code01,18.55
2010,percentage,schleswig-holstein,code01,21.23
2011,percentage,schleswig-holstein,code01,22.71
2012,percentage,schleswig-holstein,code01,21.53
2013,percentage,schleswig-holstein,code01,18.88
2014,percentage,schleswig-holstein,code01,21.48
2015,percentage,schleswig-holstein,code01,20.56
2016,percentage,schleswig-holstein,code01,23.19
2017,percentage,schleswig-holstein,code01,21.47
2018,percentage,schleswig-holstein,code01,21.31
2019,percentage,schleswig-holstein,code01,22.24
2000,percentage,thuringia,code16,34.07
2001,percentage,thuringia,code16,31.7
2002,percentage,thuringia,code16,26.4
2003,percentage,thuringia,code16,26.42
2004,percentage,thuringia,code16,22.37
2005,percentage,thuringia,code16,23.06
2006,percentage,thuringia,code16,23.44
2007,percentage,thuringia,code16,24.13
2008,percentage,thuringia,code16,26.23
2009,percentage,thuringia,code16,22.15
2010,percentage,thuringia,code16,21.34
2011,percentage,thuringia,code16,22.02
2012,percentage,thuringia,code16,21.75
2013,percentage,thuringia,code16,20.01
2014,percentage,thuringia,code16,20.03
2015,percentage,thuringia,code16,19.13
2016,percentage,thuringia,code16,20.91
2017,percentage,thuringia,code16,19.05
2018,percentage,thuringia,code16,20.1
2019,percentage,thuringia,code16,20.24
