Year,Units,Federal state,GeoCode,Value
1992,Percentage,,,44.82
1993,Percentage,,,49.55
1994,Percentage,,,51.91
1995,Percentage,,,46.89
1996,Percentage,,,48.1
1997,Percentage,,,45.03
1998,Percentage,,,43.92
1999,Percentage,,,40.89
2000,Percentage,,,37.35
2001,Percentage,,,30.73
2002,Percentage,,,27.14
2003,Percentage,,,24.08
2004,Percentage,,,23.73
2005,Percentage,,,23.13
2006,Percentage,,,23.34
2007,Percentage,,,21.83
2008,Percentage,,,22.34
2009,Percentage,,,19.88
2010,Percentage,,,20.47
2011,Percentage,,,20.63
2012,Percentage,,,22.35
2013,Percentage,,,20.98
2014,Percentage,,,21.56
2015,Percentage,,,22.07
2016,Percentage,,,23.47
2017,Percentage,,,23.49
2018,Percentage,,,24.55
2019,Percentage,,,23.86
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,18.1
1992,Percentage,,,17.48
1993,Percentage,,,18.32
1994,Percentage,,,15.38
1995,Percentage,,,14.65
1996,Percentage,,,15.7
1997,Percentage,,,14.92
1998,Percentage,,,15.95
1999,Percentage,,,17.95
2000,Percentage,,,18.09
2001,Percentage,,,16.92
2002,Percentage,,,17.01
2003,Percentage,,,13.3
2004,Percentage,,,15.41
2005,Percentage,,,14.24
2006,Percentage,,,14.91
2007,Percentage,,,15.08
2008,Percentage,,,15.3
2009,Percentage,,,14.43
2010,Percentage,,,14.81
2011,Percentage,,,14.41
2012,Percentage,,,18.68
2013,Percentage,,,16.27
2014,Percentage,,,13.81
2015,Percentage,,,16.83
2016,Percentage,,,15.84
2017,Percentage,,,14.01
2018,Percentage,,,16.22
2019,Percentage,,,15.79
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,16.47
1992,Percentage,,,18.11
1993,Percentage,,,17.08
1994,Percentage,,,15.44
1995,Percentage,,,14.19
1996,Percentage,,,14.04
1997,Percentage,,,14.72
1998,Percentage,,,15.65
1999,Percentage,,,14.84
2000,Percentage,,,16.32
2001,Percentage,,,17.95
2002,Percentage,,,19.16
2003,Percentage,,,18.37
2004,Percentage,,,21.45
2005,Percentage,,,22.6
2006,Percentage,,,23.38
2007,Percentage,,,25.63
2008,Percentage,,,26.45
2009,Percentage,,,20.36
2010,Percentage,,,24.49
2011,Percentage,,,20.89
2012,Percentage,,,20.52
2013,Percentage,,,21.11
2014,Percentage,,,21.32
2015,Percentage,,,21.61
2016,Percentage,,,19.74
2017,Percentage,,,16.01
2018,Percentage,,,18.15
2019,Percentage,,,18.2
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,21.9
1992,Percentage,,,21.43
1993,Percentage,,,20.49
1994,Percentage,,,18.32
1995,Percentage,,,18.7
1996,Percentage,,,17.43
1997,Percentage,,,18.02
1998,Percentage,,,18.36
1999,Percentage,,,18.62
2000,Percentage,,,18.4
2001,Percentage,,,18.74
2002,Percentage,,,17.02
2003,Percentage,,,16.22
2004,Percentage,,,16.33
2005,Percentage,,,17.93
2006,Percentage,,,17.41
2007,Percentage,,,18.29
2008,Percentage,,,20.03
2009,Percentage,,,16.73
2010,Percentage,,,17.58
2011,Percentage,,,19.18
2012,Percentage,,,17.67
2013,Percentage,,,17.87
2014,Percentage,,,17.33
2015,Percentage,,,17.14
2016,Percentage,,,18.05
2017,Percentage,,,18.51
2018,Percentage,,,18.7
2019,Percentage,,,19.27
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,49.47
1992,Percentage,,,61.6
1993,Percentage,,,60.16
1994,Percentage,,,57.59
1995,Percentage,,,54.99
1996,Percentage,,,48.12
1997,Percentage,,,43.66
1998,Percentage,,,40.51
1999,Percentage,,,37.44
2000,Percentage,,,35.32
2001,Percentage,,,30.18
2002,Percentage,,,26.25
2003,Percentage,,,25.35
2004,Percentage,,,25.03
2005,Percentage,,,26.88
2006,Percentage,,,27.57
2007,Percentage,,,23.03
2008,Percentage,,,23.74
2009,Percentage,,,21.05
2010,Percentage,,,22.21
2011,Percentage,,,24.2
2012,Percentage,,,23.57
2013,Percentage,,,20.59
2014,Percentage,,,21.48
2015,Percentage,,,21.94
2016,Percentage,,,24.06
2017,Percentage,,,22.85
2018,Percentage,,,25.52
2019,Percentage,,,27.68
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,27.84
1992,Percentage,,,26.37
1993,Percentage,,,24.03
1994,Percentage,,,23.63
1995,Percentage,,,23.37
1996,Percentage,,,22.88
1997,Percentage,,,23.65
1998,Percentage,,,24.76
1999,Percentage,,,26.27
2000,Percentage,,,26.6
2001,Percentage,,,25.32
2002,Percentage,,,23.85
2003,Percentage,,,24.78
2004,Percentage,,,21.7
2005,Percentage,,,19.94
2006,Percentage,,,20.76
2007,Percentage,,,21.5
2008,Percentage,,,20.75
2009,Percentage,,,22.81
2010,Percentage,,,22.36
2011,Percentage,,,24.02
2012,Percentage,,,24.35
2013,Percentage,,,24.35
2014,Percentage,,,24.37
2015,Percentage,,,24.87
2016,Percentage,,,24.67
2017,Percentage,,,25.36
2018,Percentage,,,24.98
2019,Percentage,,,27.26
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,20.48
1992,Percentage,,,20.25
1993,Percentage,,,18.36
1994,Percentage,,,17.89
1995,Percentage,,,17.09
1996,Percentage,,,17.19
1997,Percentage,,,17.1
1998,Percentage,,,17.73
1999,Percentage,,,19.25
2000,Percentage,,,19.7
2001,Percentage,,,19.03
2002,Percentage,,,17.13
2003,Percentage,,,16.28
2004,Percentage,,,15.74
2005,Percentage,,,16.74
2006,Percentage,,,16.19
2007,Percentage,,,16.32
2008,Percentage,,,16.32
2009,Percentage,,,15.89
2010,Percentage,,,15.98
2011,Percentage,,,16.63
2012,Percentage,,,15.92
2013,Percentage,,,15.78
2014,Percentage,,,16.05
2015,Percentage,,,15.67
2016,Percentage,,,16.07
2017,Percentage,,,16.54
2018,Percentage,,,16.71
2019,Percentage,,,16.41
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,23.67
1992,Percentage,,,22.7
1993,Percentage,,,21.93
1994,Percentage,,,22.74
1995,Percentage,,,22.86
1996,Percentage,,,21.16
1997,Percentage,,,21.79
1998,Percentage,,,22.85
1999,Percentage,,,23.22
2000,Percentage,,,23.91
2001,Percentage,,,21.93
2002,Percentage,,,21.83
2003,Percentage,,,19.54
2004,Percentage,,,18.86
2005,Percentage,,,18.66
2006,Percentage,,,19.41
2007,Percentage,,,20.35
2008,Percentage,,,20.19
2009,Percentage,,,20.65
2010,Percentage,,,19.98
2011,Percentage,,,21.13
2012,Percentage,,,20.5
2013,Percentage,,,21.17
2014,Percentage,,,21.37
2015,Percentage,,,20.89
2016,Percentage,,,20.54
2017,Percentage,,,21.03
2018,Percentage,,,22.93
2019,Percentage,,,21.66
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,20.72
1992,Percentage,,,20.34
1993,Percentage,,,18.6
1994,Percentage,,,19.64
1995,Percentage,,,20.55
1996,Percentage,,,21.0
1997,Percentage,,,21.22
1998,Percentage,,,24.57
1999,Percentage,,,23.63
2000,Percentage,,,23.37
2001,Percentage,,,18.61
2002,Percentage,,,18.9
2003,Percentage,,,18.75
2004,Percentage,,,15.75
2005,Percentage,,,15.14
2006,Percentage,,,16.21
2007,Percentage,,,16.69
2008,Percentage,,,16.49
2009,Percentage,,,15.02
2010,Percentage,,,18.16
2011,Percentage,,,17.35
2012,Percentage,,,16.89
2013,Percentage,,,17.54
2014,Percentage,,,17.63
2015,Percentage,,,18.07
2016,Percentage,,,17.36
2017,Percentage,,,16.55
2018,Percentage,,,17.56
2019,Percentage,,,17.9
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,42.68
1992,Percentage,,,41.58
1993,Percentage,,,39.35
1994,Percentage,,,46.51
1995,Percentage,,,46.06
1996,Percentage,,,45.56
1997,Percentage,,,43.03
1998,Percentage,,,39.02
1999,Percentage,,,36.28
2000,Percentage,,,35.38
2001,Percentage,,,27.21
2002,Percentage,,,23.03
2003,Percentage,,,22.76
2004,Percentage,,,23.16
2005,Percentage,,,21.32
2006,Percentage,,,20.87
2007,Percentage,,,23.75
2008,Percentage,,,22.18
2009,Percentage,,,20.93
2010,Percentage,,,22.61
2011,Percentage,,,23.7
2012,Percentage,,,23.05
2013,Percentage,,,21.22
2014,Percentage,,,20.93
2015,Percentage,,,19.35
2016,Percentage,,,21.2
2017,Percentage,,,19.95
2018,Percentage,,,20.51
2019,Percentage,,,21.67
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,42.81
1992,Percentage,,,54.18
1993,Percentage,,,53.43
1994,Percentage,,,54.92
1995,Percentage,,,52.91
1996,Percentage,,,44.87
1997,Percentage,,,41.69
1998,Percentage,,,40.97
1999,Percentage,,,36.73
2000,Percentage,,,33.76
2001,Percentage,,,25.81
2002,Percentage,,,23.07
2003,Percentage,,,22.1
2004,Percentage,,,22.23
2005,Percentage,,,20.54
2006,Percentage,,,18.99
2007,Percentage,,,19.52
2008,Percentage,,,19.59
2009,Percentage,,,21.24
2010,Percentage,,,19.82
2011,Percentage,,,18.92
2012,Percentage,,,19.72
2013,Percentage,,,18.74
2014,Percentage,,,18.31
2015,Percentage,,,18.87
2016,Percentage,,,19.0
2017,Percentage,,,18.82
2018,Percentage,,,18.73
2019,Percentage,,,19.86
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,21.71
1992,Percentage,,,22.33
1993,Percentage,,,21.23
1994,Percentage,,,22.06
1995,Percentage,,,22.9
1996,Percentage,,,21.37
1997,Percentage,,,21.76
1998,Percentage,,,23.01
1999,Percentage,,,23.79
2000,Percentage,,,22.84
2001,Percentage,,,20.52
2002,Percentage,,,18.33
2003,Percentage,,,18.15
2004,Percentage,,,17.26
2005,Percentage,,,17.38
2006,Percentage,,,19.84
2007,Percentage,,,19.87
2008,Percentage,,,19.91
2009,Percentage,,,18.55
2010,Percentage,,,21.23
2011,Percentage,,,22.71
2012,Percentage,,,21.53
2013,Percentage,,,18.88
2014,Percentage,,,21.48
2015,Percentage,,,20.56
2016,Percentage,,,23.19
2017,Percentage,,,21.47
2018,Percentage,,,21.31
2019,Percentage,,,22.24
2020,Percentage,,,
2021,Percentage,,,
1991,Percentage,,,45.78
1992,Percentage,,,52.46
1993,Percentage,,,55.58
1994,Percentage,,,55.62
1995,Percentage,,,50.17
1996,Percentage,,,39.59
1997,Percentage,,,38.73
1998,Percentage,,,36.76
1999,Percentage,,,38.15
2000,Percentage,,,34.07
2001,Percentage,,,31.7
2002,Percentage,,,26.4
2003,Percentage,,,26.42
2004,Percentage,,,22.37
2005,Percentage,,,23.06
2006,Percentage,,,23.44
2007,Percentage,,,24.13
2008,Percentage,,,26.23
2009,Percentage,,,22.15
2010,Percentage,,,21.34
2011,Percentage,,,22.02
2012,Percentage,,,21.75
2013,Percentage,,,20.01
2014,Percentage,,,20.03
2015,Percentage,,,19.13
2016,Percentage,,,20.91
2017,Percentage,,,19.05
2018,Percentage,,,20.1
2019,Percentage,,,20.24
2020,Percentage,,,
2021,Percentage,,,
