Year,Value,Units,GeoCode
2017,1.71,Prozent,
2018,1.7,Prozent,
2019,1.82,Prozent,
2020,1.83,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,2.12,Prozent,
2001,2.12,Prozent,
2002,2.26,Prozent,
2003,2.63,Prozent,
2004,2.64,Prozent,
2005,2.17,Prozent,
2006,2.2,Prozent,
2007,2.17,Prozent,
2008,2.41,Prozent,
2009,2.65,Prozent,
2010,2.67,Prozent,
2011,2.76,Prozent,
2012,2.65,Prozent,
2013,2.75,Prozent,
2014,2.86,Prozent,
2015,2.86,Prozent,
2016,2.9,Prozent,
2017,2.82,Prozent,
2018,2.88,Prozent,
2019,3.01,Prozent,
2020,3.7,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,1.68,Prozent,
2001,1.38,Prozent,
2002,1.35,Prozent,
2003,1.72,Prozent,
2004,1.62,Prozent,
2005,1.78,Prozent,
2006,1.85,Prozent,
2007,1.82,Prozent,
2008,1.93,Prozent,
2009,2.12,Prozent,
2010,2.11,Prozent,
2011,2.22,Prozent,
2012,2.27,Prozent,
2013,2.28,Prozent,
2014,2.37,Prozent,
2015,2.24,Prozent,
2016,2.27,Prozent,
2017,2.17,Prozent,
2018,2.22,Prozent,
2019,2.18,Prozent,
2020,2.25,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,2.46,Prozent,
2001,2.31,Prozent,
2002,2.36,Prozent,
2003,2.47,Prozent,
2004,2.45,Prozent,
2005,2.47,Prozent,
2006,2.56,Prozent,
2007,2.51,Prozent,
2008,2.71,Prozent,
2009,2.97,Prozent,
2010,2.99,Prozent,
2011,2.88,Prozent,
2012,3.02,Prozent,
2013,2.82,Prozent,
2014,2.88,Prozent,
2015,2.84,Prozent,
2016,2.85,Prozent,
2017,2.94,Prozent,
2018,3.02,Prozent,
2019,3.11,Prozent,
2020,3.06,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,1.05,Prozent,
2001,1.18,Prozent,
2002,1.21,Prozent,
2003,1.36,Prozent,
2004,1.4,Prozent,
2005,1.48,Prozent,
2006,1.43,Prozent,
2007,1.4,Prozent,
2008,1.54,Prozent,
2009,1.84,Prozent,
2010,1.99,Prozent,
2011,2.05,Prozent,
2012,2.11,Prozent,
2013,1.82,Prozent,
2014,1.86,Prozent,
2015,1.87,Prozent,
2016,1.85,Prozent,
2017,1.79,Prozent,
2018,1.81,Prozent,
2019,1.81,Prozent,
2020,1.8,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,2.29,Prozent,
2001,2.43,Prozent,
2002,2.56,Prozent,
2003,2.83,Prozent,
2004,2.77,Prozent,
2005,2.22,Prozent,
2006,2.17,Prozent,
2007,2.39,Prozent,
2008,2.53,Prozent,
2009,2.61,Prozent,
2010,2.53,Prozent,
2011,2.7,Prozent,
2012,2.76,Prozent,
2013,2.83,Prozent,
2014,2.84,Prozent,
2015,3.39,Prozent,
2016,3.27,Prozent,
2017,3.12,Prozent,
2018,3.13,Prozent,
2019,3.14,Prozent,
2020,3.07,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,1.78,Prozent,
2001,1.71,Prozent,
2002,1.76,Prozent,
2003,1.75,Prozent,
2004,1.72,Prozent,
2005,1.75,Prozent,
2006,1.78,Prozent,
2007,1.73,Prozent,
2008,1.82,Prozent,
2009,1.97,Prozent,
2010,1.99,Prozent,
2011,2.0,Prozent,
2012,2.09,Prozent,
2013,1.98,Prozent,
2014,2.03,Prozent,
2015,1.99,Prozent,
2016,2.03,Prozent,
2017,2.13,Prozent,
2018,2.19,Prozent,
2019,2.16,Prozent,
2020,2.19,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,2.22,Prozent,
2001,1.94,Prozent,
2002,1.92,Prozent,
2003,1.75,Prozent,
2004,1.71,Prozent,
2005,1.68,Prozent,
2006,1.77,Prozent,
2007,1.81,Prozent,
2008,1.91,Prozent,
2009,2.03,Prozent,
2010,2.05,Prozent,
2011,2.03,Prozent,
2012,2.05,Prozent,
2013,2.16,Prozent,
2014,2.16,Prozent,
2015,2.39,Prozent,
2016,2.47,Prozent,
2017,2.5,Prozent,
2018,2.56,Prozent,
2019,2.62,Prozent,
2020,2.56,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,0.97,Prozent,
2001,1.04,Prozent,
2002,1.02,Prozent,
2003,1.06,Prozent,
2004,1.05,Prozent,
2005,1.03,Prozent,
2006,1.0,Prozent,
2007,1.04,Prozent,
2008,1.12,Prozent,
2009,1.26,Prozent,
2010,1.3,Prozent,
2011,1.48,Prozent,
2012,1.47,Prozent,
2013,1.46,Prozent,
2014,1.42,Prozent,
2015,1.57,Prozent,
2016,1.56,Prozent,
2017,1.76,Prozent,
2018,1.75,Prozent,
2019,1.91,Prozent,
2020,1.94,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,2.42,Prozent,
2001,2.41,Prozent,
2002,2.4,Prozent,
2003,2.25,Prozent,
2004,2.2,Prozent,
2005,2.38,Prozent,
2006,2.32,Prozent,
2007,2.6,Prozent,
2008,2.8,Prozent,
2009,2.74,Prozent,
2010,2.79,Prozent,
2011,2.8,Prozent,
2012,2.8,Prozent,
2013,2.76,Prozent,
2014,2.64,Prozent,
2015,2.73,Prozent,
2016,2.74,Prozent,
2017,2.81,Prozent,
2018,2.89,Prozent,
2019,3.0,Prozent,
2020,3.02,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,1.4,Prozent,
2001,1.31,Prozent,
2002,1.24,Prozent,
2003,1.2,Prozent,
2004,1.16,Prozent,
2005,1.22,Prozent,
2006,1.2,Prozent,
2007,1.18,Prozent,
2008,1.2,Prozent,
2009,1.38,Prozent,
2010,1.41,Prozent,
2011,1.48,Prozent,
2012,1.4,Prozent,
2013,1.42,Prozent,
2014,1.45,Prozent,
2015,1.41,Prozent,
2016,1.46,Prozent,
2017,1.52,Prozent,
2018,1.59,Prozent,
2019,1.54,Prozent,
2020,1.58,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,1.09,Prozent,
2001,1.14,Prozent,
2002,1.21,Prozent,
2003,1.15,Prozent,
2004,1.09,Prozent,
2005,1.15,Prozent,
2006,1.21,Prozent,
2007,1.19,Prozent,
2008,1.24,Prozent,
2009,1.3,Prozent,
2010,1.32,Prozent,
2011,1.42,Prozent,
2012,1.45,Prozent,
2013,1.5,Prozent,
2014,1.55,Prozent,
2015,1.5,Prozent,
2016,1.53,Prozent,
2017,1.58,Prozent,
2018,1.64,Prozent,
2019,1.68,Prozent,
2020,1.62,Prozent,
1991,,Prozent,
1992,,Prozent,
1993,,Prozent,
1994,,Prozent,
1995,,Prozent,
1996,,Prozent,
1997,,Prozent,
1998,,Prozent,
1999,,Prozent,
2000,1.73,Prozent,
2001,2.07,Prozent,
2002,2.16,Prozent,
2003,1.92,Prozent,
2004,1.92,Prozent,
2005,1.9,Prozent,
2006,1.91,Prozent,
2007,1.89,Prozent,
2008,2.05,Prozent,
2009,2.19,Prozent,
2010,2.18,Prozent,
2011,2.14,Prozent,
2012,2.2,Prozent,
2013,2.17,Prozent,
2014,2.13,Prozent,
2015,2.05,Prozent,
2016,2.07,Prozent,
2017,2.23,Prozent,
2018,2.29,Prozent,
2019,2.35,Prozent,
2020,2.45,Prozent,
