Year,Value,Units,Series,GeoCode
2011,498.0,Anzahl,EMAS-Organisationsstandorte,
2012,508.0,Anzahl,EMAS-Organisationsstandorte,
2013,522.0,Anzahl,EMAS-Organisationsstandorte,
2014,538.0,Anzahl,EMAS-Organisationsstandorte,
2015,578.0,Anzahl,EMAS-Organisationsstandorte,
2016,582.0,Anzahl,EMAS-Organisationsstandorte,
2017,574.0,Anzahl,EMAS-Organisationsstandorte,
2018,591.0,Anzahl,EMAS-Organisationsstandorte,
2019,594.0,Anzahl,EMAS-Organisationsstandorte,
2020,597.0,Anzahl,EMAS-Organisationsstandorte,
2021,667.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,385.0,Anzahl,EMAS-Organisationsstandorte,
2011,391.0,Anzahl,EMAS-Organisationsstandorte,
2012,388.0,Anzahl,EMAS-Organisationsstandorte,
2013,391.0,Anzahl,EMAS-Organisationsstandorte,
2014,421.0,Anzahl,EMAS-Organisationsstandorte,
2015,466.0,Anzahl,EMAS-Organisationsstandorte,
2016,475.0,Anzahl,EMAS-Organisationsstandorte,
2017,524.0,Anzahl,EMAS-Organisationsstandorte,
2018,502.0,Anzahl,EMAS-Organisationsstandorte,
2019,478.0,Anzahl,EMAS-Organisationsstandorte,
2020,502.0,Anzahl,EMAS-Organisationsstandorte,
2021,638.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,53.0,Anzahl,EMAS-Organisationsstandorte,
2011,53.0,Anzahl,EMAS-Organisationsstandorte,
2012,48.0,Anzahl,EMAS-Organisationsstandorte,
2013,56.0,Anzahl,EMAS-Organisationsstandorte,
2014,50.0,Anzahl,EMAS-Organisationsstandorte,
2015,52.0,Anzahl,EMAS-Organisationsstandorte,
2016,57.0,Anzahl,EMAS-Organisationsstandorte,
2017,61.0,Anzahl,EMAS-Organisationsstandorte,
2018,63.0,Anzahl,EMAS-Organisationsstandorte,
2019,65.0,Anzahl,EMAS-Organisationsstandorte,
2020,68.0,Anzahl,EMAS-Organisationsstandorte,
2021,66.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,52.0,Anzahl,EMAS-Organisationsstandorte,
2011,47.0,Anzahl,EMAS-Organisationsstandorte,
2012,36.0,Anzahl,EMAS-Organisationsstandorte,
2013,40.0,Anzahl,EMAS-Organisationsstandorte,
2014,39.0,Anzahl,EMAS-Organisationsstandorte,
2015,39.0,Anzahl,EMAS-Organisationsstandorte,
2016,47.0,Anzahl,EMAS-Organisationsstandorte,
2017,60.0,Anzahl,EMAS-Organisationsstandorte,
2018,61.0,Anzahl,EMAS-Organisationsstandorte,
2019,64.0,Anzahl,EMAS-Organisationsstandorte,
2020,64.0,Anzahl,EMAS-Organisationsstandorte,
2021,57.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,26.0,Anzahl,EMAS-Organisationsstandorte,
2011,26.0,Anzahl,EMAS-Organisationsstandorte,
2012,28.0,Anzahl,EMAS-Organisationsstandorte,
2013,29.0,Anzahl,EMAS-Organisationsstandorte,
2014,28.0,Anzahl,EMAS-Organisationsstandorte,
2015,30.0,Anzahl,EMAS-Organisationsstandorte,
2016,29.0,Anzahl,EMAS-Organisationsstandorte,
2017,30.0,Anzahl,EMAS-Organisationsstandorte,
2018,31.0,Anzahl,EMAS-Organisationsstandorte,
2019,31.0,Anzahl,EMAS-Organisationsstandorte,
2020,30.0,Anzahl,EMAS-Organisationsstandorte,
2021,25.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,37.0,Anzahl,EMAS-Organisationsstandorte,
2011,36.0,Anzahl,EMAS-Organisationsstandorte,
2012,33.0,Anzahl,EMAS-Organisationsstandorte,
2013,34.0,Anzahl,EMAS-Organisationsstandorte,
2014,38.0,Anzahl,EMAS-Organisationsstandorte,
2015,37.0,Anzahl,EMAS-Organisationsstandorte,
2016,37.0,Anzahl,EMAS-Organisationsstandorte,
2017,51.0,Anzahl,EMAS-Organisationsstandorte,
2018,58.0,Anzahl,EMAS-Organisationsstandorte,
2019,58.0,Anzahl,EMAS-Organisationsstandorte,
2020,59.0,Anzahl,EMAS-Organisationsstandorte,
2021,69.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,138.0,Anzahl,EMAS-Organisationsstandorte,
2011,139.0,Anzahl,EMAS-Organisationsstandorte,
2012,140.0,Anzahl,EMAS-Organisationsstandorte,
2013,132.0,Anzahl,EMAS-Organisationsstandorte,
2014,134.0,Anzahl,EMAS-Organisationsstandorte,
2015,144.0,Anzahl,EMAS-Organisationsstandorte,
2016,159.0,Anzahl,EMAS-Organisationsstandorte,
2017,159.0,Anzahl,EMAS-Organisationsstandorte,
2018,142.0,Anzahl,EMAS-Organisationsstandorte,
2019,126.0,Anzahl,EMAS-Organisationsstandorte,
2020,132.0,Anzahl,EMAS-Organisationsstandorte,
2021,157.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,10.0,Anzahl,EMAS-Organisationsstandorte,
2011,10.0,Anzahl,EMAS-Organisationsstandorte,
2012,10.0,Anzahl,EMAS-Organisationsstandorte,
2013,10.0,Anzahl,EMAS-Organisationsstandorte,
2014,10.0,Anzahl,EMAS-Organisationsstandorte,
2015,7.0,Anzahl,EMAS-Organisationsstandorte,
2016,8.0,Anzahl,EMAS-Organisationsstandorte,
2017,8.0,Anzahl,EMAS-Organisationsstandorte,
2018,6.0,Anzahl,EMAS-Organisationsstandorte,
2019,3.0,Anzahl,EMAS-Organisationsstandorte,
2020,3.0,Anzahl,EMAS-Organisationsstandorte,
2021,1.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,91.0,Anzahl,EMAS-Organisationsstandorte,
2011,95.0,Anzahl,EMAS-Organisationsstandorte,
2012,82.0,Anzahl,EMAS-Organisationsstandorte,
2013,82.0,Anzahl,EMAS-Organisationsstandorte,
2014,84.0,Anzahl,EMAS-Organisationsstandorte,
2015,85.0,Anzahl,EMAS-Organisationsstandorte,
2016,80.0,Anzahl,EMAS-Organisationsstandorte,
2017,93.0,Anzahl,EMAS-Organisationsstandorte,
2018,88.0,Anzahl,EMAS-Organisationsstandorte,
2019,87.0,Anzahl,EMAS-Organisationsstandorte,
2020,85.0,Anzahl,EMAS-Organisationsstandorte,
2021,84.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,262.0,Anzahl,EMAS-Organisationsstandorte,
2011,263.0,Anzahl,EMAS-Organisationsstandorte,
2012,232.0,Anzahl,EMAS-Organisationsstandorte,
2013,231.0,Anzahl,EMAS-Organisationsstandorte,
2014,222.0,Anzahl,EMAS-Organisationsstandorte,
2015,229.0,Anzahl,EMAS-Organisationsstandorte,
2016,236.0,Anzahl,EMAS-Organisationsstandorte,
2017,232.0,Anzahl,EMAS-Organisationsstandorte,
2018,229.0,Anzahl,EMAS-Organisationsstandorte,
2019,236.0,Anzahl,EMAS-Organisationsstandorte,
2020,232.0,Anzahl,EMAS-Organisationsstandorte,
2021,220.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,53.0,Anzahl,EMAS-Organisationsstandorte,
2011,48.0,Anzahl,EMAS-Organisationsstandorte,
2012,49.0,Anzahl,EMAS-Organisationsstandorte,
2013,53.0,Anzahl,EMAS-Organisationsstandorte,
2014,51.0,Anzahl,EMAS-Organisationsstandorte,
2015,45.0,Anzahl,EMAS-Organisationsstandorte,
2016,51.0,Anzahl,EMAS-Organisationsstandorte,
2017,53.0,Anzahl,EMAS-Organisationsstandorte,
2018,54.0,Anzahl,EMAS-Organisationsstandorte,
2019,66.0,Anzahl,EMAS-Organisationsstandorte,
2020,50.0,Anzahl,EMAS-Organisationsstandorte,
2021,53.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,60.0,Anzahl,EMAS-Organisationsstandorte,
2011,55.0,Anzahl,EMAS-Organisationsstandorte,
2012,55.0,Anzahl,EMAS-Organisationsstandorte,
2013,57.0,Anzahl,EMAS-Organisationsstandorte,
2014,63.0,Anzahl,EMAS-Organisationsstandorte,
2015,61.0,Anzahl,EMAS-Organisationsstandorte,
2016,62.0,Anzahl,EMAS-Organisationsstandorte,
2017,64.0,Anzahl,EMAS-Organisationsstandorte,
2018,59.0,Anzahl,EMAS-Organisationsstandorte,
2019,59.0,Anzahl,EMAS-Organisationsstandorte,
2020,60.0,Anzahl,EMAS-Organisationsstandorte,
2021,55.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,63.0,Anzahl,EMAS-Organisationsstandorte,
2011,62.0,Anzahl,EMAS-Organisationsstandorte,
2012,66.0,Anzahl,EMAS-Organisationsstandorte,
2013,63.0,Anzahl,EMAS-Organisationsstandorte,
2014,65.0,Anzahl,EMAS-Organisationsstandorte,
2015,64.0,Anzahl,EMAS-Organisationsstandorte,
2016,74.0,Anzahl,EMAS-Organisationsstandorte,
2017,89.0,Anzahl,EMAS-Organisationsstandorte,
2018,112.0,Anzahl,EMAS-Organisationsstandorte,
2019,113.0,Anzahl,EMAS-Organisationsstandorte,
2020,106.0,Anzahl,EMAS-Organisationsstandorte,
2021,86.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,53.0,Anzahl,EMAS-Organisationsstandorte,
2011,50.0,Anzahl,EMAS-Organisationsstandorte,
2012,40.0,Anzahl,EMAS-Organisationsstandorte,
2013,41.0,Anzahl,EMAS-Organisationsstandorte,
2014,39.0,Anzahl,EMAS-Organisationsstandorte,
2015,39.0,Anzahl,EMAS-Organisationsstandorte,
2016,44.0,Anzahl,EMAS-Organisationsstandorte,
2017,44.0,Anzahl,EMAS-Organisationsstandorte,
2018,45.0,Anzahl,EMAS-Organisationsstandorte,
2019,66.0,Anzahl,EMAS-Organisationsstandorte,
2020,65.0,Anzahl,EMAS-Organisationsstandorte,
2021,65.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,59.0,Anzahl,EMAS-Organisationsstandorte,
2011,59.0,Anzahl,EMAS-Organisationsstandorte,
2012,45.0,Anzahl,EMAS-Organisationsstandorte,
2013,43.0,Anzahl,EMAS-Organisationsstandorte,
2014,41.0,Anzahl,EMAS-Organisationsstandorte,
2015,32.0,Anzahl,EMAS-Organisationsstandorte,
2016,33.0,Anzahl,EMAS-Organisationsstandorte,
2017,45.0,Anzahl,EMAS-Organisationsstandorte,
2018,39.0,Anzahl,EMAS-Organisationsstandorte,
2019,37.0,Anzahl,EMAS-Organisationsstandorte,
2020,40.0,Anzahl,EMAS-Organisationsstandorte,
2021,29.0,Anzahl,EMAS-Organisationsstandorte,
2005,,Anzahl,EMAS-Organisationsstandorte,
2006,,Anzahl,EMAS-Organisationsstandorte,
2007,,Anzahl,EMAS-Organisationsstandorte,
2008,,Anzahl,EMAS-Organisationsstandorte,
2009,,Anzahl,EMAS-Organisationsstandorte,
2010,78.0,Anzahl,EMAS-Organisationsstandorte,
2011,71.0,Anzahl,EMAS-Organisationsstandorte,
2012,62.0,Anzahl,EMAS-Organisationsstandorte,
2013,72.0,Anzahl,EMAS-Organisationsstandorte,
2014,77.0,Anzahl,EMAS-Organisationsstandorte,
2015,90.0,Anzahl,EMAS-Organisationsstandorte,
2016,93.0,Anzahl,EMAS-Organisationsstandorte,
2017,89.0,Anzahl,EMAS-Organisationsstandorte,
2018,81.0,Anzahl,EMAS-Organisationsstandorte,
2019,87.0,Anzahl,EMAS-Organisationsstandorte,
2020,85.0,Anzahl,EMAS-Organisationsstandorte,
2021,72.0,Anzahl,EMAS-Organisationsstandorte,
2005,1491.0,Anzahl,EMAS-Organisationen,
2006,1490.0,Anzahl,EMAS-Organisationen,
2007,1466.0,Anzahl,EMAS-Organisationen,
2008,1408.0,Anzahl,EMAS-Organisationen,
2009,1354.0,Anzahl,EMAS-Organisationen,
2010,1332.0,Anzahl,EMAS-Organisationen,
2011,1269.0,Anzahl,EMAS-Organisationen,
2012,1212.0,Anzahl,EMAS-Organisationen,
2013,1228.0,Anzahl,EMAS-Organisationen,
2014,1223.0,Anzahl,EMAS-Organisationen,
2015,1216.0,Anzahl,EMAS-Organisationen,
2016,1225.0,Anzahl,EMAS-Organisationen,
2017,1240.0,Anzahl,EMAS-Organisationen,
2018,1183.0,Anzahl,EMAS-Organisationen,
2019,1150.0,Anzahl,EMAS-Organisationen,
2020,1113.0,Anzahl,EMAS-Organisationen,
2021,1115.0,Anzahl,EMAS-Organisationen,
2005,313.0,Anzahl,EMAS-Organisationen,
2006,358.0,Anzahl,EMAS-Organisationen,
2007,353.0,Anzahl,EMAS-Organisationen,
2008,363.0,Anzahl,EMAS-Organisationen,
2009,366.0,Anzahl,EMAS-Organisationen,
2010,403.0,Anzahl,EMAS-Organisationen,
2011,408.0,Anzahl,EMAS-Organisationen,
2012,410.0,Anzahl,EMAS-Organisationen,
2013,420.0,Anzahl,EMAS-Organisationen,
2014,415.0,Anzahl,EMAS-Organisationen,
2015,422.0,Anzahl,EMAS-Organisationen,
2016,408.0,Anzahl,EMAS-Organisationen,
2017,396.0,Anzahl,EMAS-Organisationen,
2018,371.0,Anzahl,EMAS-Organisationen,
2019,347.0,Anzahl,EMAS-Organisationen,
2020,339.0,Anzahl,EMAS-Organisationen,
2021,330.0,Anzahl,EMAS-Organisationen,
2005,320.0,Anzahl,EMAS-Organisationen,
2006,302.0,Anzahl,EMAS-Organisationen,
2007,298.0,Anzahl,EMAS-Organisationen,
2008,287.0,Anzahl,EMAS-Organisationen,
2009,282.0,Anzahl,EMAS-Organisationen,
2010,275.0,Anzahl,EMAS-Organisationen,
2011,250.0,Anzahl,EMAS-Organisationen,
2012,247.0,Anzahl,EMAS-Organisationen,
2013,244.0,Anzahl,EMAS-Organisationen,
2014,257.0,Anzahl,EMAS-Organisationen,
2015,269.0,Anzahl,EMAS-Organisationen,
2016,274.0,Anzahl,EMAS-Organisationen,
2017,288.0,Anzahl,EMAS-Organisationen,
2018,283.0,Anzahl,EMAS-Organisationen,
2019,288.0,Anzahl,EMAS-Organisationen,
2020,287.0,Anzahl,EMAS-Organisationen,
2021,296.0,Anzahl,EMAS-Organisationen,
2005,56.0,Anzahl,EMAS-Organisationen,
2006,55.0,Anzahl,EMAS-Organisationen,
2007,57.0,Anzahl,EMAS-Organisationen,
2008,51.0,Anzahl,EMAS-Organisationen,
2009,43.0,Anzahl,EMAS-Organisationen,
2010,39.0,Anzahl,EMAS-Organisationen,
2011,39.0,Anzahl,EMAS-Organisationen,
2012,34.0,Anzahl,EMAS-Organisationen,
2013,41.0,Anzahl,EMAS-Organisationen,
2014,35.0,Anzahl,EMAS-Organisationen,
2015,26.0,Anzahl,EMAS-Organisationen,
2016,30.0,Anzahl,EMAS-Organisationen,
2017,32.0,Anzahl,EMAS-Organisationen,
2018,30.0,Anzahl,EMAS-Organisationen,
2019,30.0,Anzahl,EMAS-Organisationen,
2020,28.0,Anzahl,EMAS-Organisationen,
2021,32.0,Anzahl,EMAS-Organisationen,
2005,42.0,Anzahl,EMAS-Organisationen,
2006,38.0,Anzahl,EMAS-Organisationen,
2007,34.0,Anzahl,EMAS-Organisationen,
2008,33.0,Anzahl,EMAS-Organisationen,
2009,34.0,Anzahl,EMAS-Organisationen,
2010,38.0,Anzahl,EMAS-Organisationen,
2011,30.0,Anzahl,EMAS-Organisationen,
2012,26.0,Anzahl,EMAS-Organisationen,
2013,30.0,Anzahl,EMAS-Organisationen,
2014,29.0,Anzahl,EMAS-Organisationen,
2015,27.0,Anzahl,EMAS-Organisationen,
2016,30.0,Anzahl,EMAS-Organisationen,
2017,36.0,Anzahl,EMAS-Organisationen,
2018,37.0,Anzahl,EMAS-Organisationen,
2019,35.0,Anzahl,EMAS-Organisationen,
2020,34.0,Anzahl,EMAS-Organisationen,
2021,36.0,Anzahl,EMAS-Organisationen,
2005,20.0,Anzahl,EMAS-Organisationen,
2006,20.0,Anzahl,EMAS-Organisationen,
2007,19.0,Anzahl,EMAS-Organisationen,
2008,24.0,Anzahl,EMAS-Organisationen,
2009,24.0,Anzahl,EMAS-Organisationen,
2010,21.0,Anzahl,EMAS-Organisationen,
2011,20.0,Anzahl,EMAS-Organisationen,
2012,17.0,Anzahl,EMAS-Organisationen,
2013,16.0,Anzahl,EMAS-Organisationen,
2014,14.0,Anzahl,EMAS-Organisationen,
2015,12.0,Anzahl,EMAS-Organisationen,
2016,11.0,Anzahl,EMAS-Organisationen,
2017,12.0,Anzahl,EMAS-Organisationen,
2018,11.0,Anzahl,EMAS-Organisationen,
2019,11.0,Anzahl,EMAS-Organisationen,
2020,10.0,Anzahl,EMAS-Organisationen,
2021,9.0,Anzahl,EMAS-Organisationen,
2005,20.0,Anzahl,EMAS-Organisationen,
2006,20.0,Anzahl,EMAS-Organisationen,
2007,21.0,Anzahl,EMAS-Organisationen,
2008,14.0,Anzahl,EMAS-Organisationen,
2009,13.0,Anzahl,EMAS-Organisationen,
2010,12.0,Anzahl,EMAS-Organisationen,
2011,12.0,Anzahl,EMAS-Organisationen,
2012,10.0,Anzahl,EMAS-Organisationen,
2013,9.0,Anzahl,EMAS-Organisationen,
2014,11.0,Anzahl,EMAS-Organisationen,
2015,11.0,Anzahl,EMAS-Organisationen,
2016,10.0,Anzahl,EMAS-Organisationen,
2017,12.0,Anzahl,EMAS-Organisationen,
2018,14.0,Anzahl,EMAS-Organisationen,
2019,14.0,Anzahl,EMAS-Organisationen,
2020,14.0,Anzahl,EMAS-Organisationen,
2021,15.0,Anzahl,EMAS-Organisationen,
2005,103.0,Anzahl,EMAS-Organisationen,
2006,102.0,Anzahl,EMAS-Organisationen,
2007,98.0,Anzahl,EMAS-Organisationen,
2008,69.0,Anzahl,EMAS-Organisationen,
2009,67.0,Anzahl,EMAS-Organisationen,
2010,73.0,Anzahl,EMAS-Organisationen,
2011,74.0,Anzahl,EMAS-Organisationen,
2012,72.0,Anzahl,EMAS-Organisationen,
2013,70.0,Anzahl,EMAS-Organisationen,
2014,73.0,Anzahl,EMAS-Organisationen,
2015,76.0,Anzahl,EMAS-Organisationen,
2016,80.0,Anzahl,EMAS-Organisationen,
2017,78.0,Anzahl,EMAS-Organisationen,
2018,71.0,Anzahl,EMAS-Organisationen,
2019,63.0,Anzahl,EMAS-Organisationen,
2020,63.0,Anzahl,EMAS-Organisationen,
2021,68.0,Anzahl,EMAS-Organisationen,
2005,24.0,Anzahl,EMAS-Organisationen,
2006,25.0,Anzahl,EMAS-Organisationen,
2007,24.0,Anzahl,EMAS-Organisationen,
2008,23.0,Anzahl,EMAS-Organisationen,
2009,16.0,Anzahl,EMAS-Organisationen,
2010,8.0,Anzahl,EMAS-Organisationen,
2011,8.0,Anzahl,EMAS-Organisationen,
2012,6.0,Anzahl,EMAS-Organisationen,
2013,6.0,Anzahl,EMAS-Organisationen,
2014,6.0,Anzahl,EMAS-Organisationen,
2015,5.0,Anzahl,EMAS-Organisationen,
2016,6.0,Anzahl,EMAS-Organisationen,
2017,5.0,Anzahl,EMAS-Organisationen,
2018,4.0,Anzahl,EMAS-Organisationen,
2019,2.0,Anzahl,EMAS-Organisationen,
2020,2.0,Anzahl,EMAS-Organisationen,
2021,1.0,Anzahl,EMAS-Organisationen,
2005,56.0,Anzahl,EMAS-Organisationen,
2006,58.0,Anzahl,EMAS-Organisationen,
2007,61.0,Anzahl,EMAS-Organisationen,
2008,61.0,Anzahl,EMAS-Organisationen,
2009,67.0,Anzahl,EMAS-Organisationen,
2010,72.0,Anzahl,EMAS-Organisationen,
2011,76.0,Anzahl,EMAS-Organisationen,
2012,62.0,Anzahl,EMAS-Organisationen,
2013,64.0,Anzahl,EMAS-Organisationen,
2014,60.0,Anzahl,EMAS-Organisationen,
2015,56.0,Anzahl,EMAS-Organisationen,
2016,55.0,Anzahl,EMAS-Organisationen,
2017,59.0,Anzahl,EMAS-Organisationen,
2018,55.0,Anzahl,EMAS-Organisationen,
2019,54.0,Anzahl,EMAS-Organisationen,
2020,51.0,Anzahl,EMAS-Organisationen,
2021,51.0,Anzahl,EMAS-Organisationen,
2005,164.0,Anzahl,EMAS-Organisationen,
2006,156.0,Anzahl,EMAS-Organisationen,
2007,168.0,Anzahl,EMAS-Organisationen,
2008,164.0,Anzahl,EMAS-Organisationen,
2009,157.0,Anzahl,EMAS-Organisationen,
2010,140.0,Anzahl,EMAS-Organisationen,
2011,131.0,Anzahl,EMAS-Organisationen,
2012,121.0,Anzahl,EMAS-Organisationen,
2013,118.0,Anzahl,EMAS-Organisationen,
2014,113.0,Anzahl,EMAS-Organisationen,
2015,114.0,Anzahl,EMAS-Organisationen,
2016,117.0,Anzahl,EMAS-Organisationen,
2017,115.0,Anzahl,EMAS-Organisationen,
2018,111.0,Anzahl,EMAS-Organisationen,
2019,105.0,Anzahl,EMAS-Organisationen,
2020,100.0,Anzahl,EMAS-Organisationen,
2021,99.0,Anzahl,EMAS-Organisationen,
2005,53.0,Anzahl,EMAS-Organisationen,
2006,49.0,Anzahl,EMAS-Organisationen,
2007,49.0,Anzahl,EMAS-Organisationen,
2008,44.0,Anzahl,EMAS-Organisationen,
2009,46.0,Anzahl,EMAS-Organisationen,
2010,44.0,Anzahl,EMAS-Organisationen,
2011,37.0,Anzahl,EMAS-Organisationen,
2012,35.0,Anzahl,EMAS-Organisationen,
2013,36.0,Anzahl,EMAS-Organisationen,
2014,37.0,Anzahl,EMAS-Organisationen,
2015,31.0,Anzahl,EMAS-Organisationen,
2016,33.0,Anzahl,EMAS-Organisationen,
2017,33.0,Anzahl,EMAS-Organisationen,
2018,34.0,Anzahl,EMAS-Organisationen,
2019,34.0,Anzahl,EMAS-Organisationen,
2020,24.0,Anzahl,EMAS-Organisationen,
2021,23.0,Anzahl,EMAS-Organisationen,
2005,49.0,Anzahl,EMAS-Organisationen,
2006,47.0,Anzahl,EMAS-Organisationen,
2007,50.0,Anzahl,EMAS-Organisationen,
2008,52.0,Anzahl,EMAS-Organisationen,
2009,51.0,Anzahl,EMAS-Organisationen,
2010,49.0,Anzahl,EMAS-Organisationen,
2011,44.0,Anzahl,EMAS-Organisationen,
2012,43.0,Anzahl,EMAS-Organisationen,
