Year,Value,Units,GeoCode
2011,-3.0,m² pro Einwohner/-in und Jahr,
2012,-3.1,m² pro Einwohner/-in und Jahr,
2013,-2.9,m² pro Einwohner/-in und Jahr,
2014,-2.8,m² pro Einwohner/-in und Jahr,
2015,-2.6,m² pro Einwohner/-in und Jahr,
2016,-2.3,m² pro Einwohner/-in und Jahr,
2017,-2.6,m² pro Einwohner/-in und Jahr,
2018,-2.5,m² pro Einwohner/-in und Jahr,
2019,-2.5,m² pro Einwohner/-in und Jahr,
2020,-2.6,m² pro Einwohner/-in und Jahr,
2004,-5.3,m² pro Einwohner/-in und Jahr,
2005,-4.9,m² pro Einwohner/-in und Jahr,
2006,-5.0,m² pro Einwohner/-in und Jahr,
2007,-5.0,m² pro Einwohner/-in und Jahr,
2008,-5.0,m² pro Einwohner/-in und Jahr,
2009,-5.1,m² pro Einwohner/-in und Jahr,
2010,-5.1,m² pro Einwohner/-in und Jahr,
2011,-8.5,m² pro Einwohner/-in und Jahr,
2012,-8.2,m² pro Einwohner/-in und Jahr,
2013,-7.9,m² pro Einwohner/-in und Jahr,
2014,-7.1,m² pro Einwohner/-in und Jahr,
2015,-3.5,m² pro Einwohner/-in und Jahr,
2016,-3.3,m² pro Einwohner/-in und Jahr,
2017,-3.2,m² pro Einwohner/-in und Jahr,
2018,-3.1,m² pro Einwohner/-in und Jahr,
2019,-2.9,m² pro Einwohner/-in und Jahr,
2020,-3.1,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-1.5,m² pro Einwohner/-in und Jahr,
2010,-1.7,m² pro Einwohner/-in und Jahr,
2011,-2.0,m² pro Einwohner/-in und Jahr,
2012,-1.7,m² pro Einwohner/-in und Jahr,
2013,-1.5,m² pro Einwohner/-in und Jahr,
2014,-1.3,m² pro Einwohner/-in und Jahr,
2015,-0.8,m² pro Einwohner/-in und Jahr,
2016,-0.9,m² pro Einwohner/-in und Jahr,
2017,-1.1,m² pro Einwohner/-in und Jahr,
2018,-1.1,m² pro Einwohner/-in und Jahr,
2019,-1.0,m² pro Einwohner/-in und Jahr,
2020,-0.8,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-6.0,m² pro Einwohner/-in und Jahr,
2010,-6.8,m² pro Einwohner/-in und Jahr,
2011,-12.6,m² pro Einwohner/-in und Jahr,
2012,-10.6,m² pro Einwohner/-in und Jahr,
2013,-10.2,m² pro Einwohner/-in und Jahr,
2014,-9.3,m² pro Einwohner/-in und Jahr,
2015,-4.5,m² pro Einwohner/-in und Jahr,
2016,-4.2,m² pro Einwohner/-in und Jahr,
2017,-4.0,m² pro Einwohner/-in und Jahr,
2018,-3.9,m² pro Einwohner/-in und Jahr,
2019,-3.7,m² pro Einwohner/-in und Jahr,
2020,-4.0,m² pro Einwohner/-in und Jahr,
2004,-0.3,m² pro Einwohner/-in und Jahr,
2005,-0.3,m² pro Einwohner/-in und Jahr,
2006,-0.2,m² pro Einwohner/-in und Jahr,
2007,-0.3,m² pro Einwohner/-in und Jahr,
2008,-0.3,m² pro Einwohner/-in und Jahr,
2009,-0.4,m² pro Einwohner/-in und Jahr,
2010,-0.4,m² pro Einwohner/-in und Jahr,
2011,-0.3,m² pro Einwohner/-in und Jahr,
2012,-0.1,m² pro Einwohner/-in und Jahr,
2013,0.0,m² pro Einwohner/-in und Jahr,
2014,0.1,m² pro Einwohner/-in und Jahr,
2015,0.1,m² pro Einwohner/-in und Jahr,
2016,-0.2,m² pro Einwohner/-in und Jahr,
2017,-0.2,m² pro Einwohner/-in und Jahr,
2018,-0.2,m² pro Einwohner/-in und Jahr,
2019,-0.2,m² pro Einwohner/-in und Jahr,
2020,-0.1,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,,m² pro Einwohner/-in und Jahr,
2010,,m² pro Einwohner/-in und Jahr,
2011,,m² pro Einwohner/-in und Jahr,
2012,,m² pro Einwohner/-in und Jahr,
2013,,m² pro Einwohner/-in und Jahr,
2014,,m² pro Einwohner/-in und Jahr,
2015,,m² pro Einwohner/-in und Jahr,
2016,,m² pro Einwohner/-in und Jahr,
2017,,m² pro Einwohner/-in und Jahr,
2018,,m² pro Einwohner/-in und Jahr,
2019,,m² pro Einwohner/-in und Jahr,
2020,,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,,m² pro Einwohner/-in und Jahr,
2010,,m² pro Einwohner/-in und Jahr,
2011,,m² pro Einwohner/-in und Jahr,
2012,,m² pro Einwohner/-in und Jahr,
2013,,m² pro Einwohner/-in und Jahr,
2014,,m² pro Einwohner/-in und Jahr,
2015,,m² pro Einwohner/-in und Jahr,
2016,,m² pro Einwohner/-in und Jahr,
2017,,m² pro Einwohner/-in und Jahr,
2018,,m² pro Einwohner/-in und Jahr,
2019,,m² pro Einwohner/-in und Jahr,
2020,,m² pro Einwohner/-in und Jahr,
2004,-11.6,m² pro Einwohner/-in und Jahr,
2005,-12.3,m² pro Einwohner/-in und Jahr,
2006,-12.4,m² pro Einwohner/-in und Jahr,
2007,-11.9,m² pro Einwohner/-in und Jahr,
2008,-13.6,m² pro Einwohner/-in und Jahr,
2009,-12.2,m² pro Einwohner/-in und Jahr,
2010,-10.8,m² pro Einwohner/-in und Jahr,
2011,-9.6,m² pro Einwohner/-in und Jahr,
2012,-6.7,m² pro Einwohner/-in und Jahr,
2013,-8.4,m² pro Einwohner/-in und Jahr,
2014,-7.9,m² pro Einwohner/-in und Jahr,
2015,-7.3,m² pro Einwohner/-in und Jahr,
2016,-7.1,m² pro Einwohner/-in und Jahr,
2017,-3.1,m² pro Einwohner/-in und Jahr,
2018,-2.5,m² pro Einwohner/-in und Jahr,
2019,-2.0,m² pro Einwohner/-in und Jahr,
2020,-3.8,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,1.4,m² pro Einwohner/-in und Jahr,
2010,0.2,m² pro Einwohner/-in und Jahr,
2011,0.0,m² pro Einwohner/-in und Jahr,
2012,-0.8,m² pro Einwohner/-in und Jahr,
2013,-1.4,m² pro Einwohner/-in und Jahr,
2014,-1.4,m² pro Einwohner/-in und Jahr,
2015,-1.5,m² pro Einwohner/-in und Jahr,
2016,-1.3,m² pro Einwohner/-in und Jahr,
2017,-1.1,m² pro Einwohner/-in und Jahr,
2018,-1.2,m² pro Einwohner/-in und Jahr,
2019,-1.1,m² pro Einwohner/-in und Jahr,
2020,-1.1,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-10.5,m² pro Einwohner/-in und Jahr,
2010,-9.0,m² pro Einwohner/-in und Jahr,
2011,-7.7,m² pro Einwohner/-in und Jahr,
2012,-7.1,m² pro Einwohner/-in und Jahr,
2013,-9.0,m² pro Einwohner/-in und Jahr,
2014,-8.3,m² pro Einwohner/-in und Jahr,
2015,-7.7,m² pro Einwohner/-in und Jahr,
2016,-7.4,m² pro Einwohner/-in und Jahr,
2017,-3.2,m² pro Einwohner/-in und Jahr,
2018,-2.7,m² pro Einwohner/-in und Jahr,
2019,-2.1,m² pro Einwohner/-in und Jahr,
2020,-4.0,m² pro Einwohner/-in und Jahr,
2004,-0.8,m² pro Einwohner/-in und Jahr,
2005,-0.8,m² pro Einwohner/-in und Jahr,
2006,-0.8,m² pro Einwohner/-in und Jahr,
2007,-1.1,m² pro Einwohner/-in und Jahr,
2008,-1.1,m² pro Einwohner/-in und Jahr,
2009,-0.8,m² pro Einwohner/-in und Jahr,
2010,-1.1,m² pro Einwohner/-in und Jahr,
2011,-0.8,m² pro Einwohner/-in und Jahr,
2012,-1.5,m² pro Einwohner/-in und Jahr,
2013,-1.5,m² pro Einwohner/-in und Jahr,
2014,-1.5,m² pro Einwohner/-in und Jahr,
2015,-1.1,m² pro Einwohner/-in und Jahr,
2016,-0.7,m² pro Einwohner/-in und Jahr,
2017,-0.8,m² pro Einwohner/-in und Jahr,
2018,-0.3,m² pro Einwohner/-in und Jahr,
2019,-0.4,m² pro Einwohner/-in und Jahr,
2020,-0.2,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,,m² pro Einwohner/-in und Jahr,
2010,,m² pro Einwohner/-in und Jahr,
2011,,m² pro Einwohner/-in und Jahr,
2012,,m² pro Einwohner/-in und Jahr,
2013,,m² pro Einwohner/-in und Jahr,
2014,,m² pro Einwohner/-in und Jahr,
2015,,m² pro Einwohner/-in und Jahr,
2016,,m² pro Einwohner/-in und Jahr,
2017,,m² pro Einwohner/-in und Jahr,
2018,,m² pro Einwohner/-in und Jahr,
2019,,m² pro Einwohner/-in und Jahr,
2020,,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,,m² pro Einwohner/-in und Jahr,
2010,,m² pro Einwohner/-in und Jahr,
2011,,m² pro Einwohner/-in und Jahr,
2012,,m² pro Einwohner/-in und Jahr,
2013,,m² pro Einwohner/-in und Jahr,
2014,,m² pro Einwohner/-in und Jahr,
2015,,m² pro Einwohner/-in und Jahr,
2016,,m² pro Einwohner/-in und Jahr,
2017,,m² pro Einwohner/-in und Jahr,
2018,,m² pro Einwohner/-in und Jahr,
2019,,m² pro Einwohner/-in und Jahr,
2020,,m² pro Einwohner/-in und Jahr,
2004,-1.6,m² pro Einwohner/-in und Jahr,
2005,-2.2,m² pro Einwohner/-in und Jahr,
2006,-1.9,m² pro Einwohner/-in und Jahr,
2007,-1.6,m² pro Einwohner/-in und Jahr,
2008,-1.0,m² pro Einwohner/-in und Jahr,
2009,-0.6,m² pro Einwohner/-in und Jahr,
2010,-0.4,m² pro Einwohner/-in und Jahr,
2011,-0.3,m² pro Einwohner/-in und Jahr,
2012,-0.4,m² pro Einwohner/-in und Jahr,
2013,-0.6,m² pro Einwohner/-in und Jahr,
2014,0.0,m² pro Einwohner/-in und Jahr,
2015,0.4,m² pro Einwohner/-in und Jahr,
2016,1.0,m² pro Einwohner/-in und Jahr,
2017,1.2,m² pro Einwohner/-in und Jahr,
2018,0.8,m² pro Einwohner/-in und Jahr,
2019,0.4,m² pro Einwohner/-in und Jahr,
2020,0.0,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,,m² pro Einwohner/-in und Jahr,
2010,,m² pro Einwohner/-in und Jahr,
2011,,m² pro Einwohner/-in und Jahr,
2012,,m² pro Einwohner/-in und Jahr,
2013,,m² pro Einwohner/-in und Jahr,
2014,,m² pro Einwohner/-in und Jahr,
2015,,m² pro Einwohner/-in und Jahr,
2016,,m² pro Einwohner/-in und Jahr,
2017,,m² pro Einwohner/-in und Jahr,
2018,,m² pro Einwohner/-in und Jahr,
2019,,m² pro Einwohner/-in und Jahr,
2020,,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,,m² pro Einwohner/-in und Jahr,
2010,,m² pro Einwohner/-in und Jahr,
2011,,m² pro Einwohner/-in und Jahr,
2012,,m² pro Einwohner/-in und Jahr,
2013,,m² pro Einwohner/-in und Jahr,
2014,,m² pro Einwohner/-in und Jahr,
2015,,m² pro Einwohner/-in und Jahr,
2016,,m² pro Einwohner/-in und Jahr,
2017,,m² pro Einwohner/-in und Jahr,
2018,,m² pro Einwohner/-in und Jahr,
2019,,m² pro Einwohner/-in und Jahr,
2020,,m² pro Einwohner/-in und Jahr,
2004,-2.4,m² pro Einwohner/-in und Jahr,
2005,-2.5,m² pro Einwohner/-in und Jahr,
2006,-2.3,m² pro Einwohner/-in und Jahr,
2007,-2.3,m² pro Einwohner/-in und Jahr,
2008,-2.1,m² pro Einwohner/-in und Jahr,
2009,-2.1,m² pro Einwohner/-in und Jahr,
2010,-2.2,m² pro Einwohner/-in und Jahr,
2011,-1.7,m² pro Einwohner/-in und Jahr,
2012,-1.9,m² pro Einwohner/-in und Jahr,
2013,-1.7,m² pro Einwohner/-in und Jahr,
2014,-1.6,m² pro Einwohner/-in und Jahr,
2015,-1.8,m² pro Einwohner/-in und Jahr,
2016,-2.0,m² pro Einwohner/-in und Jahr,
2017,-2.2,m² pro Einwohner/-in und Jahr,
2018,-2.1,m² pro Einwohner/-in und Jahr,
2019,-2.1,m² pro Einwohner/-in und Jahr,
2020,-1.5,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-0.6,m² pro Einwohner/-in und Jahr,
2010,-0.9,m² pro Einwohner/-in und Jahr,
2011,-0.9,m² pro Einwohner/-in und Jahr,
2012,-1.1,m² pro Einwohner/-in und Jahr,
2013,-1.1,m² pro Einwohner/-in und Jahr,
2014,-1.3,m² pro Einwohner/-in und Jahr,
2015,-1.3,m² pro Einwohner/-in und Jahr,
2016,-1.2,m² pro Einwohner/-in und Jahr,
2017,-1.4,m² pro Einwohner/-in und Jahr,
2018,-1.0,m² pro Einwohner/-in und Jahr,
2019,-0.8,m² pro Einwohner/-in und Jahr,
2020,-0.5,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-3.2,m² pro Einwohner/-in und Jahr,
2010,-3.1,m² pro Einwohner/-in und Jahr,
2011,-2.3,m² pro Einwohner/-in und Jahr,
2012,-2.4,m² pro Einwohner/-in und Jahr,
2013,-2.1,m² pro Einwohner/-in und Jahr,
2014,-1.9,m² pro Einwohner/-in und Jahr,
2015,-2.2,m² pro Einwohner/-in und Jahr,
2016,-2.5,m² pro Einwohner/-in und Jahr,
2017,-2.8,m² pro Einwohner/-in und Jahr,
2018,-2.8,m² pro Einwohner/-in und Jahr,
2019,-2.9,m² pro Einwohner/-in und Jahr,
2020,-2.3,m² pro Einwohner/-in und Jahr,
2004,-18.4,m² pro Einwohner/-in und Jahr,
2005,-18.1,m² pro Einwohner/-in und Jahr,
2006,-16.5,m² pro Einwohner/-in und Jahr,
2007,-15.3,m² pro Einwohner/-in und Jahr,
2008,-16.9,m² pro Einwohner/-in und Jahr,
2009,-17.7,m² pro Einwohner/-in und Jahr,
2010,-17.6,m² pro Einwohner/-in und Jahr,
2011,-15.6,m² pro Einwohner/-in und Jahr,
2012,-11.5,m² pro Einwohner/-in und Jahr,
2013,-8.5,m² pro Einwohner/-in und Jahr,
2014,-8.1,m² pro Einwohner/-in und Jahr,
2015,-7.0,m² pro Einwohner/-in und Jahr,
2016,-15.4,m² pro Einwohner/-in und Jahr,
2017,-9.7,m² pro Einwohner/-in und Jahr,
2018,-6.3,m² pro Einwohner/-in und Jahr,
2019,-5.6,m² pro Einwohner/-in und Jahr,
2020,3.9,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-0.1,m² pro Einwohner/-in und Jahr,
2010,-1.7,m² pro Einwohner/-in und Jahr,
2011,-1.3,m² pro Einwohner/-in und Jahr,
2012,-1.3,m² pro Einwohner/-in und Jahr,
2013,-1.5,m² pro Einwohner/-in und Jahr,
2014,-0.9,m² pro Einwohner/-in und Jahr,
2015,-3.0,m² pro Einwohner/-in und Jahr,
2016,-3.0,m² pro Einwohner/-in und Jahr,
2017,-2.9,m² pro Einwohner/-in und Jahr,
2018,-2.7,m² pro Einwohner/-in und Jahr,
2019,-0.4,m² pro Einwohner/-in und Jahr,
2020,0.7,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-19.3,m² pro Einwohner/-in und Jahr,
2010,-18.4,m² pro Einwohner/-in und Jahr,
2011,-14.6,m² pro Einwohner/-in und Jahr,
2012,-12.9,m² pro Einwohner/-in und Jahr,
2013,-9.5,m² pro Einwohner/-in und Jahr,
2014,-6.3,m² pro Einwohner/-in und Jahr,
2015,-7.6,m² pro Einwohner/-in und Jahr,
2016,-17.2,m² pro Einwohner/-in und Jahr,
2017,-10.6,m² pro Einwohner/-in und Jahr,
2018,-9.7,m² pro Einwohner/-in und Jahr,
2019,-6.4,m² pro Einwohner/-in und Jahr,
2020,4.4,m² pro Einwohner/-in und Jahr,
2004,-6.6,m² pro Einwohner/-in und Jahr,
2005,-6.5,m² pro Einwohner/-in und Jahr,
2006,-6.4,m² pro Einwohner/-in und Jahr,
2007,-6.1,m² pro Einwohner/-in und Jahr,
2008,-5.3,m² pro Einwohner/-in und Jahr,
2009,-4.7,m² pro Einwohner/-in und Jahr,
2010,-4.4,m² pro Einwohner/-in und Jahr,
2011,-4.9,m² pro Einwohner/-in und Jahr,
2012,-4.8,m² pro Einwohner/-in und Jahr,
2013,-4.9,m² pro Einwohner/-in und Jahr,
2014,-5.2,m² pro Einwohner/-in und Jahr,
2015,-4.5,m² pro Einwohner/-in und Jahr,
2016,-3.5,m² pro Einwohner/-in und Jahr,
2017,-3.1,m² pro Einwohner/-in und Jahr,
2018,-2.7,m² pro Einwohner/-in und Jahr,
2019,-2.3,m² pro Einwohner/-in und Jahr,
2020,-3.0,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-1.2,m² pro Einwohner/-in und Jahr,
2010,-1.6,m² pro Einwohner/-in und Jahr,
2011,-2.4,m² pro Einwohner/-in und Jahr,
2012,-2.1,m² pro Einwohner/-in und Jahr,
2013,-2.1,m² pro Einwohner/-in und Jahr,
2014,-1.8,m² pro Einwohner/-in und Jahr,
2015,-1.1,m² pro Einwohner/-in und Jahr,
2016,-0.5,m² pro Einwohner/-in und Jahr,
2017,-0.2,m² pro Einwohner/-in und Jahr,
2018,-0.4,m² pro Einwohner/-in und Jahr,
2019,-0.5,m² pro Einwohner/-in und Jahr,
2020,-0.9,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-4.8,m² pro Einwohner/-in und Jahr,
2010,-4.5,m² pro Einwohner/-in und Jahr,
2011,-5.6,m² pro Einwohner/-in und Jahr,
2012,-5.6,m² pro Einwohner/-in und Jahr,
2013,-5.7,m² pro Einwohner/-in und Jahr,
2014,-6.2,m² pro Einwohner/-in und Jahr,
2015,-5.6,m² pro Einwohner/-in und Jahr,
2016,-4.4,m² pro Einwohner/-in und Jahr,
2017,-4.0,m² pro Einwohner/-in und Jahr,
2018,-3.5,m² pro Einwohner/-in und Jahr,
2019,-2.9,m² pro Einwohner/-in und Jahr,
2020,-3.6,m² pro Einwohner/-in und Jahr,
2004,-3.1,m² pro Einwohner/-in und Jahr,
2005,-2.9,m² pro Einwohner/-in und Jahr,
2006,-2.9,m² pro Einwohner/-in und Jahr,
2007,-3.1,m² pro Einwohner/-in und Jahr,
2008,-2.9,m² pro Einwohner/-in und Jahr,
2009,-2.7,m² pro Einwohner/-in und Jahr,
2010,-2.5,m² pro Einwohner/-in und Jahr,
2011,-2.3,m² pro Einwohner/-in und Jahr,
2012,-2.1,m² pro Einwohner/-in und Jahr,
2013,-2.1,m² pro Einwohner/-in und Jahr,
2014,-2.0,m² pro Einwohner/-in und Jahr,
2015,-2.0,m² pro Einwohner/-in und Jahr,
2016,-1.0,m² pro Einwohner/-in und Jahr,
2017,-0.9,m² pro Einwohner/-in und Jahr,
2018,-0.6,m² pro Einwohner/-in und Jahr,
2019,-0.6,m² pro Einwohner/-in und Jahr,
2020,-1.3,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-1.3,m² pro Einwohner/-in und Jahr,
2010,-1.3,m² pro Einwohner/-in und Jahr,
2011,-1.2,m² pro Einwohner/-in und Jahr,
2012,-1.2,m² pro Einwohner/-in und Jahr,
2013,-1.2,m² pro Einwohner/-in und Jahr,
2014,-1.1,m² pro Einwohner/-in und Jahr,
2015,-1.2,m² pro Einwohner/-in und Jahr,
2016,-0.6,m² pro Einwohner/-in und Jahr,
2017,-0.3,m² pro Einwohner/-in und Jahr,
2018,-0.1,m² pro Einwohner/-in und Jahr,
2019,0.1,m² pro Einwohner/-in und Jahr,
2020,-0.3,m² pro Einwohner/-in und Jahr,
