Year,Value,Units,GeoCode
2000,5654.849,Je 100 000 Einwohner/ -innen,
2001,5789.82,Je 100 000 Einwohner/ -innen,
2002,5671.818,Je 100 000 Einwohner/ -innen,
2003,5754.791,Je 100 000 Einwohner/ -innen,
2004,5801.895,Je 100 000 Einwohner/ -innen,
2005,5532.8,Je 100 000 Einwohner/ -innen,
2006,5455.26,Je 100 000 Einwohner/ -innen,
2007,5392.219,Je 100 000 Einwohner/ -innen,
2008,5199.994,Je 100 000 Einwohner/ -innen,
2009,5130.388,Je 100 000 Einwohner/ -innen,
2010,5017.309,Je 100 000 Einwohner/ -innen,
2011,5031.799,Je 100 000 Einwohner/ -innen,
2012,5037.742,Je 100 000 Einwohner/ -innen,
2013,5073.1,Je 100 000 Einwohner/ -innen,
2014,5163.9,Je 100 000 Einwohner/ -innen,
2015,6350.003,Je 100 000 Einwohner/ -innen,
2016,6870.962,Je 100 000 Einwohner/ -innen,
2017,4868.333,Je 100 000 Einwohner/ -innen,
2018,4888.905,Je 100 000 Einwohner/ -innen,
2019,4614.796,Je 100 000 Einwohner/ -innen,
2020,4527.656,Je 100 000 Einwohner/ -innen,
2021,4137.538,Je 100 000 Einwohner/ -innen,
1993,16398.424,Je 100 000 Einwohner/ -innen,
1994,15960.884,Je 100 000 Einwohner/ -innen,
1995,16889.159,Je 100 000 Einwohner/ -innen,
1996,17332.703,Je 100 000 Einwohner/ -innen,
1997,17392.654,Je 100 000 Einwohner/ -innen,
1998,17432.102,Je 100 000 Einwohner/ -innen,
1999,17205.543,Je 100 000 Einwohner/ -innen,
2000,16849.007,Je 100 000 Einwohner/ -innen,
2001,17384.991,Je 100 000 Einwohner/ -innen,
2002,17758.228,Je 100 000 Einwohner/ -innen,
2003,17173.732,Je 100 000 Einwohner/ -innen,
2004,16500.48,Je 100 000 Einwohner/ -innen,
2005,15613.554,Je 100 000 Einwohner/ -innen,
2006,15240.121,Je 100 000 Einwohner/ -innen,
2007,15220.406,Je 100 000 Einwohner/ -innen,
2008,14796.442,Je 100 000 Einwohner/ -innen,
2009,15188.32,Je 100 000 Einwohner/ -innen,
2010,14526.391,Je 100 000 Einwohner/ -innen,
2011,15080.318,Je 100 000 Einwohner/ -innen,
2012,14891.663,Je 100 000 Einwohner/ -innen,
2013,14907.6,Je 100 000 Einwohner/ -innen,
2014,15873.3,Je 100 000 Einwohner/ -innen,
2015,16414.259,Je 100 000 Einwohner/ -innen,
2016,16160.653,Je 100 000 Einwohner/ -innen,
2017,14558.371,Je 100 000 Einwohner/ -innen,
2018,14160.169,Je 100 000 Einwohner/ -innen,
2019,14086.434,Je 100 000 Einwohner/ -innen,
2020,13738.745,Je 100 000 Einwohner/ -innen,
2021,13158.172,Je 100 000 Einwohner/ -innen,
1993,12918.761,Je 100 000 Einwohner/ -innen,
1994,12974.273,Je 100 000 Einwohner/ -innen,
1995,12097.324,Je 100 000 Einwohner/ -innen,
1996,11742.386,Je 100 000 Einwohner/ -innen,
1997,11311.745,Je 100 000 Einwohner/ -innen,
1998,10871.576,Je 100 000 Einwohner/ -innen,
1999,9785.906,Je 100 000 Einwohner/ -innen,
2000,9925.197,Je 100 000 Einwohner/ -innen,
2001,9556.005,Je 100 000 Einwohner/ -innen,
2002,9511.249,Je 100 000 Einwohner/ -innen,
2003,9613.121,Je 100 000 Einwohner/ -innen,
2004,9406.883,Je 100 000 Einwohner/ -innen,
2005,8974.969,Je 100 000 Einwohner/ -innen,
2006,8816.103,Je 100 000 Einwohner/ -innen,
2007,9010.441,Je 100 000 Einwohner/ -innen,
2008,8364.957,Je 100 000 Einwohner/ -innen,
2009,8069.819,Je 100 000 Einwohner/ -innen,
2010,8267.145,Je 100 000 Einwohner/ -innen,
2011,8031.067,Je 100 000 Einwohner/ -innen,
2012,7954.818,Je 100 000 Einwohner/ -innen,
2013,8051.7,Je 100 000 Einwohner/ -innen,
2014,8004.0,Je 100 000 Einwohner/ -innen,
2015,7659.634,Je 100 000 Einwohner/ -innen,
2016,7478.632,Je 100 000 Einwohner/ -innen,
2017,7015.138,Je 100 000 Einwohner/ -innen,
2018,6901.966,Je 100 000 Einwohner/ -innen,
2019,6840.513,Je 100 000 Einwohner/ -innen,
2020,6461.059,Je 100 000 Einwohner/ -innen,
2021,6280.503,Je 100 000 Einwohner/ -innen,
1993,16134.251,Je 100 000 Einwohner/ -innen,
1994,14849.41,Je 100 000 Einwohner/ -innen,
1995,14854.991,Je 100 000 Einwohner/ -innen,
1996,14962.599,Je 100 000 Einwohner/ -innen,
1997,14446.51,Je 100 000 Einwohner/ -innen,
1998,13342.777,Je 100 000 Einwohner/ -innen,
1999,13048.891,Je 100 000 Einwohner/ -innen,
2000,14084.637,Je 100 000 Einwohner/ -innen,
2001,14218.731,Je 100 000 Einwohner/ -innen,
2002,14555.812,Je 100 000 Einwohner/ -innen,
2003,14482.432,Je 100 000 Einwohner/ -innen,
2004,15417.977,Je 100 000 Einwohner/ -innen,
2005,14716.057,Je 100 000 Einwohner/ -innen,
2006,14546.313,Je 100 000 Einwohner/ -innen,
2007,14638.489,Je 100 000 Einwohner/ -innen,
2008,14452.295,Je 100 000 Einwohner/ -innen,
2009,14238.874,Je 100 000 Einwohner/ -innen,
2010,13643.624,Je 100 000 Einwohner/ -innen,
2011,14276.548,Je 100 000 Einwohner/ -innen,
2012,13311.315,Je 100 000 Einwohner/ -innen,
2013,13059.2,Je 100 000 Einwohner/ -innen,
2014,12743.9,Je 100 000 Einwohner/ -innen,
2015,13784.356,Je 100 000 Einwohner/ -innen,
2016,13686.598,Je 100 000 Einwohner/ -innen,
2017,11959.579,Je 100 000 Einwohner/ -innen,
2018,10942.804,Je 100 000 Einwohner/ -innen,
2019,11453.822,Je 100 000 Einwohner/ -innen,
2020,11871.515,Je 100 000 Einwohner/ -innen,
2021,11169.335,Je 100 000 Einwohner/ -innen,
1993,16919.817,Je 100 000 Einwohner/ -innen,
1994,15401.776,Je 100 000 Einwohner/ -innen,
1995,16734.975,Je 100 000 Einwohner/ -innen,
1996,16124.469,Je 100 000 Einwohner/ -innen,
1997,17664.472,Je 100 000 Einwohner/ -innen,
1998,16923.745,Je 100 000 Einwohner/ -innen,
1999,16854.017,Je 100 000 Einwohner/ -innen,
2000,17030.485,Je 100 000 Einwohner/ -innen,
2001,19007.281,Je 100 000 Einwohner/ -innen,
2002,15992.52,Je 100 000 Einwohner/ -innen,
2003,16143.506,Je 100 000 Einwohner/ -innen,
2004,15529.472,Je 100 000 Einwohner/ -innen,
2005,14582.808,Je 100 000 Einwohner/ -innen,
2006,14051.123,Je 100 000 Einwohner/ -innen,
2007,14026.725,Je 100 000 Einwohner/ -innen,
2008,13887.925,Je 100 000 Einwohner/ -innen,
2009,13932.422,Je 100 000 Einwohner/ -innen,
2010,13239.878,Je 100 000 Einwohner/ -innen,
2011,13418.186,Je 100 000 Einwohner/ -innen,
2012,13244.775,Je 100 000 Einwohner/ -innen,
2013,13724.4,Je 100 000 Einwohner/ -innen,
2014,13742.9,Je 100 000 Einwohner/ -innen,
2015,13839.36,Je 100 000 Einwohner/ -innen,
2016,13384.185,Je 100 000 Einwohner/ -innen,
2017,12480.24,Je 100 000 Einwohner/ -innen,
2018,11941.217,Je 100 000 Einwohner/ -innen,
2019,11450.924,Je 100 000 Einwohner/ -innen,
2020,11017.765,Je 100 000 Einwohner/ -innen,
2021,10062.36,Je 100 000 Einwohner/ -innen,
1993,8362.552,Je 100 000 Einwohner/ -innen,
1994,7940.082,Je 100 000 Einwohner/ -innen,
1995,7776.079,Je 100 000 Einwohner/ -innen,
1996,7710.327,Je 100 000 Einwohner/ -innen,
1997,7627.771,Je 100 000 Einwohner/ -innen,
1998,7452.443,Je 100 000 Einwohner/ -innen,
1999,7135.841,Je 100 000 Einwohner/ -innen,
2000,6987.653,Je 100 000 Einwohner/ -innen,
2001,6800.932,Je 100 000 Einwohner/ -innen,
2002,7104.5,Je 100 000 Einwohner/ -innen,
2003,7535.005,Je 100 000 Einwohner/ -innen,
2004,7670.757,Je 100 000 Einwohner/ -innen,
2005,7329.074,Je 100 000 Einwohner/ -innen,
2006,7098.918,Je 100 000 Einwohner/ -innen,
2007,7015.997,Je 100 000 Einwohner/ -innen,
2008,6801.635,Je 100 000 Einwohner/ -innen,
2009,6810.08,Je 100 000 Einwohner/ -innen,
2010,6732.368,Je 100 000 Einwohner/ -innen,
2011,6647.795,Je 100 000 Einwohner/ -innen,
2012,6600.619,Je 100 000 Einwohner/ -innen,
2013,6428.6,Je 100 000 Einwohner/ -innen,
2014,6565.8,Je 100 000 Einwohner/ -innen,
2015,6616.269,Je 100 000 Einwohner/ -innen,
2016,6672.483,Je 100 000 Einwohner/ -innen,
2017,6045.818,Je 100 000 Einwohner/ -innen,
2018,5971.205,Je 100 000 Einwohner/ -innen,
2019,5822.6,Je 100 000 Einwohner/ -innen,
2020,5445.589,Je 100 000 Einwohner/ -innen,
2021,5339.612,Je 100 000 Einwohner/ -innen,
1993,13811.726,Je 100 000 Einwohner/ -innen,
1994,11897.681,Je 100 000 Einwohner/ -innen,
1995,12060.317,Je 100 000 Einwohner/ -innen,
1996,11705.199,Je 100 000 Einwohner/ -innen,
1997,11665.702,Je 100 000 Einwohner/ -innen,
1998,11310.987,Je 100 000 Einwohner/ -innen,
1999,10500.326,Je 100 000 Einwohner/ -innen,
2000,10267.223,Je 100 000 Einwohner/ -innen,
2001,10447.111,Je 100 000 Einwohner/ -innen,
2002,10000.917,Je 100 000 Einwohner/ -innen,
2003,10863.475,Je 100 000 Einwohner/ -innen,
2004,10412.37,Je 100 000 Einwohner/ -innen,
2005,9402.295,Je 100 000 Einwohner/ -innen,
2006,9029.235,Je 100 000 Einwohner/ -innen,
2007,9016.077,Je 100 000 Einwohner/ -innen,
2008,8880.811,Je 100 000 Einwohner/ -innen,
2009,8424.916,Je 100 000 Einwohner/ -innen,
2010,7968.343,Je 100 000 Einwohner/ -innen,
2011,7953.113,Je 100 000 Einwohner/ -innen,
2012,7883.321,Je 100 000 Einwohner/ -innen,
2013,7528.7,Je 100 000 Einwohner/ -innen,
2014,7304.0,Je 100 000 Einwohner/ -innen,
2015,7332.763,Je 100 000 Einwohner/ -innen,
2016,7632.343,Je 100 000 Einwohner/ -innen,
2017,6850.362,Je 100 000 Einwohner/ -innen,
2018,6744.691,Je 100 000 Einwohner/ -innen,
2019,6916.241,Je 100 000 Einwohner/ -innen,
2020,6587.246,Je 100 000 Einwohner/ -innen,
2021,6484.584,Je 100 000 Einwohner/ -innen,
1993,8597.417,Je 100 000 Einwohner/ -innen,
1994,7710.205,Je 100 000 Einwohner/ -innen,
1995,7787.852,Je 100 000 Einwohner/ -innen,
1996,7516.195,Je 100 000 Einwohner/ -innen,
1997,7424.117,Je 100 000 Einwohner/ -innen,
1998,7286.226,Je 100 000 Einwohner/ -innen,
1999,7017.633,Je 100 000 Einwohner/ -innen,
2000,7205.937,Je 100 000 Einwohner/ -innen,
2001,7218.97,Je 100 000 Einwohner/ -innen,
2002,7726.731,Je 100 000 Einwohner/ -innen,
2003,7522.88,Je 100 000 Einwohner/ -innen,
2004,7437.14,Je 100 000 Einwohner/ -innen,
2005,7618.01,Je 100 000 Einwohner/ -innen,
2006,7656.801,Je 100 000 Einwohner/ -innen,
2007,7717.431,Je 100 000 Einwohner/ -innen,
2008,7516.174,Je 100 000 Einwohner/ -innen,
2009,7549.167,Je 100 000 Einwohner/ -innen,
2010,7473.27,Je 100 000 Einwohner/ -innen,
2011,7099.489,Je 100 000 Einwohner/ -innen,
2012,7167.492,Je 100 000 Einwohner/ -innen,
2013,7015.1,Je 100 000 Einwohner/ -innen,
2014,7094.9,Je 100 000 Einwohner/ -innen,
2015,7263.178,Je 100 000 Einwohner/ -innen,
2016,7089.585,Je 100 000 Einwohner/ -innen,
2017,6621.456,Je 100 000 Einwohner/ -innen,
2018,6361.915,Je 100 000 Einwohner/ -innen,
2019,6346.199,Je 100 000 Einwohner/ -innen,
2020,6219.444,Je 100 000 Einwohner/ -innen,
2021,5898.678,Je 100 000 Einwohner/ -innen,
1993,7806.263,Je 100 000 Einwohner/ -innen,
1994,7517.726,Je 100 000 Einwohner/ -innen,
1995,7680.641,Je 100 000 Einwohner/ -innen,
1996,7761.981,Je 100 000 Einwohner/ -innen,
1997,7578.958,Je 100 000 Einwohner/ -innen,
1998,7455.517,Je 100 000 Einwohner/ -innen,
1999,7460.722,Je 100 000 Einwohner/ -innen,
2000,7435.425,Je 100 000 Einwohner/ -innen,
2001,7708.684,Je 100 000 Einwohner/ -innen,
2002,8176.293,Je 100 000 Einwohner/ -innen,
2003,8372.738,Je 100 000 Einwohner/ -innen,
2004,8566.303,Je 100 000 Einwohner/ -innen,
2005,8417.374,Je 100 000 Einwohner/ -innen,
2006,8367.345,Je 100 000 Einwohner/ -innen,
2007,8406.891,Je 100 000 Einwohner/ -innen,
2008,8193.064,Je 100 000 Einwohner/ -innen,
2009,8257.257,Je 100 000 Einwohner/ -innen,
2010,8203.493,Je 100 000 Einwohner/ -innen,
2011,8614.719,Je 100 000 Einwohner/ -innen,
2012,8654.171,Je 100 000 Einwohner/ -innen,
2013,8459.1,Je 100 000 Einwohner/ -innen,
2014,8542.8,Je 100 000 Einwohner/ -innen,
2015,8603.241,Je 100 000 Einwohner/ -innen,
2016,8224.929,Je 100 000 Einwohner/ -innen,
2017,7676.816,Je 100 000 Einwohner/ -innen,
2018,7159.622,Je 100 000 Einwohner/ -innen,
2019,6847.448,Je 100 000 Einwohner/ -innen,
2020,6774.102,Je 100 000 Einwohner/ -innen,
2021,6702.56,Je 100 000 Einwohner/ -innen,
1993,6087.154,Je 100 000 Einwohner/ -innen,
1994,6241.908,Je 100 000 Einwohner/ -innen,
1995,6331.018,Je 100 000 Einwohner/ -innen,
1996,6515.486,Je 100 000 Einwohner/ -innen,
1997,6666.915,Je 100 000 Einwohner/ -innen,
1998,6545.293,Je 100 000 Einwohner/ -innen,
1999,6651.262,Je 100 000 Einwohner/ -innen,
2000,6711.046,Je 100 000 Einwohner/ -innen,
2001,6509.26,Je 100 000 Einwohner/ -innen,
2002,6944.264,Je 100 000 Einwohner/ -innen,
2003,7101.824,Je 100 000 Einwohner/ -innen,
2004,7416.831,Je 100 000 Einwohner/ -innen,
2005,7344.912,Je 100 000 Einwohner/ -innen,
2006,7375.449,Je 100 000 Einwohner/ -innen,
2007,7129.584,Je 100 000 Einwohner/ -innen,
2008,7274.451,Je 100 000 Einwohner/ -innen,
2009,7044.378,Je 100 000 Einwohner/ -innen,
2010,6989.426,Je 100 000 Einwohner/ -innen,
2011,6877.573,Je 100 000 Einwohner/ -innen,
2012,6703.478,Je 100 000 Einwohner/ -innen,
2013,6702.3,Je 100 000 Einwohner/ -innen,
2014,6623.2,Je 100 000 Einwohner/ -innen,
2015,6817.535,Je 100 000 Einwohner/ -innen,
2016,6775.385,Je 100 000 Einwohner/ -innen,
2017,6190.598,Je 100 000 Einwohner/ -innen,
2018,6001.16,Je 100 000 Einwohner/ -innen,
2019,5912.808,Je 100 000 Einwohner/ -innen,
2020,5625.536,Je 100 000 Einwohner/ -innen,
2021,5302.203,Je 100 000 Einwohner/ -innen,
1993,6278.272,Je 100 000 Einwohner/ -innen,
1994,5852.276,Je 100 000 Einwohner/ -innen,
1995,5983.061,Je 100 000 Einwohner/ -innen,
1996,6315.61,Je 100 000 Einwohner/ -innen,
1997,6273.252,Je 100 000 Einwohner/ -innen,
1998,6055.088,Je 100 000 Einwohner/ -innen,
1999,5823.678,Je 100 000 Einwohner/ -innen,
2000,6042.876,Je 100 000 Einwohner/ -innen,
2001,5719.677,Je 100 000 Einwohner/ -innen,
2002,6865.81,Je 100 000 Einwohner/ -innen,
2003,7075.431,Je 100 000 Einwohner/ -innen,
2004,7384.278,Je 100 000 Einwohner/ -innen,
2005,7384.378,Je 100 000 Einwohner/ -innen,
2006,7629.258,Je 100 000 Einwohner/ -innen,
2007,7162.618,Je 100 000 Einwohner/ -innen,
2008,7638.729,Je 100 000 Einwohner/ -innen,
2009,7335.319,Je 100 000 Einwohner/ -innen,
2010,7133.975,Je 100 000 Einwohner/ -innen,
2011,6913.809,Je 100 000 Einwohner/ -innen,
2012,7302.865,Je 100 000 Einwohner/ -innen,
2013,7295.7,Je 100 000 Einwohner/ -innen,
2014,7641.5,Je 100 000 Einwohner/ -innen,
2015,7885.767,Je 100 000 Einwohner/ -innen,
2016,7732.145,Je 100 000 Einwohner/ -innen,
2017,7109.811,Je 100 000 Einwohner/ -innen,
2018,7128.739,Je 100 000 Einwohner/ -innen,
2019,7543.495,Je 100 000 Einwohner/ -innen,
2020,6930.885,Je 100 000 Einwohner/ -innen,
2021,5960.522,Je 100 000 Einwohner/ -innen,
1993,7652.857,Je 100 000 Einwohner/ -innen,
1994,8402.371,Je 100 000 Einwohner/ -innen,
1995,8831.66,Je 100 000 Einwohner/ -innen,
1996,8619.387,Je 100 000 Einwohner/ -innen,
1997,8086.722,Je 100 000 Einwohner/ -innen,
1998,8157.421,Je 100 000 Einwohner/ -innen,
1999,8254.225,Je 100 000 Einwohner/ -innen,
2000,7883.492,Je 100 000 Einwohner/ -innen,
2001,8029.526,Je 100 000 Einwohner/ -innen,
2002,7761.987,Je 100 000 Einwohner/ -innen,
2003,8210.91,Je 100 000 Einwohner/ -innen,
2004,7871.042,Je 100 000 Einwohner/ -innen,
2005,7510.035,Je 100 000 Einwohner/ -innen,
2006,7311.846,Je 100 000 Einwohner/ -innen,
2007,7366.852,Je 100 000 Einwohner/ -innen,
2008,7129.874,Je 100 000 Einwohner/ -innen,
2009,6787.29,Je 100 000 Einwohner/ -innen,
2010,7107.245,Je 100 000 Einwohner/ -innen,
2011,7227.656,Je 100 000 Einwohner/ -innen,
2012,7705.771,Je 100 000 Einwohner/ -innen,
2013,7715.7,Je 100 000 Einwohner/ -innen,
2014,8086.1,Je 100 000 Einwohner/ -innen,
2015,7764.235,Je 100 000 Einwohner/ -innen,
2016,7949.764,Je 100 000 Einwohner/ -innen,
2017,7916.54,Je 100 000 Einwohner/ -innen,
2018,6831.045,Je 100 000 Einwohner/ -innen,
2019,6665.037,Je 100 000 Einwohner/ -innen,
2020,6694.252,Je 100 000 Einwohner/ -innen,
2021,6078.841,Je 100 000 Einwohner/ -innen,
1993,10814.783,Je 100 000 Einwohner/ -innen,
1994,10867.948,Je 100 000 Einwohner/ -innen,
1995,11616.502,Je 100 000 Einwohner/ -innen,
1996,11192.657,Je 100 000 Einwohner/ -innen,
1997,10846.8,Je 100 000 Einwohner/ -innen,
1998,10622.56,Je 100 000 Einwohner/ -innen,
1999,9950.458,Je 100 000 Einwohner/ -innen,
2000,9387.269,Je 100 000 Einwohner/ -innen,
2001,9090.811,Je 100 000 Einwohner/ -innen,
2002,9234.362,Je 100 000 Einwohner/ -innen,
2003,9074.731,Je 100 000 Einwohner/ -innen,
2004,9153.639,Je 100 000 Einwohner/ -innen,
2005,8761.717,Je 100 000 Einwohner/ -innen,
2006,8838.34,Je 100 000 Einwohner/ -innen,
2007,8987.344,Je 100 000 Einwohner/ -innen,
2008,8683.108,Je 100 000 Einwohner/ -innen,
2009,8549.909,Je 100 000 Einwohner/ -innen,
2010,8152.566,Je 100 000 Einwohner/ -innen,
2011,8151.917,Je 100 000 Einwohner/ -innen,
2012,8311.636,Je 100 000 Einwohner/ -innen,
2013,8581.1,Je 100 000 Einwohner/ -innen,
2014,8664.7,Je 100 000 Einwohner/ -innen,
2015,8893.077,Je 100 000 Einwohner/ -innen,
2016,8749.349,Je 100 000 Einwohner/ -innen,
2017,8342.173,Je 100 000 Einwohner/ -innen,
2018,7900.072,Je 100 000 Einwohner/ -innen,
2019,7849.719,Je 100 000 Einwohner/ -innen,
2020,8105.771,Je 100 000 Einwohner/ -innen,
2021,7816.997,Je 100 000 Einwohner/ -innen,
1993,10172.416,Je 100 000 Einwohner/ -innen,
1994,9732.496,Je 100 000 Einwohner/ -innen,
1995,10232.419,Je 100 000 Einwohner/ -innen,
1996,9264.181,Je 100 000 Einwohner/ -innen,
1997,9055.635,Je 100 000 Einwohner/ -innen,
1998,9136.844,Je 100 000 Einwohner/ -innen,
1999,8641.096,Je 100 000 Einwohner/ -innen,
2000,8921.709,Je 100 000 Einwohner/ -innen,
2001,8869.599,Je 100 000 Einwohner/ -innen,
2002,9225.22,Je 100 000 Einwohner/ -innen,
2003,9422.916,Je 100 000 Einwohner/ -innen,
2004,9173.319,Je 100 000 Einwohner/ -innen,
2005,8701.113,Je 100 000 Einwohner/ -innen,
2006,8636.899,Je 100 000 Einwohner/ -innen,
2007,8646.522,Je 100 000 Einwohner/ -innen,
2008,8562.115,Je 100 000 Einwohner/ -innen,
2009,8663.306,Je 100 000 Einwohner/ -innen,
2010,7912.869,Je 100 000 Einwohner/ -innen,
2011,7845.803,Je 100 000 Einwohner/ -innen,
2012,7562.737,Je 100 000 Einwohner/ -innen,
2013,7125.0,Je 100 000 Einwohner/ -innen,
2014,7184.1,Je 100 000 Einwohner/ -innen,
2015,7156.755,Je 100 000 Einwohner/ -innen,
2016,7224.962,Je 100 000 Einwohner/ -innen,
2017,6557.386,Je 100 000 Einwohner/ -innen,
2018,6467.321,Je 100 000 Einwohner/ -innen,
2019,6332.87,Je 100 000 Einwohner/ -innen,
2020,5989.759,Je 100 000 Einwohner/ -innen,
2021,6076.97,Je 100 000 Einwohner/ -innen,
1993,6331.544,Je 100 000 Einwohner/ -innen,
1994,6501.611,Je 100 000 Einwohner/ -innen,
1995,7448.463,Je 100 000 Einwohner/ -innen,
1996,7447.762,Je 100 000 Einwohner/ -innen,
1997,6959.749,Je 100 000 Einwohner/ -innen,
1998,7036.777,Je 100 000 Einwohner/ -innen,
1999,6584.864,Je 100 000 Einwohner/ -innen,
2000,6414.074,Je 100 000 Einwohner/ -innen,
2001,6664.577,Je 100 000 Einwohner/ -innen,
2002,6952.29,Je 100 000 Einwohner/ -innen,
2003,6986.982,Je 100 000 Einwohner/ -innen,
2004,6998.765,Je 100 000 Einwohner/ -innen,
2005,6547.534,Je 100 000 Einwohner/ -innen,
2006,6511.577,Je 100 000 Einwohner/ -innen,
2007,6454.177,Je 100 000 Einwohner/ -innen,
2008,6323.087,Je 100 000 Einwohner/ -innen,
2009,6213.414,Je 100 000 Einwohner/ -innen,
2010,6240.479,Je 100 000 Einwohner/ -innen,
2011,6239.159,Je 100 000 Einwohner/ -innen,
2012,6421.287,Je 100 000 Einwohner/ -innen,
2013,6556.7,Je 100 000 Einwohner/ -innen,
2014,6574.3,Je 100 000 Einwohner/ -innen,
2015,6502.349,Je 100 000 Einwohner/ -innen,
2016,6874.512,Je 100 000 Einwohner/ -innen,
2017,6637.095,Je 100 000 Einwohner/ -innen,
2018,6654.782,Je 100 000 Einwohner/ -innen,
2019,6033.236,Je 100 000 Einwohner/ -innen,
2020,6652.97,Je 100 000 Einwohner/ -innen,
2021,6150.775,Je 100 000 Einwohner/ -innen,
1994,108.571,Je 100 000 Einwohner/ -innen,
1995,117.918,Je 100 000 Einwohner/ -innen,
1996,124.476,Je 100 000 Einwohner/ -innen,
1997,130.293,Je 100 000 Einwohner/ -innen,
1998,135.319,Je 100 000 Einwohner/ -innen,
1999,140.687,Je 100 000 Einwohner/ -innen,
2000,143.543,Je 100 000 Einwohner/ -innen,
2001,147.724,Je 100 000 Einwohner/ -innen,
2002,155.614,Je 100 000 Einwohner/ -innen,
2003,162.542,Je 100 000 Einwohner/ -innen,
2004,171.451,Je 100 000 Einwohner/ -innen,
2005,180.731,Je 100 000 Einwohner/ -innen,
2006,185.646,Je 100 000 Einwohner/ -innen,
2007,190.991,Je 100 000 Einwohner/ -innen,
2008,186.889,Je 100 000 Einwohner/ -innen,
2009,185.193,Je 100 000 Einwohner/ -innen,
2010,177.859,Je 100 000 Einwohner/ -innen,
2011,173.382,Je 100 000 Einwohner/ -innen,
2012,169.402,Je 100 000 Einwohner/ -innen,
2013,158.8,Je 100 000 Einwohner/ -innen,
2014,155.7,Je 100 000 Einwohner/ -innen,
2015,156.9,Je 100 000 Einwohner/ -innen,
2016,170.407,Je 100 000 Einwohner/ -innen,
2017,166.3,Je 100 000 Einwohner/ -innen,
2018,165.144,Je 100 000 Einwohner/ -innen,
2019,160.305,Je 100 000 Einwohner/ -innen,
