Year,Value,Units,GeoCode
2018,24.38,Percentage,
2019,24.48,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,22.48,Percentage,
1992,23.05,Percentage,
1993,21.86,Percentage,
1994,20.36,Percentage,
1995,20.46,Percentage,
1996,24.5,Percentage,
1997,28.1,Percentage,
1998,22.95,Percentage,
1999,22.32,Percentage,
2000,20.85,Percentage,
2001,19.1,Percentage,
2002,16.37,Percentage,
2003,14.58,Percentage,
2004,15.74,Percentage,
2005,17.68,Percentage,
2006,17.27,Percentage,
2007,17.79,Percentage,
2008,17.26,Percentage,
2009,16.8,Percentage,
2010,17.02,Percentage,
2011,16.36,Percentage,
2012,18.61,Percentage,
2013,18.28,Percentage,
2014,19.31,Percentage,
2015,19.77,Percentage,
2016,19.35,Percentage,
2017,18.49,Percentage,
2018,19.09,Percentage,
2019,17.96,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,41.35,Percentage,
1992,44.82,Percentage,
1993,49.55,Percentage,
1994,51.91,Percentage,
1995,46.89,Percentage,
1996,48.1,Percentage,
1997,45.03,Percentage,
1998,43.92,Percentage,
1999,40.89,Percentage,
2000,37.35,Percentage,
2001,30.73,Percentage,
2002,27.14,Percentage,
2003,24.08,Percentage,
2004,23.73,Percentage,
2005,23.13,Percentage,
2006,23.34,Percentage,
2007,21.83,Percentage,
2008,22.34,Percentage,
2009,19.88,Percentage,
2010,20.47,Percentage,
2011,20.63,Percentage,
2012,22.35,Percentage,
2013,20.98,Percentage,
2014,21.56,Percentage,
2015,22.07,Percentage,
2016,23.47,Percentage,
2017,23.49,Percentage,
2018,24.55,Percentage,
2019,23.86,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,18.1,Percentage,
1992,17.48,Percentage,
1993,18.32,Percentage,
1994,15.38,Percentage,
1995,14.65,Percentage,
1996,15.7,Percentage,
1997,14.92,Percentage,
1998,15.95,Percentage,
1999,17.95,Percentage,
2000,18.09,Percentage,
2001,16.92,Percentage,
2002,17.01,Percentage,
2003,13.3,Percentage,
2004,15.41,Percentage,
2005,14.24,Percentage,
2006,14.91,Percentage,
2007,15.08,Percentage,
2008,15.3,Percentage,
2009,14.43,Percentage,
2010,14.81,Percentage,
2011,14.41,Percentage,
2012,18.68,Percentage,
2013,16.27,Percentage,
2014,13.81,Percentage,
2015,16.83,Percentage,
2016,15.84,Percentage,
2017,14.01,Percentage,
2018,16.22,Percentage,
2019,15.79,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,16.47,Percentage,
1992,18.11,Percentage,
1993,17.08,Percentage,
1994,15.44,Percentage,
1995,14.19,Percentage,
1996,14.04,Percentage,
1997,14.72,Percentage,
1998,15.65,Percentage,
1999,14.84,Percentage,
2000,16.32,Percentage,
2001,17.95,Percentage,
2002,19.16,Percentage,
2003,18.37,Percentage,
2004,21.45,Percentage,
2005,22.6,Percentage,
2006,23.38,Percentage,
2007,25.63,Percentage,
2008,26.45,Percentage,
2009,20.36,Percentage,
2010,24.49,Percentage,
2011,20.89,Percentage,
2012,20.52,Percentage,
2013,21.11,Percentage,
2014,21.32,Percentage,
2015,21.61,Percentage,
2016,19.74,Percentage,
2017,16.01,Percentage,
2018,18.15,Percentage,
2019,18.2,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,21.9,Percentage,
1992,21.43,Percentage,
1993,20.49,Percentage,
1994,18.32,Percentage,
1995,18.7,Percentage,
1996,17.43,Percentage,
1997,18.02,Percentage,
1998,18.36,Percentage,
1999,18.62,Percentage,
2000,18.4,Percentage,
2001,18.74,Percentage,
2002,17.02,Percentage,
2003,16.22,Percentage,
2004,16.33,Percentage,
2005,17.93,Percentage,
2006,17.41,Percentage,
2007,18.29,Percentage,
2008,20.03,Percentage,
2009,16.73,Percentage,
2010,17.58,Percentage,
2011,19.18,Percentage,
2012,17.67,Percentage,
2013,17.87,Percentage,
2014,17.33,Percentage,
2015,17.14,Percentage,
2016,18.05,Percentage,
2017,18.51,Percentage,
2018,18.7,Percentage,
2019,19.27,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,49.47,Percentage,
1992,61.6,Percentage,
1993,60.16,Percentage,
1994,57.59,Percentage,
1995,54.99,Percentage,
1996,48.12,Percentage,
1997,43.66,Percentage,
1998,40.51,Percentage,
1999,37.44,Percentage,
2000,35.32,Percentage,
2001,30.18,Percentage,
2002,26.25,Percentage,
2003,25.35,Percentage,
2004,25.03,Percentage,
2005,26.88,Percentage,
2006,27.57,Percentage,
2007,23.03,Percentage,
2008,23.74,Percentage,
2009,21.05,Percentage,
2010,22.21,Percentage,
2011,24.2,Percentage,
2012,23.57,Percentage,
2013,20.59,Percentage,
2014,21.48,Percentage,
2015,21.94,Percentage,
2016,24.06,Percentage,
2017,22.85,Percentage,
2018,25.52,Percentage,
2019,27.68,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,27.84,Percentage,
1992,26.37,Percentage,
1993,24.03,Percentage,
1994,23.63,Percentage,
1995,23.37,Percentage,
1996,22.88,Percentage,
1997,23.65,Percentage,
1998,24.76,Percentage,
1999,26.27,Percentage,
2000,26.6,Percentage,
2001,25.32,Percentage,
2002,23.85,Percentage,
2003,24.78,Percentage,
2004,21.7,Percentage,
2005,19.94,Percentage,
2006,20.76,Percentage,
2007,21.5,Percentage,
2008,20.75,Percentage,
2009,22.81,Percentage,
2010,22.36,Percentage,
2011,24.02,Percentage,
2012,24.35,Percentage,
2013,24.35,Percentage,
2014,24.37,Percentage,
2015,24.87,Percentage,
2016,24.67,Percentage,
2017,25.36,Percentage,
2018,24.98,Percentage,
2019,27.26,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,20.48,Percentage,
1992,20.25,Percentage,
1993,18.36,Percentage,
1994,17.89,Percentage,
1995,17.09,Percentage,
1996,17.19,Percentage,
1997,17.1,Percentage,
1998,17.73,Percentage,
1999,19.25,Percentage,
2000,19.7,Percentage,
2001,19.03,Percentage,
2002,17.13,Percentage,
2003,16.28,Percentage,
2004,15.74,Percentage,
2005,16.74,Percentage,
2006,16.19,Percentage,
2007,16.32,Percentage,
2008,16.32,Percentage,
2009,15.89,Percentage,
2010,15.98,Percentage,
2011,16.63,Percentage,
2012,15.92,Percentage,
2013,15.78,Percentage,
2014,16.05,Percentage,
2015,15.67,Percentage,
2016,16.07,Percentage,
2017,16.54,Percentage,
2018,16.71,Percentage,
2019,16.41,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,23.67,Percentage,
1992,22.7,Percentage,
1993,21.93,Percentage,
1994,22.74,Percentage,
1995,22.86,Percentage,
1996,21.16,Percentage,
1997,21.79,Percentage,
1998,22.85,Percentage,
1999,23.22,Percentage,
2000,23.91,Percentage,
2001,21.93,Percentage,
2002,21.83,Percentage,
2003,19.54,Percentage,
2004,18.86,Percentage,
2005,18.66,Percentage,
2006,19.41,Percentage,
2007,20.35,Percentage,
2008,20.19,Percentage,
2009,20.65,Percentage,
2010,19.98,Percentage,
2011,21.13,Percentage,
2012,20.5,Percentage,
2013,21.17,Percentage,
2014,21.37,Percentage,
2015,20.89,Percentage,
2016,20.54,Percentage,
2017,21.03,Percentage,
2018,22.93,Percentage,
2019,21.66,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,20.72,Percentage,
1992,20.34,Percentage,
1993,18.6,Percentage,
1994,19.64,Percentage,
1995,20.55,Percentage,
1996,21.0,Percentage,
1997,21.22,Percentage,
1998,24.57,Percentage,
1999,23.63,Percentage,
2000,23.37,Percentage,
2001,18.61,Percentage,
2002,18.9,Percentage,
2003,18.75,Percentage,
2004,15.75,Percentage,
2005,15.14,Percentage,
2006,16.21,Percentage,
2007,16.69,Percentage,
2008,16.49,Percentage,
2009,15.02,Percentage,
2010,18.16,Percentage,
2011,17.35,Percentage,
2012,16.89,Percentage,
2013,17.54,Percentage,
2014,17.63,Percentage,
2015,18.07,Percentage,
2016,17.36,Percentage,
2017,16.55,Percentage,
2018,17.56,Percentage,
2019,17.9,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,42.68,Percentage,
1992,41.58,Percentage,
1993,39.35,Percentage,
1994,46.51,Percentage,
1995,46.06,Percentage,
1996,45.56,Percentage,
1997,43.03,Percentage,
1998,39.02,Percentage,
1999,36.28,Percentage,
2000,35.38,Percentage,
2001,27.21,Percentage,
2002,23.03,Percentage,
2003,22.76,Percentage,
2004,23.16,Percentage,
2005,21.32,Percentage,
2006,20.87,Percentage,
2007,23.75,Percentage,
2008,22.18,Percentage,
2009,20.93,Percentage,
2010,22.61,Percentage,
2011,23.7,Percentage,
2012,23.05,Percentage,
2013,21.22,Percentage,
2014,20.93,Percentage,
2015,19.35,Percentage,
2016,21.2,Percentage,
2017,19.95,Percentage,
2018,20.51,Percentage,
2019,21.67,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,42.81,Percentage,
1992,54.18,Percentage,
1993,53.43,Percentage,
1994,54.92,Percentage,
1995,52.91,Percentage,
1996,44.87,Percentage,
1997,41.69,Percentage,
1998,40.97,Percentage,
1999,36.73,Percentage,
2000,33.76,Percentage,
2001,25.81,Percentage,
2002,23.07,Percentage,
2003,22.1,Percentage,
2004,22.23,Percentage,
2005,20.54,Percentage,
2006,18.99,Percentage,
2007,19.52,Percentage,
2008,19.59,Percentage,
2009,21.24,Percentage,
2010,19.82,Percentage,
2011,18.92,Percentage,
2012,19.72,Percentage,
2013,18.74,Percentage,
2014,18.31,Percentage,
2015,18.87,Percentage,
2016,19.0,Percentage,
2017,18.82,Percentage,
2018,18.73,Percentage,
2019,19.86,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,21.71,Percentage,
1992,22.33,Percentage,
1993,21.23,Percentage,
1994,22.06,Percentage,
1995,22.9,Percentage,
1996,21.37,Percentage,
1997,21.76,Percentage,
1998,23.01,Percentage,
1999,23.79,Percentage,
2000,22.84,Percentage,
2001,20.52,Percentage,
2002,18.33,Percentage,
2003,18.15,Percentage,
2004,17.26,Percentage,
2005,17.38,Percentage,
2006,19.84,Percentage,
2007,19.87,Percentage,
2008,19.91,Percentage,
2009,18.55,Percentage,
2010,21.23,Percentage,
2011,22.71,Percentage,
2012,21.53,Percentage,
2013,18.88,Percentage,
2014,21.48,Percentage,
2015,20.56,Percentage,
2016,23.19,Percentage,
2017,21.47,Percentage,
2018,21.31,Percentage,
2019,22.24,Percentage,
2020,,Percentage,
2021,,Percentage,
1991,45.78,Percentage,
1992,52.46,Percentage,
1993,55.58,Percentage,
1994,55.62,Percentage,
1995,50.17,Percentage,
1996,39.59,Percentage,
1997,38.73,Percentage,
1998,36.76,Percentage,
1999,38.15,Percentage,
2000,34.07,Percentage,
2001,31.7,Percentage,
2002,26.4,Percentage,
2003,26.42,Percentage,
2004,22.37,Percentage,
2005,23.06,Percentage,
2006,23.44,Percentage,
2007,24.13,Percentage,
2008,26.23,Percentage,
2009,22.15,Percentage,
2010,21.34,Percentage,
2011,22.02,Percentage,
2012,21.75,Percentage,
2013,20.01,Percentage,
2014,20.03,Percentage,
2015,19.13,Percentage,
2016,20.91,Percentage,
2017,19.05,Percentage,
2018,20.1,Percentage,
2019,20.24,Percentage,
2020,,Percentage,
2021,,Percentage,
