Year,Value,Units,GeoCode
1995,20.46,percentage,
1996,24.5,percentage,
1997,28.1,percentage,
1998,22.95,percentage,
1999,22.32,percentage,
2000,20.85,percentage,
2001,19.1,percentage,
2002,16.37,percentage,
2003,14.58,percentage,
2004,15.74,percentage,
2005,17.68,percentage,
2006,17.27,percentage,
2007,17.79,percentage,
2008,17.26,percentage,
2009,16.8,percentage,
2010,17.02,percentage,
2011,16.36,percentage,
2012,18.61,percentage,
2013,18.28,percentage,
2014,19.31,percentage,
2015,19.77,percentage,
2016,19.35,percentage,
2017,18.49,percentage,
2018,19.09,percentage,
2019,17.96,percentage,
2020,,percentage,
2021,,percentage,
1991,41.35,percentage,
1992,44.82,percentage,
1993,49.55,percentage,
1994,51.91,percentage,
1995,46.89,percentage,
1996,48.1,percentage,
1997,45.03,percentage,
1998,43.92,percentage,
1999,40.89,percentage,
2000,37.35,percentage,
2001,30.73,percentage,
2002,27.14,percentage,
2003,24.08,percentage,
2004,23.73,percentage,
2005,23.13,percentage,
2006,23.34,percentage,
2007,21.83,percentage,
2008,22.34,percentage,
2009,19.88,percentage,
2010,20.47,percentage,
2011,20.63,percentage,
2012,22.35,percentage,
2013,20.98,percentage,
2014,21.56,percentage,
2015,22.07,percentage,
2016,23.47,percentage,
2017,23.49,percentage,
2018,24.55,percentage,
2019,23.86,percentage,
2020,,percentage,
2021,,percentage,
1991,18.1,percentage,
1992,17.48,percentage,
1993,18.32,percentage,
1994,15.38,percentage,
1995,14.65,percentage,
1996,15.7,percentage,
1997,14.92,percentage,
1998,15.95,percentage,
1999,17.95,percentage,
2000,18.09,percentage,
2001,16.92,percentage,
2002,17.01,percentage,
2003,13.3,percentage,
2004,15.41,percentage,
2005,14.24,percentage,
2006,14.91,percentage,
2007,15.08,percentage,
2008,15.3,percentage,
2009,14.43,percentage,
2010,14.81,percentage,
2011,14.41,percentage,
2012,18.68,percentage,
2013,16.27,percentage,
2014,13.81,percentage,
2015,16.83,percentage,
2016,15.84,percentage,
2017,14.01,percentage,
2018,16.22,percentage,
2019,15.79,percentage,
2020,,percentage,
2021,,percentage,
1991,16.47,percentage,
1992,18.11,percentage,
1993,17.08,percentage,
1994,15.44,percentage,
1995,14.19,percentage,
1996,14.04,percentage,
1997,14.72,percentage,
1998,15.65,percentage,
1999,14.84,percentage,
2000,16.32,percentage,
2001,17.95,percentage,
2002,19.16,percentage,
2003,18.37,percentage,
2004,21.45,percentage,
2005,22.6,percentage,
2006,23.38,percentage,
2007,25.63,percentage,
2008,26.45,percentage,
2009,20.36,percentage,
2010,24.49,percentage,
2011,20.89,percentage,
2012,20.52,percentage,
2013,21.11,percentage,
2014,21.32,percentage,
2015,21.61,percentage,
2016,19.74,percentage,
2017,16.01,percentage,
2018,18.15,percentage,
2019,18.2,percentage,
2020,,percentage,
2021,,percentage,
1991,21.9,percentage,
1992,21.43,percentage,
1993,20.49,percentage,
1994,18.32,percentage,
1995,18.7,percentage,
1996,17.43,percentage,
1997,18.02,percentage,
1998,18.36,percentage,
1999,18.62,percentage,
2000,18.4,percentage,
2001,18.74,percentage,
2002,17.02,percentage,
2003,16.22,percentage,
2004,16.33,percentage,
2005,17.93,percentage,
2006,17.41,percentage,
2007,18.29,percentage,
2008,20.03,percentage,
2009,16.73,percentage,
2010,17.58,percentage,
2011,19.18,percentage,
2012,17.67,percentage,
2013,17.87,percentage,
2014,17.33,percentage,
2015,17.14,percentage,
2016,18.05,percentage,
2017,18.51,percentage,
2018,18.7,percentage,
2019,19.27,percentage,
2020,,percentage,
2021,,percentage,
1991,49.47,percentage,
1992,61.6,percentage,
1993,60.16,percentage,
1994,57.59,percentage,
1995,54.99,percentage,
1996,48.12,percentage,
1997,43.66,percentage,
1998,40.51,percentage,
1999,37.44,percentage,
2000,35.32,percentage,
2001,30.18,percentage,
2002,26.25,percentage,
2003,25.35,percentage,
2004,25.03,percentage,
2005,26.88,percentage,
2006,27.57,percentage,
2007,23.03,percentage,
2008,23.74,percentage,
2009,21.05,percentage,
2010,22.21,percentage,
2011,24.2,percentage,
2012,23.57,percentage,
2013,20.59,percentage,
2014,21.48,percentage,
2015,21.94,percentage,
2016,24.06,percentage,
2017,22.85,percentage,
2018,25.52,percentage,
2019,27.68,percentage,
2020,,percentage,
2021,,percentage,
1991,27.84,percentage,
1992,26.37,percentage,
1993,24.03,percentage,
1994,23.63,percentage,
1995,23.37,percentage,
1996,22.88,percentage,
1997,23.65,percentage,
1998,24.76,percentage,
1999,26.27,percentage,
2000,26.6,percentage,
2001,25.32,percentage,
2002,23.85,percentage,
2003,24.78,percentage,
2004,21.7,percentage,
2005,19.94,percentage,
2006,20.76,percentage,
2007,21.5,percentage,
2008,20.75,percentage,
2009,22.81,percentage,
2010,22.36,percentage,
2011,24.02,percentage,
2012,24.35,percentage,
2013,24.35,percentage,
2014,24.37,percentage,
2015,24.87,percentage,
2016,24.67,percentage,
2017,25.36,percentage,
2018,24.98,percentage,
2019,27.26,percentage,
2020,,percentage,
2021,,percentage,
1991,20.48,percentage,
1992,20.25,percentage,
1993,18.36,percentage,
1994,17.89,percentage,
1995,17.09,percentage,
1996,17.19,percentage,
1997,17.1,percentage,
1998,17.73,percentage,
1999,19.25,percentage,
2000,19.7,percentage,
2001,19.03,percentage,
2002,17.13,percentage,
2003,16.28,percentage,
2004,15.74,percentage,
2005,16.74,percentage,
2006,16.19,percentage,
2007,16.32,percentage,
2008,16.32,percentage,
2009,15.89,percentage,
2010,15.98,percentage,
2011,16.63,percentage,
2012,15.92,percentage,
2013,15.78,percentage,
2014,16.05,percentage,
2015,15.67,percentage,
2016,16.07,percentage,
2017,16.54,percentage,
2018,16.71,percentage,
2019,16.41,percentage,
2020,,percentage,
2021,,percentage,
1991,23.67,percentage,
1992,22.7,percentage,
1993,21.93,percentage,
1994,22.74,percentage,
1995,22.86,percentage,
1996,21.16,percentage,
1997,21.79,percentage,
1998,22.85,percentage,
1999,23.22,percentage,
2000,23.91,percentage,
2001,21.93,percentage,
2002,21.83,percentage,
2003,19.54,percentage,
2004,18.86,percentage,
2005,18.66,percentage,
2006,19.41,percentage,
2007,20.35,percentage,
2008,20.19,percentage,
2009,20.65,percentage,
2010,19.98,percentage,
2011,21.13,percentage,
2012,20.5,percentage,
2013,21.17,percentage,
2014,21.37,percentage,
2015,20.89,percentage,
2016,20.54,percentage,
2017,21.03,percentage,
2018,22.93,percentage,
2019,21.66,percentage,
2020,,percentage,
2021,,percentage,
1991,20.72,percentage,
1992,20.34,percentage,
1993,18.6,percentage,
1994,19.64,percentage,
1995,20.55,percentage,
1996,21.0,percentage,
1997,21.22,percentage,
1998,24.57,percentage,
1999,23.63,percentage,
2000,23.37,percentage,
2001,18.61,percentage,
2002,18.9,percentage,
2003,18.75,percentage,
2004,15.75,percentage,
2005,15.14,percentage,
2006,16.21,percentage,
2007,16.69,percentage,
2008,16.49,percentage,
2009,15.02,percentage,
2010,18.16,percentage,
2011,17.35,percentage,
2012,16.89,percentage,
2013,17.54,percentage,
2014,17.63,percentage,
2015,18.07,percentage,
2016,17.36,percentage,
2017,16.55,percentage,
2018,17.56,percentage,
2019,17.9,percentage,
2020,,percentage,
2021,,percentage,
1991,42.68,percentage,
1992,41.58,percentage,
1993,39.35,percentage,
1994,46.51,percentage,
1995,46.06,percentage,
1996,45.56,percentage,
1997,43.03,percentage,
1998,39.02,percentage,
1999,36.28,percentage,
2000,35.38,percentage,
2001,27.21,percentage,
2002,23.03,percentage,
2003,22.76,percentage,
2004,23.16,percentage,
2005,21.32,percentage,
2006,20.87,percentage,
2007,23.75,percentage,
2008,22.18,percentage,
2009,20.93,percentage,
2010,22.61,percentage,
2011,23.7,percentage,
2012,23.05,percentage,
2013,21.22,percentage,
2014,20.93,percentage,
2015,19.35,percentage,
2016,21.2,percentage,
2017,19.95,percentage,
2018,20.51,percentage,
2019,21.67,percentage,
2020,,percentage,
2021,,percentage,
1991,42.81,percentage,
1992,54.18,percentage,
1993,53.43,percentage,
1994,54.92,percentage,
1995,52.91,percentage,
1996,44.87,percentage,
1997,41.69,percentage,
1998,40.97,percentage,
1999,36.73,percentage,
2000,33.76,percentage,
2001,25.81,percentage,
2002,23.07,percentage,
2003,22.1,percentage,
2004,22.23,percentage,
2005,20.54,percentage,
2006,18.99,percentage,
2007,19.52,percentage,
2008,19.59,percentage,
2009,21.24,percentage,
2010,19.82,percentage,
2011,18.92,percentage,
2012,19.72,percentage,
2013,18.74,percentage,
2014,18.31,percentage,
2015,18.87,percentage,
2016,19.0,percentage,
2017,18.82,percentage,
2018,18.73,percentage,
2019,19.86,percentage,
2020,,percentage,
2021,,percentage,
1991,21.71,percentage,
1992,22.33,percentage,
1993,21.23,percentage,
1994,22.06,percentage,
1995,22.9,percentage,
1996,21.37,percentage,
1997,21.76,percentage,
1998,23.01,percentage,
1999,23.79,percentage,
2000,22.84,percentage,
2001,20.52,percentage,
2002,18.33,percentage,
2003,18.15,percentage,
2004,17.26,percentage,
2005,17.38,percentage,
2006,19.84,percentage,
2007,19.87,percentage,
2008,19.91,percentage,
2009,18.55,percentage,
2010,21.23,percentage,
2011,22.71,percentage,
2012,21.53,percentage,
2013,18.88,percentage,
2014,21.48,percentage,
2015,20.56,percentage,
2016,23.19,percentage,
2017,21.47,percentage,
2018,21.31,percentage,
2019,22.24,percentage,
2020,,percentage,
2021,,percentage,
1991,45.78,percentage,
1992,52.46,percentage,
1993,55.58,percentage,
1994,55.62,percentage,
1995,50.17,percentage,
1996,39.59,percentage,
1997,38.73,percentage,
1998,36.76,percentage,
1999,38.15,percentage,
2000,34.07,percentage,
2001,31.7,percentage,
2002,26.4,percentage,
2003,26.42,percentage,
2004,22.37,percentage,
2005,23.06,percentage,
2006,23.44,percentage,
2007,24.13,percentage,
2008,26.23,percentage,
2009,22.15,percentage,
2010,21.34,percentage,
2011,22.02,percentage,
2012,21.75,percentage,
2013,20.01,percentage,
2014,20.03,percentage,
2015,19.13,percentage,
2016,20.91,percentage,
2017,19.05,percentage,
2018,20.1,percentage,
2019,20.24,percentage,
2020,,percentage,
2021,,percentage,
