Year,Value,Units,GeoCode
2012,81.658,2000 = 100,
2013,81.2,2000 = 100,
2014,78.449,2000 = 100,
2015,79.444,2000 = 100,
2016,79.809,2000 = 100,
2017,79.212,2000 = 100,
2018,78.622,2000 = 100,
2019,77.925,2000 = 100,
2020,76.948,2000 = 100,
2000,100.0,2000 = 100,
2001,96.514,2000 = 100,
2002,94.469,2000 = 100,
2003,91.933,2000 = 100,
2004,86.575,2000 = 100,
2005,82.088,2000 = 100,
2006,79.531,2000 = 100,
2007,78.401,2000 = 100,
2008,77.023,2000 = 100,
2009,76.056,2000 = 100,
2010,75.506,2000 = 100,
2011,74.895,2000 = 100,
2012,74.39,2000 = 100,
2013,73.87,2000 = 100,
2014,73.376,2000 = 100,
2015,73.636,2000 = 100,
2016,73.268,2000 = 100,
2017,72.765,2000 = 100,
2018,72.293,2000 = 100,
2019,71.658,2000 = 100,
2020,71.125,2000 = 100,
2000,100.0,2000 = 100,
2001,98.73,2000 = 100,
2002,97.426,2000 = 100,
2003,95.974,2000 = 100,
2004,94.533,2000 = 100,
2005,93.829,2000 = 100,
2006,92.655,2000 = 100,
2007,91.428,2000 = 100,
2008,90.767,2000 = 100,
2009,90.051,2000 = 100,
2010,89.577,2000 = 100,
2011,88.884,2000 = 100,
2012,88.665,2000 = 100,
2013,88.523,2000 = 100,
2014,88.51,2000 = 100,
2015,88.943,2000 = 100,
2016,89.226,2000 = 100,
2017,88.939,2000 = 100,
2018,88.655,2000 = 100,
2019,88.595,2000 = 100,
2020,87.92,2000 = 100,
2000,100.0,2000 = 100,
2001,98.464,2000 = 100,
2002,96.634,2000 = 100,
2003,95.453,2000 = 100,
2004,94.385,2000 = 100,
2005,93.083,2000 = 100,
2006,91.744,2000 = 100,
2007,90.289,2000 = 100,
2008,88.804,2000 = 100,
2009,87.422,2000 = 100,
2010,86.005,2000 = 100,
2011,84.399,2000 = 100,
2012,82.931,2000 = 100,
2013,82.03,2000 = 100,
2014,80.32,2000 = 100,
2015,80.381,2000 = 100,
2016,79.462,2000 = 100,
2017,74.071,2000 = 100,
2018,67.371,2000 = 100,
2019,66.818,2000 = 100,
2020,66.711,2000 = 100,
2000,1838.697,inhabitants per m² settlement and transport area,
2001,1825.273,inhabitants per m² settlement and transport area,
2002,1810.25,inhabitants per m² settlement and transport area,
2003,1793.304,inhabitants per m² settlement and transport area,
2004,1776.114,inhabitants per m² settlement and transport area,
2005,1760.136,inhabitants per m² settlement and transport area,
2006,1743.143,inhabitants per m² settlement and transport area,
2007,1726.972,inhabitants per m² settlement and transport area,
2008,1708.594,inhabitants per m² settlement and transport area,
2009,1694.188,inhabitants per m² settlement and transport area,
2010,1683.195,inhabitants per m² settlement and transport area,
2011,1669.659,inhabitants per m² settlement and transport area,
2012,1665.577,inhabitants per m² settlement and transport area,
2013,1662.751,inhabitants per m² settlement and transport area,
2014,1661.461,inhabitants per m² settlement and transport area,
2015,1675.584,inhabitants per m² settlement and transport area,
2016,1675.431,inhabitants per m² settlement and transport area,
2017,1672.418,inhabitants per m² settlement and transport area,
2018,1666.433,inhabitants per m² settlement and transport area,
2019,1663.904,inhabitants per m² settlement and transport area,
2020,1656.88,inhabitants per m² settlement and transport area,
2000,3363.224,inhabitants per m² settlement and transport area,
2001,3352.93,inhabitants per m² settlement and transport area,
2002,3339.122,inhabitants per m² settlement and transport area,
2003,3322.754,inhabitants per m² settlement and transport area,
2004,3304.979,inhabitants per m² settlement and transport area,
2005,3292.112,inhabitants per m² settlement and transport area,
2006,3280.012,inhabitants per m² settlement and transport area,
2007,3268.526,inhabitants per m² settlement and transport area,
2008,3252.377,inhabitants per m² settlement and transport area,
2009,3240.734,inhabitants per m² settlement and transport area,
2010,3236.22,inhabitants per m² settlement and transport area,
2011,3238.668,inhabitants per m² settlement and transport area,
2012,3250.791,inhabitants per m² settlement and transport area,
2013,3262.307,inhabitants per m² settlement and transport area,
2014,3280.122,inhabitants per m² settlement and transport area,
2015,3317.584,inhabitants per m² settlement and transport area,
2016,3329.999,inhabitants per m² settlement and transport area,
2017,3335.804,inhabitants per m² settlement and transport area,
2018,3343.507,inhabitants per m² settlement and transport area,
2019,3346.403,inhabitants per m² settlement and transport area,
2020,3336.769,inhabitants per m² settlement and transport area,
2000,1394.2,inhabitants per m² settlement and transport area,
2001,1381.749,inhabitants per m² settlement and transport area,
2002,1368.223,inhabitants per m² settlement and transport area,
2003,1352.918,inhabitants per m² settlement and transport area,
2004,1337.67,inhabitants per m² settlement and transport area,
2005,1322.26,inhabitants per m² settlement and transport area,
2006,1305.298,inhabitants per m² settlement and transport area,
2007,1289.204,inhabitants per m² settlement and transport area,
2008,1271.582,inhabitants per m² settlement and transport area,
2009,1257.539,inhabitants per m² settlement and transport area,
2010,1245.438,inhabitants per m² settlement and transport area,
2011,1229.994,inhabitants per m² settlement and transport area,
2012,1222.268,inhabitants per m² settlement and transport area,
2013,1216.287,inhabitants per m² settlement and transport area,
2014,1211.551,inhabitants per m² settlement and transport area,
2015,1219.413,inhabitants per m² settlement and transport area,
2016,1216.413,inhabitants per m² settlement and transport area,
2017,1212.02,inhabitants per m² settlement and transport area,
2018,1204.835,inhabitants per m² settlement and transport area,
2019,1201.622,inhabitants per m² settlement and transport area,
2020,1196.536,inhabitants per m² settlement and transport area,
2000,2200.97,inhabitants per m² settlement and transport area,
2001,2194.344,inhabitants per m² settlement and transport area,
2002,2186.348,inhabitants per m² settlement and transport area,
2003,2173.018,inhabitants per m² settlement and transport area,
2004,2161.266,inhabitants per m² settlement and transport area,
2005,2148.355,inhabitants per m² settlement and transport area,
2006,2131.684,inhabitants per m² settlement and transport area,
2007,2115.093,inhabitants per m² settlement and transport area,
2008,2099.746,inhabitants per m² settlement and transport area,
2009,2085.475,inhabitants per m² settlement and transport area,
2010,2074.804,inhabitants per m² settlement and transport area,
2011,2072.094,inhabitants per m² settlement and transport area,
2012,2073.462,inhabitants per m² settlement and transport area,
2013,2077.513,inhabitants per m² settlement and transport area,
2014,2086.453,inhabitants per m² settlement and transport area,
2015,2110.382,inhabitants per m² settlement and transport area,
2016,2116.578,inhabitants per m² settlement and transport area,
2017,2118.663,inhabitants per m² settlement and transport area,
2018,2120.795,inhabitants per m² settlement and transport area,
2019,2119.642,inhabitants per m² settlement and transport area,
2020,2112.138,inhabitants per m² settlement and transport area,
2000,1656.836,inhabitants per m² settlement and transport area,
2001,1651.554,inhabitants per m² settlement and transport area,
2002,1643.685,inhabitants per m² settlement and transport area,
2003,1634.012,inhabitants per m² settlement and transport area,
2004,1623.731,inhabitants per m² settlement and transport area,
2005,1613.786,inhabitants per m² settlement and transport area,
2006,1600.333,inhabitants per m² settlement and transport area,
2007,1590.856,inhabitants per m² settlement and transport area,
2008,1577.704,inhabitants per m² settlement and transport area,
2009,1563.667,inhabitants per m² settlement and transport area,
2010,1551.459,inhabitants per m² settlement and transport area,
2011,1515.93,inhabitants per m² settlement and transport area,
2012,1517.095,inhabitants per m² settlement and transport area,
2013,1518.902,inhabitants per m² settlement and transport area,
2014,1522.283,inhabitants per m² settlement and transport area,
2015,1531.704,inhabitants per m² settlement and transport area,
2016,1533.295,inhabitants per m² settlement and transport area,
2017,1533.418,inhabitants per m² settlement and transport area,
2018,1536.191,inhabitants per m² settlement and transport area,
2019,1534.718,inhabitants per m² settlement and transport area,
2020,1528.938,inhabitants per m² settlement and transport area,
2000,5342.128,inhabitants per m² settlement and transport area,
2001,5319.91,inhabitants per m² settlement and transport area,
2002,5302.909,inhabitants per m² settlement and transport area,
2003,5273.513,inhabitants per m² settlement and transport area,
2004,5258.187,inhabitants per m² settlement and transport area,
2005,5239.144,inhabitants per m² settlement and transport area,
2006,5239.235,inhabitants per m² settlement and transport area,
2007,5226.991,inhabitants per m² settlement and transport area,
2008,5236.708,inhabitants per m² settlement and transport area,
2009,5213.664,inhabitants per m² settlement and transport area,
2010,5218.535,inhabitants per m² settlement and transport area,
2011,5294.395,inhabitants per m² settlement and transport area,
2012,5389.937,inhabitants per m² settlement and transport area,
2013,5455.635,inhabitants per m² settlement and transport area,
2014,5532.197,inhabitants per m² settlement and transport area,
2015,5612.205,inhabitants per m² settlement and transport area,
2016,5699.574,inhabitants per m² settlement and transport area,
2017,5752.324,inhabitants per m² settlement and transport area,
2018,5798.416,inhabitants per m² settlement and transport area,
2019,5835.797,inhabitants per m² settlement and transport area,
2020,5825.815,inhabitants per m² settlement and transport area,
2000,1066.517,inhabitants per m² settlement and transport area,
2001,1047.189,inhabitants per m² settlement and transport area,
2002,1029.36,inhabitants per m² settlement and transport area,
2003,1013.108,inhabitants per m² settlement and transport area,
2004,999.224,inhabitants per m² settlement and transport area,
2005,979.749,inhabitants per m² settlement and transport area,
2006,962.878,inhabitants per m² settlement and transport area,
2007,948.436,inhabitants per m² settlement and transport area,
2008,927.872,inhabitants per m² settlement and transport area,
2009,914.506,inhabitants per m² settlement and transport area,
2010,905.065,inhabitants per m² settlement and transport area,
2011,898.132,inhabitants per m² settlement and transport area,
2012,892.536,inhabitants per m² settlement and transport area,
2013,879.268,inhabitants per m² settlement and transport area,
2014,878.909,inhabitants per m² settlement and transport area,
2015,886.326,inhabitants per m² settlement and transport area,
2016,887.605,inhabitants per m² settlement and transport area,
2017,890.297,inhabitants per m² settlement and transport area,
2018,891.241,inhabitants per m² settlement and transport area,
2019,894.174,inhabitants per m² settlement and transport area,
2020,888.494,inhabitants per m² settlement and transport area,
2000,2889.254,inhabitants per m² settlement and transport area,
2001,2872.038,inhabitants per m² settlement and transport area,
2002,2880.743,inhabitants per m² settlement and transport area,
2003,2870.589,inhabitants per m² settlement and transport area,
2004,2868.943,inhabitants per m² settlement and transport area,
2005,2855.601,inhabitants per m² settlement and transport area,
2006,2855.892,inhabitants per m² settlement and transport area,
2007,2825.337,inhabitants per m² settlement and transport area,
2008,2818.054,inhabitants per m² settlement and transport area,
2009,2815.321,inhabitants per m² settlement and transport area,
2010,2796.789,inhabitants per m² settlement and transport area,
2011,2787.842,inhabitants per m² settlement and transport area,
2012,2775.101,inhabitants per m² settlement and transport area,
2013,2786.193,inhabitants per m² settlement and transport area,
2014,2793.366,inhabitants per m² settlement and transport area,
2015,2833.885,inhabitants per m² settlement and transport area,
2016,2864.541,inhabitants per m² settlement and transport area,
2017,2870.767,inhabitants per m² settlement and transport area,
2018,2883.257,inhabitants per m² settlement and transport area,
2019,2873.785,inhabitants per m² settlement and transport area,
2020,2864.67,inhabitants per m² settlement and transport area,
2000,3889.701,inhabitants per m² settlement and transport area,
2001,3905.884,inhabitants per m² settlement and transport area,
2002,3866.139,inhabitants per m² settlement and transport area,
2003,3842.566,inhabitants per m² settlement and transport area,
2004,3799.499,inhabitants per m² settlement and transport area,
2005,3776.047,inhabitants per m² settlement and transport area,
2006,3773.705,inhabitants per m² settlement and transport area,
2007,3793.242,inhabitants per m² settlement and transport area,
2008,3787.204,inhabitants per m² settlement and transport area,
2009,3774.135,inhabitants per m² settlement and transport area,
2010,3783.485,inhabitants per m² settlement and transport area,
2011,3811.183,inhabitants per m² settlement and transport area,
2012,3838.351,inhabitants per m² settlement and transport area,
2013,3848.038,inhabitants per m² settlement and transport area,
2014,3910.121,inhabitants per m² settlement and transport area,
2015,3991.274,inhabitants per m² settlement and transport area,
2016,4069.772,inhabitants per m² settlement and transport area,
2017,4111.27,inhabitants per m² settlement and transport area,
2018,4137.853,inhabitants per m² settlement and transport area,
2019,4153.557,inhabitants per m² settlement and transport area,
2020,4166.336,inhabitants per m² settlement and transport area,
2000,1912.076,inhabitants per m² settlement and transport area,
2001,1907.499,inhabitants per m² settlement and transport area,
2002,1900.128,inhabitants per m² settlement and transport area,
2003,1888.997,inhabitants per m² settlement and transport area,
2004,1880.438,inhabitants per m² settlement and transport area,
2005,1869.685,inhabitants per m² settlement and transport area,
2006,1856.005,inhabitants per m² settlement and transport area,
2007,1844.509,inhabitants per m² settlement and transport area,
2008,1834.474,inhabitants per m² settlement and transport area,
2009,1824.832,inhabitants per m² settlement and transport area,
2010,1817.118,inhabitants per m² settlement and transport area,
2011,1822.309,inhabitants per m² settlement and transport area,
2012,1821.439,inhabitants per m² settlement and transport area,
2013,1825.767,inhabitants per m² settlement and transport area,
2014,1833.186,inhabitants per m² settlement and transport area,
2015,1852.909,inhabitants per m² settlement and transport area,
2016,1858.937,inhabitants per m² settlement and transport area,
2017,1860.373,inhabitants per m² settlement and transport area,
2018,1861.384,inhabitants per m² settlement and transport area,
2019,1863.002,inhabitants per m² settlement and transport area,
2020,1861.494,inhabitants per m² settlement and transport area,
2000,1100.569,inhabitants per m² settlement and transport area,
2001,1071.098,inhabitants per m² settlement and transport area,
2002,1035.207,inhabitants per m² settlement and transport area,
2003,1006.368,inhabitants per m² settlement and transport area,
2004,980.888,inhabitants per m² settlement and transport area,
2005,959.234,inhabitants per m² settlement and transport area,
2006,935.943,inhabitants per m² settlement and transport area,
2007,914.584,inhabitants per m² settlement and transport area,
2008,885.627,inhabitants per m² settlement and transport area,
2009,864.273,inhabitants per m² settlement and transport area,
2010,846.73,inhabitants per m² settlement and transport area,
2011,838.056,inhabitants per m² settlement and transport area,
2012,829.713,inhabitants per m² settlement and transport area,
2013,824.202,inhabitants per m² settlement and transport area,
2014,815.562,inhabitants per m² settlement and transport area,
2015,821.009,inhabitants per m² settlement and transport area,
2016,818.856,inhabitants per m² settlement and transport area,
2017,831.318,inhabitants per m² settlement and transport area,
2018,829.776,inhabitants per m² settlement and transport area,
2019,829.745,inhabitants per m² settlement and transport area,
2020,829.565,inhabitants per m² settlement and transport area,
2000,1309.911,inhabitants per m² settlement and transport area,
2001,1301.689,inhabitants per m² settlement and transport area,
2002,1295.167,inhabitants per m² settlement and transport area,
2003,1286.386,inhabitants per m² settlement and transport area,
2004,1272.609,inhabitants per m² settlement and transport area,
2005,1260.146,inhabitants per m² settlement and transport area,
2006,1249.498,inhabitants per m² settlement and transport area,
2007,1239.396,inhabitants per m² settlement and transport area,
2008,1226.717,inhabitants per m² settlement and transport area,
2009,1217.022,inhabitants per m² settlement and transport area,
2010,1209.036,inhabitants per m² settlement and transport area,
2011,1198.315,inhabitants per m² settlement and transport area,
2012,1192.459,inhabitants per m² settlement and transport area,
2013,1188.069,inhabitants per m² settlement and transport area,
2014,1186.741,inhabitants per m² settlement and transport area,
2015,1195.747,inhabitants per m² settlement and transport area,
2016,1192.507,inhabitants per m² settlement and transport area,
2017,1190.8,inhabitants per m² settlement and transport area,
2018,1189.158,inhabitants per m² settlement and transport area,
2019,1187.056,inhabitants per m² settlement and transport area,
2020,1184.11,inhabitants per m² settlement and transport area,
2000,2518.368,inhabitants per m² settlement and transport area,
2001,2501.24,inhabitants per m² settlement and transport area,
2002,2482.608,inhabitants per m² settlement and transport area,
2003,2469.881,inhabitants per m² settlement and transport area,
2004,2443.204,inhabitants per m² settlement and transport area,
2005,2423.142,inhabitants per m² settlement and transport area,
2006,2400.15,inhabitants per m² settlement and transport area,
2007,2377.666,inhabitants per m² settlement and transport area,
2008,2350.008,inhabitants per m² settlement and transport area,
2009,2329.595,inhabitants per m² settlement and transport area,
2010,2311.218,inhabitants per m² settlement and transport area,
2011,2300.364,inhabitants per m² settlement and transport area,
2012,2290.276,inhabitants per m² settlement and transport area,
2013,2282.52,inhabitants per m² settlement and transport area,
2014,2281.424,inhabitants per m² settlement and transport area,
2015,2300.802,inhabitants per m² settlement and transport area,
2016,2293.961,inhabitants per m² settlement and transport area,
2017,2290.083,inhabitants per m² settlement and transport area,
2018,2287.202,inhabitants per m² settlement and transport area,
2019,2280.46,inhabitants per m² settlement and transport area,
2020,2271.679,inhabitants per m² settlement and transport area,
2000,1510.682,inhabitants per m² settlement and transport area,
2001,1504.613,inhabitants per m² settlement and transport area,
2002,1497.584,inhabitants per m² settlement and transport area,
2003,1488.929,inhabitants per m² settlement and transport area,
2004,1472.813,inhabitants per m² settlement and transport area,
2005,1456.419,inhabitants per m² settlement and transport area,
2006,1443.682,inhabitants per m² settlement and transport area,
2007,1432.223,inhabitants per m² settlement and transport area,
2008,1419.858,inhabitants per m² settlement and transport area,
2009,1413.16,inhabitants per m² settlement and transport area,
2010,1408.851,inhabitants per m² settlement and transport area,
2011,1405.395,inhabitants per m² settlement and transport area,
2012,1403.0,inhabitants per m² settlement and transport area,
2013,1401.962,inhabitants per m² settlement and transport area,
2014,1406.517,inhabitants per m² settlement and transport area,
2015,1422.974,inhabitants per m² settlement and transport area,
2016,1429.64,inhabitants per m² settlement and transport area,
2017,1433.047,inhabitants per m² settlement and transport area,
2018,1434.295,inhabitants per m² settlement and transport area,
2019,1433.168,inhabitants per m² settlement and transport area,
2020,1426.028,inhabitants per m² settlement and transport area,
2000,2059.873,inhabitants per m² settlement and transport area,
2001,2042.008,inhabitants per m² settlement and transport area,
2002,2029.786,inhabitants per m² settlement and transport area,
2003,2017.553,inhabitants per m² settlement and transport area,
2004,1987.2,inhabitants per m² settlement and transport area,
2005,1966.571,inhabitants per m² settlement and transport area,
2006,1944.231,inhabitants per m² settlement and transport area,
2007,1923.08,inhabitants per m² settlement and transport area,
2008,1902.573,inhabitants per m² settlement and transport area,
2009,1875.898,inhabitants per m² settlement and transport area,
2010,1851.093,inhabitants per m² settlement and transport area,
2011,1840.199,inhabitants per m² settlement and transport area,
2012,1826.764,inhabitants per m² settlement and transport area,
2013,1816.811,inhabitants per m² settlement and transport area,
2014,1810.347,inhabitants per m² settlement and transport area,
2015,1818.971,inhabitants per m² settlement and transport area,
2016,1817.512,inhabitants per m² settlement and transport area,
2017,1811.136,inhabitants per m² settlement and transport area,
2018,1802.564,inhabitants per m² settlement and transport area,
2019,1793.623,inhabitants per m² settlement and transport area,
2020,1786.444,inhabitants per m² settlement and transport area,
2000,2092.92,inhabitants per m² settlement and transport area,
2001,2042.444,inhabitants per m² settlement and transport area,
2002,2003.867,inhabitants per m² settlement and transport area,
2003,1975.119,inhabitants per m² settlement and transport area,
2004,1952.441,inhabitants per m² settlement and transport area,
2005,1930.399,inhabitants per m² settlement and transport area,
