Year,Value,Units,GeoCode
2014,5163.9,"per 100,000 inhabitants",
2015,6350.003,"per 100,000 inhabitants",
2016,6870.962,"per 100,000 inhabitants",
2017,4868.333,"per 100,000 inhabitants",
2018,4888.905,"per 100,000 inhabitants",
2019,4614.796,"per 100,000 inhabitants",
2020,4527.656,"per 100,000 inhabitants",
2021,4137.538,"per 100,000 inhabitants",
1993,16398.424,"per 100,000 inhabitants",
1994,15960.884,"per 100,000 inhabitants",
1995,16889.159,"per 100,000 inhabitants",
1996,17332.703,"per 100,000 inhabitants",
1997,17392.654,"per 100,000 inhabitants",
1998,17432.102,"per 100,000 inhabitants",
1999,17205.543,"per 100,000 inhabitants",
2000,16849.007,"per 100,000 inhabitants",
2001,17384.991,"per 100,000 inhabitants",
2002,17758.228,"per 100,000 inhabitants",
2003,17173.732,"per 100,000 inhabitants",
2004,16500.48,"per 100,000 inhabitants",
2005,15613.554,"per 100,000 inhabitants",
2006,15240.121,"per 100,000 inhabitants",
2007,15220.406,"per 100,000 inhabitants",
2008,14796.442,"per 100,000 inhabitants",
2009,15188.32,"per 100,000 inhabitants",
2010,14526.391,"per 100,000 inhabitants",
2011,15080.318,"per 100,000 inhabitants",
2012,14891.663,"per 100,000 inhabitants",
2013,14907.6,"per 100,000 inhabitants",
2014,15873.3,"per 100,000 inhabitants",
2015,16414.259,"per 100,000 inhabitants",
2016,16160.653,"per 100,000 inhabitants",
2017,14558.371,"per 100,000 inhabitants",
2018,14160.169,"per 100,000 inhabitants",
2019,14086.434,"per 100,000 inhabitants",
2020,13738.745,"per 100,000 inhabitants",
2021,13158.172,"per 100,000 inhabitants",
1993,12918.761,"per 100,000 inhabitants",
1994,12974.273,"per 100,000 inhabitants",
1995,12097.324,"per 100,000 inhabitants",
1996,11742.386,"per 100,000 inhabitants",
1997,11311.745,"per 100,000 inhabitants",
1998,10871.576,"per 100,000 inhabitants",
1999,9785.906,"per 100,000 inhabitants",
2000,9925.197,"per 100,000 inhabitants",
2001,9556.005,"per 100,000 inhabitants",
2002,9511.249,"per 100,000 inhabitants",
2003,9613.121,"per 100,000 inhabitants",
2004,9406.883,"per 100,000 inhabitants",
2005,8974.969,"per 100,000 inhabitants",
2006,8816.103,"per 100,000 inhabitants",
2007,9010.441,"per 100,000 inhabitants",
2008,8364.957,"per 100,000 inhabitants",
2009,8069.819,"per 100,000 inhabitants",
2010,8267.145,"per 100,000 inhabitants",
2011,8031.067,"per 100,000 inhabitants",
2012,7954.818,"per 100,000 inhabitants",
2013,8051.7,"per 100,000 inhabitants",
2014,8004.0,"per 100,000 inhabitants",
2015,7659.634,"per 100,000 inhabitants",
2016,7478.632,"per 100,000 inhabitants",
2017,7015.138,"per 100,000 inhabitants",
2018,6901.966,"per 100,000 inhabitants",
2019,6840.513,"per 100,000 inhabitants",
2020,6461.059,"per 100,000 inhabitants",
2021,6280.503,"per 100,000 inhabitants",
1993,16134.251,"per 100,000 inhabitants",
1994,14849.41,"per 100,000 inhabitants",
1995,14854.991,"per 100,000 inhabitants",
1996,14962.599,"per 100,000 inhabitants",
1997,14446.51,"per 100,000 inhabitants",
1998,13342.777,"per 100,000 inhabitants",
1999,13048.891,"per 100,000 inhabitants",
2000,14084.637,"per 100,000 inhabitants",
2001,14218.731,"per 100,000 inhabitants",
2002,14555.812,"per 100,000 inhabitants",
2003,14482.432,"per 100,000 inhabitants",
2004,15417.977,"per 100,000 inhabitants",
2005,14716.057,"per 100,000 inhabitants",
2006,14546.313,"per 100,000 inhabitants",
2007,14638.489,"per 100,000 inhabitants",
2008,14452.295,"per 100,000 inhabitants",
2009,14238.874,"per 100,000 inhabitants",
2010,13643.624,"per 100,000 inhabitants",
2011,14276.548,"per 100,000 inhabitants",
2012,13311.315,"per 100,000 inhabitants",
2013,13059.2,"per 100,000 inhabitants",
2014,12743.9,"per 100,000 inhabitants",
2015,13784.356,"per 100,000 inhabitants",
2016,13686.598,"per 100,000 inhabitants",
2017,11959.579,"per 100,000 inhabitants",
2018,10942.804,"per 100,000 inhabitants",
2019,11453.822,"per 100,000 inhabitants",
2020,11871.515,"per 100,000 inhabitants",
2021,11169.335,"per 100,000 inhabitants",
1993,16919.817,"per 100,000 inhabitants",
1994,15401.776,"per 100,000 inhabitants",
1995,16734.975,"per 100,000 inhabitants",
1996,16124.469,"per 100,000 inhabitants",
1997,17664.472,"per 100,000 inhabitants",
1998,16923.745,"per 100,000 inhabitants",
1999,16854.017,"per 100,000 inhabitants",
2000,17030.485,"per 100,000 inhabitants",
2001,19007.281,"per 100,000 inhabitants",
2002,15992.52,"per 100,000 inhabitants",
2003,16143.506,"per 100,000 inhabitants",
2004,15529.472,"per 100,000 inhabitants",
2005,14582.808,"per 100,000 inhabitants",
2006,14051.123,"per 100,000 inhabitants",
2007,14026.725,"per 100,000 inhabitants",
2008,13887.925,"per 100,000 inhabitants",
2009,13932.422,"per 100,000 inhabitants",
2010,13239.878,"per 100,000 inhabitants",
2011,13418.186,"per 100,000 inhabitants",
2012,13244.775,"per 100,000 inhabitants",
2013,13724.4,"per 100,000 inhabitants",
2014,13742.9,"per 100,000 inhabitants",
2015,13839.36,"per 100,000 inhabitants",
2016,13384.185,"per 100,000 inhabitants",
2017,12480.24,"per 100,000 inhabitants",
2018,11941.217,"per 100,000 inhabitants",
2019,11450.924,"per 100,000 inhabitants",
2020,11017.765,"per 100,000 inhabitants",
2021,10062.36,"per 100,000 inhabitants",
1993,8362.552,"per 100,000 inhabitants",
1994,7940.082,"per 100,000 inhabitants",
1995,7776.079,"per 100,000 inhabitants",
1996,7710.327,"per 100,000 inhabitants",
1997,7627.771,"per 100,000 inhabitants",
1998,7452.443,"per 100,000 inhabitants",
1999,7135.841,"per 100,000 inhabitants",
2000,6987.653,"per 100,000 inhabitants",
2001,6800.932,"per 100,000 inhabitants",
2002,7104.5,"per 100,000 inhabitants",
2003,7535.005,"per 100,000 inhabitants",
2004,7670.757,"per 100,000 inhabitants",
2005,7329.074,"per 100,000 inhabitants",
2006,7098.918,"per 100,000 inhabitants",
2007,7015.997,"per 100,000 inhabitants",
2008,6801.635,"per 100,000 inhabitants",
2009,6810.08,"per 100,000 inhabitants",
2010,6732.368,"per 100,000 inhabitants",
2011,6647.795,"per 100,000 inhabitants",
2012,6600.619,"per 100,000 inhabitants",
2013,6428.6,"per 100,000 inhabitants",
2014,6565.8,"per 100,000 inhabitants",
2015,6616.269,"per 100,000 inhabitants",
2016,6672.483,"per 100,000 inhabitants",
2017,6045.818,"per 100,000 inhabitants",
2018,5971.205,"per 100,000 inhabitants",
2019,5822.6,"per 100,000 inhabitants",
2020,5445.589,"per 100,000 inhabitants",
2021,5339.612,"per 100,000 inhabitants",
1993,13811.726,"per 100,000 inhabitants",
1994,11897.681,"per 100,000 inhabitants",
1995,12060.317,"per 100,000 inhabitants",
1996,11705.199,"per 100,000 inhabitants",
1997,11665.702,"per 100,000 inhabitants",
1998,11310.987,"per 100,000 inhabitants",
1999,10500.326,"per 100,000 inhabitants",
2000,10267.223,"per 100,000 inhabitants",
2001,10447.111,"per 100,000 inhabitants",
2002,10000.917,"per 100,000 inhabitants",
2003,10863.475,"per 100,000 inhabitants",
2004,10412.37,"per 100,000 inhabitants",
2005,9402.295,"per 100,000 inhabitants",
2006,9029.235,"per 100,000 inhabitants",
2007,9016.077,"per 100,000 inhabitants",
2008,8880.811,"per 100,000 inhabitants",
2009,8424.916,"per 100,000 inhabitants",
2010,7968.343,"per 100,000 inhabitants",
2011,7953.113,"per 100,000 inhabitants",
2012,7883.321,"per 100,000 inhabitants",
2013,7528.7,"per 100,000 inhabitants",
2014,7304.0,"per 100,000 inhabitants",
2015,7332.763,"per 100,000 inhabitants",
2016,7632.343,"per 100,000 inhabitants",
2017,6850.362,"per 100,000 inhabitants",
2018,6744.691,"per 100,000 inhabitants",
2019,6916.241,"per 100,000 inhabitants",
2020,6587.246,"per 100,000 inhabitants",
2021,6484.584,"per 100,000 inhabitants",
1993,8597.417,"per 100,000 inhabitants",
1994,7710.205,"per 100,000 inhabitants",
1995,7787.852,"per 100,000 inhabitants",
1996,7516.195,"per 100,000 inhabitants",
1997,7424.117,"per 100,000 inhabitants",
1998,7286.226,"per 100,000 inhabitants",
1999,7017.633,"per 100,000 inhabitants",
2000,7205.937,"per 100,000 inhabitants",
2001,7218.97,"per 100,000 inhabitants",
2002,7726.731,"per 100,000 inhabitants",
2003,7522.88,"per 100,000 inhabitants",
2004,7437.14,"per 100,000 inhabitants",
2005,7618.01,"per 100,000 inhabitants",
2006,7656.801,"per 100,000 inhabitants",
2007,7717.431,"per 100,000 inhabitants",
2008,7516.174,"per 100,000 inhabitants",
2009,7549.167,"per 100,000 inhabitants",
2010,7473.27,"per 100,000 inhabitants",
2011,7099.489,"per 100,000 inhabitants",
2012,7167.492,"per 100,000 inhabitants",
2013,7015.1,"per 100,000 inhabitants",
2014,7094.9,"per 100,000 inhabitants",
2015,7263.178,"per 100,000 inhabitants",
2016,7089.585,"per 100,000 inhabitants",
2017,6621.456,"per 100,000 inhabitants",
2018,6361.915,"per 100,000 inhabitants",
2019,6346.199,"per 100,000 inhabitants",
2020,6219.444,"per 100,000 inhabitants",
2021,5898.678,"per 100,000 inhabitants",
1993,7806.263,"per 100,000 inhabitants",
1994,7517.726,"per 100,000 inhabitants",
1995,7680.641,"per 100,000 inhabitants",
1996,7761.981,"per 100,000 inhabitants",
1997,7578.958,"per 100,000 inhabitants",
1998,7455.517,"per 100,000 inhabitants",
1999,7460.722,"per 100,000 inhabitants",
2000,7435.425,"per 100,000 inhabitants",
2001,7708.684,"per 100,000 inhabitants",
2002,8176.293,"per 100,000 inhabitants",
2003,8372.738,"per 100,000 inhabitants",
2004,8566.303,"per 100,000 inhabitants",
2005,8417.374,"per 100,000 inhabitants",
2006,8367.345,"per 100,000 inhabitants",
2007,8406.891,"per 100,000 inhabitants",
2008,8193.064,"per 100,000 inhabitants",
2009,8257.257,"per 100,000 inhabitants",
2010,8203.493,"per 100,000 inhabitants",
2011,8614.719,"per 100,000 inhabitants",
2012,8654.171,"per 100,000 inhabitants",
2013,8459.1,"per 100,000 inhabitants",
2014,8542.8,"per 100,000 inhabitants",
2015,8603.241,"per 100,000 inhabitants",
2016,8224.929,"per 100,000 inhabitants",
2017,7676.816,"per 100,000 inhabitants",
2018,7159.622,"per 100,000 inhabitants",
2019,6847.448,"per 100,000 inhabitants",
2020,6774.102,"per 100,000 inhabitants",
2021,6702.56,"per 100,000 inhabitants",
1993,6087.154,"per 100,000 inhabitants",
1994,6241.908,"per 100,000 inhabitants",
1995,6331.018,"per 100,000 inhabitants",
1996,6515.486,"per 100,000 inhabitants",
1997,6666.915,"per 100,000 inhabitants",
1998,6545.293,"per 100,000 inhabitants",
1999,6651.262,"per 100,000 inhabitants",
2000,6711.046,"per 100,000 inhabitants",
2001,6509.26,"per 100,000 inhabitants",
2002,6944.264,"per 100,000 inhabitants",
2003,7101.824,"per 100,000 inhabitants",
2004,7416.831,"per 100,000 inhabitants",
2005,7344.912,"per 100,000 inhabitants",
2006,7375.449,"per 100,000 inhabitants",
2007,7129.584,"per 100,000 inhabitants",
2008,7274.451,"per 100,000 inhabitants",
2009,7044.378,"per 100,000 inhabitants",
2010,6989.426,"per 100,000 inhabitants",
2011,6877.573,"per 100,000 inhabitants",
2012,6703.478,"per 100,000 inhabitants",
2013,6702.3,"per 100,000 inhabitants",
2014,6623.2,"per 100,000 inhabitants",
2015,6817.535,"per 100,000 inhabitants",
2016,6775.385,"per 100,000 inhabitants",
2017,6190.598,"per 100,000 inhabitants",
2018,6001.16,"per 100,000 inhabitants",
2019,5912.808,"per 100,000 inhabitants",
2020,5625.536,"per 100,000 inhabitants",
2021,5302.203,"per 100,000 inhabitants",
1993,6278.272,"per 100,000 inhabitants",
1994,5852.276,"per 100,000 inhabitants",
1995,5983.061,"per 100,000 inhabitants",
1996,6315.61,"per 100,000 inhabitants",
1997,6273.252,"per 100,000 inhabitants",
1998,6055.088,"per 100,000 inhabitants",
1999,5823.678,"per 100,000 inhabitants",
2000,6042.876,"per 100,000 inhabitants",
2001,5719.677,"per 100,000 inhabitants",
2002,6865.81,"per 100,000 inhabitants",
2003,7075.431,"per 100,000 inhabitants",
2004,7384.278,"per 100,000 inhabitants",
2005,7384.378,"per 100,000 inhabitants",
2006,7629.258,"per 100,000 inhabitants",
2007,7162.618,"per 100,000 inhabitants",
2008,7638.729,"per 100,000 inhabitants",
2009,7335.319,"per 100,000 inhabitants",
2010,7133.975,"per 100,000 inhabitants",
2011,6913.809,"per 100,000 inhabitants",
2012,7302.865,"per 100,000 inhabitants",
2013,7295.7,"per 100,000 inhabitants",
2014,7641.5,"per 100,000 inhabitants",
2015,7885.767,"per 100,000 inhabitants",
2016,7732.145,"per 100,000 inhabitants",
2017,7109.811,"per 100,000 inhabitants",
2018,7128.739,"per 100,000 inhabitants",
2019,7543.495,"per 100,000 inhabitants",
2020,6930.885,"per 100,000 inhabitants",
2021,5960.522,"per 100,000 inhabitants",
1993,7652.857,"per 100,000 inhabitants",
1994,8402.371,"per 100,000 inhabitants",
1995,8831.66,"per 100,000 inhabitants",
1996,8619.387,"per 100,000 inhabitants",
1997,8086.722,"per 100,000 inhabitants",
1998,8157.421,"per 100,000 inhabitants",
1999,8254.225,"per 100,000 inhabitants",
2000,7883.492,"per 100,000 inhabitants",
2001,8029.526,"per 100,000 inhabitants",
2002,7761.987,"per 100,000 inhabitants",
2003,8210.91,"per 100,000 inhabitants",
2004,7871.042,"per 100,000 inhabitants",
2005,7510.035,"per 100,000 inhabitants",
2006,7311.846,"per 100,000 inhabitants",
2007,7366.852,"per 100,000 inhabitants",
2008,7129.874,"per 100,000 inhabitants",
2009,6787.29,"per 100,000 inhabitants",
2010,7107.245,"per 100,000 inhabitants",
2011,7227.656,"per 100,000 inhabitants",
2012,7705.771,"per 100,000 inhabitants",
2013,7715.7,"per 100,000 inhabitants",
2014,8086.1,"per 100,000 inhabitants",
2015,7764.235,"per 100,000 inhabitants",
2016,7949.764,"per 100,000 inhabitants",
2017,7916.54,"per 100,000 inhabitants",
2018,6831.045,"per 100,000 inhabitants",
2019,6665.037,"per 100,000 inhabitants",
2020,6694.252,"per 100,000 inhabitants",
2021,6078.841,"per 100,000 inhabitants",
1993,10814.783,"per 100,000 inhabitants",
1994,10867.948,"per 100,000 inhabitants",
1995,11616.502,"per 100,000 inhabitants",
1996,11192.657,"per 100,000 inhabitants",
1997,10846.8,"per 100,000 inhabitants",
1998,10622.56,"per 100,000 inhabitants",
1999,9950.458,"per 100,000 inhabitants",
2000,9387.269,"per 100,000 inhabitants",
2001,9090.811,"per 100,000 inhabitants",
2002,9234.362,"per 100,000 inhabitants",
2003,9074.731,"per 100,000 inhabitants",
2004,9153.639,"per 100,000 inhabitants",
2005,8761.717,"per 100,000 inhabitants",
2006,8838.34,"per 100,000 inhabitants",
2007,8987.344,"per 100,000 inhabitants",
2008,8683.108,"per 100,000 inhabitants",
2009,8549.909,"per 100,000 inhabitants",
2010,8152.566,"per 100,000 inhabitants",
2011,8151.917,"per 100,000 inhabitants",
2012,8311.636,"per 100,000 inhabitants",
2013,8581.1,"per 100,000 inhabitants",
2014,8664.7,"per 100,000 inhabitants",
2015,8893.077,"per 100,000 inhabitants",
2016,8749.349,"per 100,000 inhabitants",
2017,8342.173,"per 100,000 inhabitants",
2018,7900.072,"per 100,000 inhabitants",
2019,7849.719,"per 100,000 inhabitants",
2020,8105.771,"per 100,000 inhabitants",
2021,7816.997,"per 100,000 inhabitants",
1993,10172.416,"per 100,000 inhabitants",
1994,9732.496,"per 100,000 inhabitants",
1995,10232.419,"per 100,000 inhabitants",
1996,9264.181,"per 100,000 inhabitants",
1997,9055.635,"per 100,000 inhabitants",
1998,9136.844,"per 100,000 inhabitants",
1999,8641.096,"per 100,000 inhabitants",
2000,8921.709,"per 100,000 inhabitants",
2001,8869.599,"per 100,000 inhabitants",
2002,9225.22,"per 100,000 inhabitants",
2003,9422.916,"per 100,000 inhabitants",
2004,9173.319,"per 100,000 inhabitants",
2005,8701.113,"per 100,000 inhabitants",
2006,8636.899,"per 100,000 inhabitants",
2007,8646.522,"per 100,000 inhabitants",
2008,8562.115,"per 100,000 inhabitants",
2009,8663.306,"per 100,000 inhabitants",
2010,7912.869,"per 100,000 inhabitants",
2011,7845.803,"per 100,000 inhabitants",
2012,7562.737,"per 100,000 inhabitants",
2013,7125.0,"per 100,000 inhabitants",
2014,7184.1,"per 100,000 inhabitants",
2015,7156.755,"per 100,000 inhabitants",
2016,7224.962,"per 100,000 inhabitants",
2017,6557.386,"per 100,000 inhabitants",
2018,6467.321,"per 100,000 inhabitants",
2019,6332.87,"per 100,000 inhabitants",
2020,5989.759,"per 100,000 inhabitants",
2021,6076.97,"per 100,000 inhabitants",
1993,6331.544,"per 100,000 inhabitants",
1994,6501.611,"per 100,000 inhabitants",
1995,7448.463,"per 100,000 inhabitants",
1996,7447.762,"per 100,000 inhabitants",
1997,6959.749,"per 100,000 inhabitants",
1998,7036.777,"per 100,000 inhabitants",
1999,6584.864,"per 100,000 inhabitants",
2000,6414.074,"per 100,000 inhabitants",
2001,6664.577,"per 100,000 inhabitants",
2002,6952.29,"per 100,000 inhabitants",
2003,6986.982,"per 100,000 inhabitants",
2004,6998.765,"per 100,000 inhabitants",
2005,6547.534,"per 100,000 inhabitants",
2006,6511.577,"per 100,000 inhabitants",
2007,6454.177,"per 100,000 inhabitants",
2008,6323.087,"per 100,000 inhabitants",
2009,6213.414,"per 100,000 inhabitants",
2010,6240.479,"per 100,000 inhabitants",
2011,6239.159,"per 100,000 inhabitants",
2012,6421.287,"per 100,000 inhabitants",
2013,6556.7,"per 100,000 inhabitants",
2014,6574.3,"per 100,000 inhabitants",
2015,6502.349,"per 100,000 inhabitants",
2016,6874.512,"per 100,000 inhabitants",
2017,6637.095,"per 100,000 inhabitants",
2018,6654.782,"per 100,000 inhabitants",
2019,6033.236,"per 100,000 inhabitants",
2020,6652.97,"per 100,000 inhabitants",
2021,6150.775,"per 100,000 inhabitants",
1994,108.571,"per 100,000 inhabitants",
1995,117.918,"per 100,000 inhabitants",
1996,124.476,"per 100,000 inhabitants",
1997,130.293,"per 100,000 inhabitants",
1998,135.319,"per 100,000 inhabitants",
1999,140.687,"per 100,000 inhabitants",
2000,143.543,"per 100,000 inhabitants",
2001,147.724,"per 100,000 inhabitants",
2002,155.614,"per 100,000 inhabitants",
2003,162.542,"per 100,000 inhabitants",
2004,171.451,"per 100,000 inhabitants",
2005,180.731,"per 100,000 inhabitants",
2006,185.646,"per 100,000 inhabitants",
2007,190.991,"per 100,000 inhabitants",
2008,186.889,"per 100,000 inhabitants",
2009,185.193,"per 100,000 inhabitants",
2010,177.859,"per 100,000 inhabitants",
2011,173.382,"per 100,000 inhabitants",
2012,169.402,"per 100,000 inhabitants",
2013,158.8,"per 100,000 inhabitants",
2014,155.7,"per 100,000 inhabitants",
2015,156.9,"per 100,000 inhabitants",
2016,170.407,"per 100,000 inhabitants",
2017,166.3,"per 100,000 inhabitants",
2018,165.144,"per 100,000 inhabitants",
2019,160.305,"per 100,000 inhabitants",
2020,156.857,"per 100,000 inhabitants",
2021,147.124,"per 100,000 inhabitants",
1993,653.924,"per 100,000 inhabitants",
1994,724.436,"per 100,000 inhabitants",
1995,767.389,"per 100,000 inhabitants",
1996,796.795,"per 100,000 inhabitants",
1997,822.866,"per 100,000 inhabitants",
1998,865.74,"per 100,000 inhabitants",
1999,881.271,"per 100,000 inhabitants",
2000,947.075,"per 100,000 inhabitants",
2001,973.907,"per 100,000 inhabitants",
2002,966.313,"per 100,000 inhabitants",
2003,1073.724,"per 100,000 inhabitants",
2004,1155.524,"per 100,000 inhabitants",
2005,1166.926,"per 100,000 inhabitants",
2006,1174.211,"per 100,000 inhabitants",
2007,1125.97,"per 100,000 inhabitants",
2008,1097.427,"per 100,000 inhabitants",
2009,1185.581,"per 100,000 inhabitants",
2010,1204.99,"per 100,000 inhabitants",
2011,1165.368,"per 100,000 inhabitants",
2012,1193.253,"per 100,000 inhabitants",
2013,1164.7,"per 100,000 inhabitants",
2014,1199.6,"per 100,000 inhabitants",
2015,1190.1,"per 100,000 inhabitants",
2016,1094.0,"per 100,000 inhabitants",
2017,1103.2,"per 100,000 inhabitants",
2018,1015.532,"per 100,000 inhabitants",
2019,1003.341,"per 100,000 inhabitants",
2020,971.632,"per 100,000 inhabitants",
2021,954.388,"per 100,000 inhabitants",
1993,281.031,"per 100,000 inhabitants",
1994,260.192,"per 100,000 inhabitants",
1995,260.099,"per 100,000 inhabitants",
1996,240.52,"per 100,000 inhabitants",
1997,223.254,"per 100,000 inhabitants",
1998,204.606,"per 100,000 inhabitants",
1999,183.106,"per 100,000 inhabitants",
2000,171.909,"per 100,000 inhabitants",
2001,164.145,"per 100,000 inhabitants",
2002,159.443,"per 100,000 inhabitants",
2003,151.1,"per 100,000 inhabitants",
2004,152.32,"per 100,000 inhabitants",
2005,134.805,"per 100,000 inhabitants",
2006,130.562,"per 100,000 inhabitants",
2007,134.599,"per 100,000 inhabitants",
2008,133.836,"per 100,000 inhabitants",
2009,141.158,"per 100,000 inhabitants",
2010,151.03,"per 100,000 inhabitants",
2011,165.285,"per 100,000 inhabitants",
2012,179.411,"per 100,000 inhabitants",
2013,185.7,"per 100,000 inhabitants",
2014,188.3,"per 100,000 inhabitants",
2015,205.8,"per 100,000 inhabitants",
2016,184.075,"per 100,000 inhabitants",
2017,141.2,"per 100,000 inhabitants",
2018,117.769,"per 100,000 inhabitants",
2019,104.97,"per 100,000 inhabitants",
2020,90.208,"per 100,000 inhabitants",
2021,65.223,"per 100,000 inhabitants",
1993,7310.504,"per 100,000 inhabitants",
1994,6969.442,"per 100,000 inhabitants",
1995,7066.485,"per 100,000 inhabitants",
1996,7004.051,"per 100,000 inhabitants",
1997,6902.249,"per 100,000 inhabitants",
1998,6717.579,"per 100,000 inhabitants",
1999,6537.571,"per 100,000 inhabitants",
2000,6429.227,"per 100,000 inhabitants",
2001,6525.908,"per 100,000 inhabitants",
2002,6696.451,"per 100,000 inhabitants",
2003,6667.887,"per 100,000 inhabitants",
2004,6658.625,"per 100,000 inhabitants",
2005,6369.412,"per 100,000 inhabitants",
2006,6266.75,"per 100,000 inhabitants",
2007,6299.947,"per 100,000 inhabitants",
2008,6138.74,"per 100,000 inhabitants",
2009,5997.87,"per 100,000 inhabitants",
2010,5850.772,"per 100,000 inhabitants",
2011,5963.585,"per 100,000 inhabitants",
2012,5923.634,"per 100,000 inhabitants",
2013,5894.4,"per 100,000 inhabitants",
2014,5986.7,"per 100,000 inhabitants",
2015,6243.8,"per 100,000 inhabitants",
2016,6306.277,"per 100,000 inhabitants",
2017,5571.7,"per 100,000 inhabitants",
2018,5411.739,"per 100,000 inhabitants",
2019,5279.749,"per 100,000 inhabitants",
2020,5166.816,"per 100,000 inhabitants",
2021,4903.685,"per 100,000 inhabitants",
