Year,Value,Units,Series,GeoCode
2009,99.37,2008 = 100,final energy productivity,
2010,95.55,2008 = 100,final energy productivity,
2011,100.24,2008 = 100,final energy productivity,
2012,99.11,2008 = 100,final energy productivity,
2013,97.89,2008 = 100,final energy productivity,
2014,104.0,2008 = 100,final energy productivity,
2015,107.39,2008 = 100,final energy productivity,
2016,104.26,2008 = 100,final energy productivity,
2017,104.0,2008 = 100,final energy productivity,
2018,103.29,2008 = 100,final energy productivity,
2019,109.04,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,97.32,2008 = 100,final energy productivity,
2010,91.27,2008 = 100,final energy productivity,
2011,95.84,2008 = 100,final energy productivity,
2012,100.14,2008 = 100,final energy productivity,
2013,99.81,2008 = 100,final energy productivity,
2014,95.75,2008 = 100,final energy productivity,
2015,97.56,2008 = 100,final energy productivity,
2016,100.05,2008 = 100,final energy productivity,
2017,105.98,2008 = 100,final energy productivity,
2018,105.52,2008 = 100,final energy productivity,
2019,108.12,2008 = 100,final energy productivity,
2020,116.49,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,97.62,2008 = 100,final energy productivity,
2010,94.0,2008 = 100,final energy productivity,
2011,100.82,2008 = 100,final energy productivity,
2012,99.28,2008 = 100,final energy productivity,
2013,103.85,2008 = 100,final energy productivity,
2014,109.73,2008 = 100,final energy productivity,
2015,108.89,2008 = 100,final energy productivity,
2016,110.63,2008 = 100,final energy productivity,
2017,112.13,2008 = 100,final energy productivity,
2018,110.62,2008 = 100,final energy productivity,
2019,114.41,2008 = 100,final energy productivity,
2020,118.79,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,97.8,2008 = 100,final energy productivity,
2010,98.68,2008 = 100,final energy productivity,
2011,106.69,2008 = 100,final energy productivity,
2012,104.23,2008 = 100,final energy productivity,
2013,102.41,2008 = 100,final energy productivity,
2014,106.01,2008 = 100,final energy productivity,
2015,104.15,2008 = 100,final energy productivity,
2016,105.02,2008 = 100,final energy productivity,
2017,107.74,2008 = 100,final energy productivity,
2018,109.92,2008 = 100,final energy productivity,
2019,109.25,2008 = 100,final energy productivity,
2020,127.37,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,99.92,2008 = 100,final energy productivity,
2010,94.59,2008 = 100,final energy productivity,
2011,104.51,2008 = 100,final energy productivity,
2012,100.74,2008 = 100,final energy productivity,
2013,98.51,2008 = 100,final energy productivity,
2014,104.5,2008 = 100,final energy productivity,
2015,104.84,2008 = 100,final energy productivity,
2016,111.42,2008 = 100,final energy productivity,
2017,107.49,2008 = 100,final energy productivity,
2018,109.2,2008 = 100,final energy productivity,
2019,,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,98.99,2008 = 100,final energy productivity,
2010,97.8,2008 = 100,final energy productivity,
2011,107.99,2008 = 100,final energy productivity,
2012,111.39,2008 = 100,final energy productivity,
2013,108.66,2008 = 100,final energy productivity,
2014,114.36,2008 = 100,final energy productivity,
2015,114.25,2008 = 100,final energy productivity,
2016,119.83,2008 = 100,final energy productivity,
2017,118.64,2008 = 100,final energy productivity,
2018,119.9,2008 = 100,final energy productivity,
2019,122.55,2008 = 100,final energy productivity,
2020,124.12,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,106.78,2008 = 100,final energy productivity,
2010,102.13,2008 = 100,final energy productivity,
2011,111.63,2008 = 100,final energy productivity,
2012,112.41,2008 = 100,final energy productivity,
2013,111.93,2008 = 100,final energy productivity,
2014,117.18,2008 = 100,final energy productivity,
2015,118.9,2008 = 100,final energy productivity,
2016,110.79,2008 = 100,final energy productivity,
2017,121.19,2008 = 100,final energy productivity,
2018,107.47,2008 = 100,final energy productivity,
2019,119.28,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,99.39,2008 = 100,final energy productivity,
2010,99.84,2008 = 100,final energy productivity,
2011,110.2,2008 = 100,final energy productivity,
2012,112.68,2008 = 100,final energy productivity,
2013,109.21,2008 = 100,final energy productivity,
2014,114.57,2008 = 100,final energy productivity,
2015,115.35,2008 = 100,final energy productivity,
2016,114.08,2008 = 100,final energy productivity,
2017,114.87,2008 = 100,final energy productivity,
2018,113.54,2008 = 100,final energy productivity,
2019,112.81,2008 = 100,final energy productivity,
2020,111.8,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,,2008 = 100,final energy productivity,
2009,,2008 = 100,final energy productivity,
2010,,2008 = 100,final energy productivity,
2011,,2008 = 100,final energy productivity,
2012,,2008 = 100,final energy productivity,
2013,,2008 = 100,final energy productivity,
2014,,2008 = 100,final energy productivity,
2015,,2008 = 100,final energy productivity,
2016,,2008 = 100,final energy productivity,
2017,,2008 = 100,final energy productivity,
2018,,2008 = 100,final energy productivity,
2019,,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,97.31,2008 = 100,final energy productivity,
2010,95.38,2008 = 100,final energy productivity,
2011,105.69,2008 = 100,final energy productivity,
2012,100.88,2008 = 100,final energy productivity,
2013,99.0,2008 = 100,final energy productivity,
2014,107.33,2008 = 100,final energy productivity,
2015,107.39,2008 = 100,final energy productivity,
2016,106.32,2008 = 100,final energy productivity,
2017,105.78,2008 = 100,final energy productivity,
2018,109.5,2008 = 100,final energy productivity,
2019,112.39,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,95.9,2008 = 100,final energy productivity,
2010,92.18,2008 = 100,final energy productivity,
2011,95.71,2008 = 100,final energy productivity,
2012,94.69,2008 = 100,final energy productivity,
2013,94.42,2008 = 100,final energy productivity,
2014,99.36,2008 = 100,final energy productivity,
2015,100.04,2008 = 100,final energy productivity,
2016,98.64,2008 = 100,final energy productivity,
2017,98.56,2008 = 100,final energy productivity,
2018,95.94,2008 = 100,final energy productivity,
2019,102.82,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,99.59,2008 = 100,final energy productivity,
2010,94.81,2008 = 100,final energy productivity,
2011,102.34,2008 = 100,final energy productivity,
2012,99.58,2008 = 100,final energy productivity,
2013,95.74,2008 = 100,final energy productivity,
2014,103.67,2008 = 100,final energy productivity,
2015,102.77,2008 = 100,final energy productivity,
2016,104.8,2008 = 100,final energy productivity,
2017,106.91,2008 = 100,final energy productivity,
2018,107.84,2008 = 100,final energy productivity,
2019,114.83,2008 = 100,final energy productivity,
2020,112.08,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,final energy productivity,
2009,100.4,2008 = 100,final energy productivity,
2010,98.88,2008 = 100,final energy productivity,
2011,109.82,2008 = 100,final energy productivity,
2012,108.24,2008 = 100,final energy productivity,
2013,107.02,2008 = 100,final energy productivity,
2014,117.46,2008 = 100,final energy productivity,
2015,117.02,2008 = 100,final energy productivity,
2016,115.82,2008 = 100,final energy productivity,
2017,118.93,2008 = 100,final energy productivity,
2018,118.84,2008 = 100,final energy productivity,
2019,119.23,2008 = 100,final energy productivity,
2020,,2008 = 100,final energy productivity,
2021,,2008 = 100,final energy productivity,
2008,100.0,2008 = 100,primary energy consumption,
2009,94.1,2008 = 100,primary energy consumption,
2010,98.87,2008 = 100,primary energy consumption,
2011,94.57,2008 = 100,primary energy consumption,
2012,93.51,2008 = 100,primary energy consumption,
2013,96.12,2008 = 100,primary energy consumption,
2014,91.65,2008 = 100,primary energy consumption,
2015,92.22,2008 = 100,primary energy consumption,
2016,93.82,2008 = 100,primary energy consumption,
2017,94.04,2008 = 100,primary energy consumption,
2018,91.3,2008 = 100,primary energy consumption,
2019,89.05,2008 = 100,primary energy consumption,
2020,82.72,2008 = 100,primary energy consumption,
2021,85.29,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,95.08,2008 = 100,primary energy consumption,
2010,95.23,2008 = 100,primary energy consumption,
2011,88.26,2008 = 100,primary energy consumption,
2012,85.68,2008 = 100,primary energy consumption,
2013,88.92,2008 = 100,primary energy consumption,
2014,85.43,2008 = 100,primary energy consumption,
2015,87.24,2008 = 100,primary energy consumption,
2016,89.3,2008 = 100,primary energy consumption,
2017,87.72,2008 = 100,primary energy consumption,
2018,87.85,2008 = 100,primary energy consumption,
2019,88.24,2008 = 100,primary energy consumption,
2020,82.75,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,98.27,2008 = 100,primary energy consumption,
2010,102.05,2008 = 100,primary energy consumption,
2011,99.9,2008 = 100,primary energy consumption,
2012,97.56,2008 = 100,primary energy consumption,
2013,98.19,2008 = 100,primary energy consumption,
2014,94.71,2008 = 100,primary energy consumption,
2015,94.84,2008 = 100,primary energy consumption,
2016,94.96,2008 = 100,primary energy consumption,
2017,95.4,2008 = 100,primary energy consumption,
2018,89.76,2008 = 100,primary energy consumption,
2019,91.53,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,98.6,2008 = 100,primary energy consumption,
2010,107.63,2008 = 100,primary energy consumption,
2011,96.33,2008 = 100,primary energy consumption,
2012,97.58,2008 = 100,primary energy consumption,
2013,100.58,2008 = 100,primary energy consumption,
2014,94.6,2008 = 100,primary energy consumption,
2015,92.23,2008 = 100,primary energy consumption,
2016,94.71,2008 = 100,primary energy consumption,
2017,94.16,2008 = 100,primary energy consumption,
2018,92.75,2008 = 100,primary energy consumption,
2019,91.99,2008 = 100,primary energy consumption,
2020,83.88,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,97.02,2008 = 100,primary energy consumption,
2010,102.12,2008 = 100,primary energy consumption,
2011,104.45,2008 = 100,primary energy consumption,
2012,104.54,2008 = 100,primary energy consumption,
2013,102.19,2008 = 100,primary energy consumption,
2014,101.39,2008 = 100,primary energy consumption,
2015,101.43,2008 = 100,primary energy consumption,
2016,101.96,2008 = 100,primary energy consumption,
2017,103.67,2008 = 100,primary energy consumption,
2018,106.36,2008 = 100,primary energy consumption,
2019,96.19,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,96.2,2008 = 100,primary energy consumption,
2010,105.9,2008 = 100,primary energy consumption,
2011,100.29,2008 = 100,primary energy consumption,
2012,100.34,2008 = 100,primary energy consumption,
2013,99.37,2008 = 100,primary energy consumption,
2014,100.79,2008 = 100,primary energy consumption,
2015,100.07,2008 = 100,primary energy consumption,
2016,98.88,2008 = 100,primary energy consumption,
2017,100.55,2008 = 100,primary energy consumption,
2018,95.59,2008 = 100,primary energy consumption,
2019,89.68,2008 = 100,primary energy consumption,
2020,81.09,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,98.74,2008 = 100,primary energy consumption,
2010,106.3,2008 = 100,primary energy consumption,
2011,99.55,2008 = 100,primary energy consumption,
2012,99.96,2008 = 100,primary energy consumption,
2013,99.16,2008 = 100,primary energy consumption,
2014,99.79,2008 = 100,primary energy consumption,
2015,107.13,2008 = 100,primary energy consumption,
2016,110.39,2008 = 100,primary energy consumption,
2017,111.87,2008 = 100,primary energy consumption,
2018,114.51,2008 = 100,primary energy consumption,
2019,110.11,2008 = 100,primary energy consumption,
2020,98.06,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,83.48,2008 = 100,primary energy consumption,
2010,94.98,2008 = 100,primary energy consumption,
2011,83.35,2008 = 100,primary energy consumption,
2012,80.85,2008 = 100,primary energy consumption,
2013,81.39,2008 = 100,primary energy consumption,
2014,80.3,2008 = 100,primary energy consumption,
2015,81.72,2008 = 100,primary energy consumption,
2016,83.3,2008 = 100,primary energy consumption,
2017,82.91,2008 = 100,primary energy consumption,
2018,81.35,2008 = 100,primary energy consumption,
2019,82.38,2008 = 100,primary energy consumption,
2020,83.2,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,95.14,2008 = 100,primary energy consumption,
2010,101.93,2008 = 100,primary energy consumption,
2011,98.29,2008 = 100,primary energy consumption,
2012,103.93,2008 = 100,primary energy consumption,
2013,104.58,2008 = 100,primary energy consumption,
2014,104.25,2008 = 100,primary energy consumption,
2015,102.14,2008 = 100,primary energy consumption,
2016,106.07,2008 = 100,primary energy consumption,
2017,93.21,2008 = 100,primary energy consumption,
2018,91.07,2008 = 100,primary energy consumption,
2019,,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,97.64,2008 = 100,primary energy consumption,
2010,100.68,2008 = 100,primary energy consumption,
2011,91.89,2008 = 100,primary energy consumption,
2012,90.82,2008 = 100,primary energy consumption,
2013,91.16,2008 = 100,primary energy consumption,
2014,90.39,2008 = 100,primary energy consumption,
2015,89.77,2008 = 100,primary energy consumption,
2016,89.54,2008 = 100,primary energy consumption,
2017,90.11,2008 = 100,primary energy consumption,
2018,91.14,2008 = 100,primary energy consumption,
2019,89.44,2008 = 100,primary energy consumption,
2020,88.14,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,100.7,2008 = 100,primary energy consumption,
2010,105.72,2008 = 100,primary energy consumption,
2011,101.91,2008 = 100,primary energy consumption,
2012,100.62,2008 = 100,primary energy consumption,
2013,100.5,2008 = 100,primary energy consumption,
2014,102.51,2008 = 100,primary energy consumption,
2015,101.62,2008 = 100,primary energy consumption,
2016,96.72,2008 = 100,primary energy consumption,
2017,94.96,2008 = 100,primary energy consumption,
2018,89.34,2008 = 100,primary energy consumption,
2019,86.49,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,92.72,2008 = 100,primary energy consumption,
2010,100.2,2008 = 100,primary energy consumption,
2011,94.41,2008 = 100,primary energy consumption,
2012,94.43,2008 = 100,primary energy consumption,
2013,97.93,2008 = 100,primary energy consumption,
2014,92.62,2008 = 100,primary energy consumption,
2015,95.1,2008 = 100,primary energy consumption,
2016,96.27,2008 = 100,primary energy consumption,
2017,98.35,2008 = 100,primary energy consumption,
2018,95.26,2008 = 100,primary energy consumption,
2019,95.6,2008 = 100,primary energy consumption,
2020,101.39,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,82.89,2008 = 100,primary energy consumption,
2010,87.41,2008 = 100,primary energy consumption,
2011,91.69,2008 = 100,primary energy consumption,
2012,94.81,2008 = 100,primary energy consumption,
2013,99.3,2008 = 100,primary energy consumption,
2014,90.75,2008 = 100,primary energy consumption,
2015,87.67,2008 = 100,primary energy consumption,
2016,,2008 = 100,primary energy consumption,
2017,,2008 = 100,primary energy consumption,
2018,,2008 = 100,primary energy consumption,
2019,,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,99.52,2008 = 100,primary energy consumption,
2010,101.53,2008 = 100,primary energy consumption,
2011,97.23,2008 = 100,primary energy consumption,
2012,99.19,2008 = 100,primary energy consumption,
2013,102.32,2008 = 100,primary energy consumption,
2014,100.39,2008 = 100,primary energy consumption,
2015,98.73,2008 = 100,primary energy consumption,
2016,101.29,2008 = 100,primary energy consumption,
2017,104.77,2008 = 100,primary energy consumption,
2018,103.22,2008 = 100,primary energy consumption,
2019,95.92,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,99.07,2008 = 100,primary energy consumption,
2010,104.27,2008 = 100,primary energy consumption,
2011,102.29,2008 = 100,primary energy consumption,
2012,102.75,2008 = 100,primary energy consumption,
2013,96.97,2008 = 100,primary energy consumption,
2014,96.97,2008 = 100,primary energy consumption,
2015,100.22,2008 = 100,primary energy consumption,
2016,103.21,2008 = 100,primary energy consumption,
2017,99.37,2008 = 100,primary energy consumption,
2018,108.23,2008 = 100,primary energy consumption,
2019,101.43,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,97.2,2008 = 100,primary energy consumption,
2010,102.21,2008 = 100,primary energy consumption,
2011,96.78,2008 = 100,primary energy consumption,
2012,101.1,2008 = 100,primary energy consumption,
2013,104.53,2008 = 100,primary energy consumption,
2014,99.93,2008 = 100,primary energy consumption,
2015,97.3,2008 = 100,primary energy consumption,
2016,99.17,2008 = 100,primary energy consumption,
2017,89.18,2008 = 100,primary energy consumption,
2018,98.13,2008 = 100,primary energy consumption,
2019,93.77,2008 = 100,primary energy consumption,
2020,97.94,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
2008,100.0,2008 = 100,primary energy consumption,
2009,96.12,2008 = 100,primary energy consumption,
2010,100.04,2008 = 100,primary energy consumption,
2011,95.19,2008 = 100,primary energy consumption,
2012,96.75,2008 = 100,primary energy consumption,
2013,98.68,2008 = 100,primary energy consumption,
2014,92.92,2008 = 100,primary energy consumption,
2015,93.12,2008 = 100,primary energy consumption,
2016,95.7,2008 = 100,primary energy consumption,
2017,96.49,2008 = 100,primary energy consumption,
2018,95.14,2008 = 100,primary energy consumption,
2019,93.27,2008 = 100,primary energy consumption,
2020,,2008 = 100,primary energy consumption,
2021,,2008 = 100,primary energy consumption,
